"Rank_ED","species_tree","species","ED"
817,"Galeus_schultzi","Galeus schultzi",21.6167317611821
818,"Galeus_nipponensis","Galeus nipponensis",21.6167317611821
819,"Bathyraja_griseocauda","Bathyraja griseocauda",21.601073565178
820,"Torpedo_marmorata","Torpedo marmorata",21.5322054555044
821,"Galeus_atlanticus","Galeus atlanticus",21.5187022629654
822,"Narcine_nigra","Narcine nigra",21.475927235264
823,"Cephaloscyllium_laticeps","Cephaloscyllium laticeps",21.4284069752857
824,"Myliobatis_rhombus","Myliobatis rhombus",21.3884804819073
825,"Myliobatis_hamlyni","Myliobatis hamlyni",21.3884804819073
826,"Narcine_insolita","Narcine insolita",21.276538271764
827,"Narcine_brunnea","Narcine brunnea",21.276538271764
828,"Apristurus_melanoasper","Apristurus melanoasper",21.2205697841815
829,"Apristurus_platyrhynchus","Apristurus platyrhynchus",21.1238575347815
830,"Apristurus_sinensis","Apristurus sinensis",21.1238575347815
831,"Dipturus_springeri","Dipturus springeri",21.0913725582204
832,"Dipturus_queenslandicus","Dipturus queenslandicus",21.0913725582204
833,"Squalus_mitsukurii","Squalus mitsukurii",21.0095904574058
834,"Narcine_lingula","Narcine lingula",20.919820939264
835,"Bathyraja_notoroensis","Bathyraja notoroensis",20.8136919439994
836,"Dipturus_doutrei","Dipturus doutrei",20.7971857307976
837,"Urolophus_kapalensis","Urolophus kapalensis",20.7858352546904
838,"Urolophus_lobatus","Urolophus lobatus",20.7858342546904
839,"Parmaturus_melanobranchus","Parmaturus melanobranchus",20.7822697011835
840,"Parmaturus_albipenis","Parmaturus albipenis",20.7822697011835
841,"Raja_microocellata","Raja microocellata",20.7508031080133
842,"Cephaloscyllium_ventriosum","Cephaloscyllium ventriosum",20.7234317873112
843,"Anacanthobatis_nanhaiensis","Anacanthobatis nanhaiensis",20.7144288378482
844,"Anacanthobatis_marmoratus","Anacanthobatis marmoratus",20.7144288378482
845,"Mustelus_manazo","Mustelus manazo",20.6552289838017
846,"Urolophus_papilio","Urolophus papilio",20.6281761196571
847,"Electrolux_addisoni","Electrolux addisoni",20.6205202736179
848,"Potamotrygon_brachyura","Potamotrygon brachyura",20.592132373437
849,"Apristurus_macrostomus","Apristurus macrostomus",20.5852785565153
850,"Dipturus_nidarosiensis","Dipturus nidarosiensis",20.5080972402314
851,"Nasolamia_velox","Nasolamia velox",20.4999349345318
852,"Carcharhinus_acronotus","Carcharhinus acronotus",20.4999349345318
853,"Squalus_lalannei","Squalus lalannei",20.4847178115691
854,"Squalus_formosus","Squalus formosus",20.4847178115691
855,"Glyphis_fowlerae","Glyphis fowlerae",20.4555422138651
856,"Glyphis_gangeticus","Glyphis gangeticus",20.4555422138651
857,"Squalus_edmundsi","Squalus edmundsi",20.4175347710691
858,"Squalus_hemipinnis","Squalus hemipinnis",20.4175347710691
859,"Mustelus_mosis","Mustelus mosis",20.3431581394885
860,"Brochiraja_vittacauda","Brochiraja vittacauda",20.3016499916382
861,"Brochiraja_heuresa","Brochiraja heuresa",20.3016499916382
862,"Urolophus_expansus","Urolophus expansus",20.281149058607
863,"Psammobatis_normani","Psammobatis normani",20.2784262259469
864,"Psammobatis_lentiginosa","Psammobatis lentiginosa",20.2784262259469
865,"Carcharhinus_leiodon","Carcharhinus leiodon",20.2424791376151
866,"Torpedo_torpedo","Torpedo torpedo",20.1378026754044
867,"Centroscyllium_granulatum","Centroscyllium granulatum",20.0655955392556
868,"Centroscyllium_excelsum","Centroscyllium excelsum",20.0655955392556
869,"Fenestraja_sibogae","Fenestraja sibogae",19.9565492481173
870,"Carcharhinus_sorrah","Carcharhinus sorrah",19.934702197436
871,"Triaenodon_obesus","Triaenodon obesus",19.934701197436
872,"Squalus_rancureli","Squalus rancureli",19.9179725550725
873,"Torpedo_andersoni","Torpedo andersoni",19.8882705298377
874,"Psammobatis_rutrum","Psammobatis rutrum",19.8041094566135
875,"Psammobatis_parvacauda","Psammobatis parvacauda",19.8041094566135
876,"Himantura_kittipongi","Himantura kittipongi",19.7884911937463
877,"Himantura_fai","Himantura fai",19.7884911937463
878,"Amblyraja_radiata","Amblyraja radiata",19.7741454624652
879,"Carcharhinus_tjutjot","Carcharhinus tjutjot",19.6849037387056
880,"Carcharhinus_cerdale","Carcharhinus cerdale",19.6849037387056
881,"Urolophus_viridis","Urolophus viridis",19.651479548107
882,"Urolophus_neocaledoniensis","Urolophus neocaledoniensis",19.651478548107
883,"Apristurus_kampae","Apristurus kampae",19.643371686507
884,"Narcine_timlei","Narcine timlei",19.616684471764
885,"Narcine_bancroftii","Narcine bancroftii",19.616684471764
886,"Galeus_cadenati","Galeus cadenati",19.5075535034654
887,"Galeus_priapus","Galeus priapus",19.5075535034654
888,"Cephaloscyllium_sarawakensis","Cephaloscyllium sarawakensis",19.4839230174524
889,"Etmopterus_pycnolepis","Etmopterus pycnolepis",19.4712155906916
890,"Etmopterus_carteri","Etmopterus carteri",19.4712155906916
891,"Leucoraja_melitensis","Leucoraja melitensis",19.4211385179038
892,"Leucoraja_fullonica","Leucoraja fullonica",19.4211375179038
893,"Dipturus_gudgeri","Dipturus gudgeri",19.3676802719961
894,"Dipturus_innominatus","Dipturus innominatus",19.3676802719961
895,"Etmopterus_unicolor","Etmopterus unicolor",19.3604008139041
896,"Etmopterus_litvinovi","Etmopterus litvinovi",19.3604008139041
897,"Etmopterus_pseudosqualiolus","Etmopterus pseudosqualiolus",19.3094616136916
898,"Etmopterus_perryi","Etmopterus perryi",19.3094616136916
899,"Cephaloscyllium_isabellum","Cephaloscyllium isabellum",19.2345053775724
900,"Dasyatis_laosensis","Dasyatis laosensis",19.2175947480001
901,"Fenestraja_plutonia","Fenestraja plutonia",19.2002099951173
902,"Fenestraja_atripinna","Fenestraja atripinna",19.2002099951173
903,"Bathyraja_bergi","Bathyraja bergi",19.1591926663649
904,"Zearaja_argentinensis","Zearaja argentinensis",19.0629303008742
905,"Zearaja_maugeana","Zearaja maugeana",19.0629303008742
906,"Plesiotrygon_iwamae","Plesiotrygon iwamae",19.0408160735349
907,"Plesiotrygon_nana","Plesiotrygon nana",19.0408160735349
908,"Leucoraja_ocellata","Leucoraja ocellata",18.9317299954818
909,"Cephaloscyllium_signourum","Cephaloscyllium signourum",18.9062481049112
910,"Cephaloscyllium_stevensi","Cephaloscyllium stevensi",18.9062481049112
911,"Rajella_dissimilis","Rajella dissimilis",18.8502348308284
912,"Carcharhinus_limbatus","Carcharhinus limbatus",18.8221881216151
913,"Rhinoptera_sewelli","Rhinoptera sewelli",18.8142855941108
914,"Rhinoptera_marginata","Rhinoptera marginata",18.8142855941108
915,"Galeus_gracilis","Galeus gracilis",18.7483400621004
916,"Galeus_springeri","Galeus springeri",18.7483400621004
917,"Cephaloscyllium_albipinnum","Cephaloscyllium albipinnum",18.7238949805724
918,"Carcharhinus_coatesi","Carcharhinus coatesi",18.6223085723723
919,"Urotrygon_venezuelae","Urotrygon venezuelae",18.5176306389827
920,"Himantura_pastinacoides","Himantura pastinacoides",18.512640214232
921,"Neoraja_africana","Neoraja africana",18.5024291361682
922,"Neoraja_iberica","Neoraja iberica",18.5024291361682
923,"Carcharhinus_leucas","Carcharhinus leucas",18.4979357061985
924,"Bathyraja_abyssicola","Bathyraja abyssicola",18.4966864866754
925,"Bathyraja_trachura","Bathyraja trachura",18.4966864866754
926,"Carcharhinus_tilstoni","Carcharhinus tilstoni",18.3840011806151
927,"Carcharhinus_amblyrhynchoides","Carcharhinus amblyrhynchoides",18.3840011806151
928,"Cephaloscyllium_umbratile","Cephaloscyllium umbratile",18.368103468439
929,"Potamotrygon_henlei","Potamotrygon henlei",18.3405106945703
930,"Potamotrygon_humerosa","Potamotrygon humerosa",18.3405106945703
931,"Squalus_japonicus","Squalus japonicus",18.3317605755691
932,"Dasyatis_bennetti","Dasyatis bennetti",18.3138073604334
933,"Dasyatis_navarrae","Dasyatis navarrae",18.3138073604334
934,"Torpedo_macneilli","Torpedo macneilli",18.3118064205726
935,"Pavoraja_nitida","Pavoraja nitida",18.2946392861044
936,"Pavoraja_arenaria","Pavoraja arenaria",18.2946392861044
937,"Centroscyllium_kamoharai","Centroscyllium kamoharai",18.2806362727556
938,"Centroscyllium_nigrum","Centroscyllium nigrum",18.2806362727556
939,"Apristurus_albisoma","Apristurus albisoma",18.1792586945153
940,"Apristurus_bucephalus","Apristurus bucephalus",18.1792586945153
941,"Dipturus_oregoni","Dipturus oregoni",18.0673681010463
942,"Rhinoptera_neglecta","Rhinoptera neglecta",18.0543833968441
943,"Dipturus_lanceorostratus","Dipturus lanceorostratus",18.0172894331954
944,"Dipturus_mennii","Dipturus mennii",18.0172894331954
945,"Raja_bahamensis","Raja bahamensis",17.9441782436181
946,"Mustelus_mustelus","Mustelus mustelus",17.8208235578218
947,"Mustelus_fasciatus","Mustelus fasciatus",17.8208235578218
948,"Cephaloscyllium_zebrum","Cephaloscyllium zebrum",17.809047242939
949,"Cephaloscyllium_hiscosellum","Cephaloscyllium hiscosellum",17.809046242939
950,"Bathyraja_simoterus","Bathyraja simoterus",17.7262064619994
951,"Bathyraja_tzinovskii","Bathyraja tzinovskii",17.7262064619994
952,"Urotrygon_cimar","Urotrygon cimar",17.7092917367327
953,"Urotrygon_nana","Urotrygon nana",17.7092917367327
954,"Narke_japonica","Narke japonica",17.7016641969512
955,"Bathyraja_smithii","Bathyraja smithii",17.6553324838447
956,"Apristurus_ampliceps","Apristurus ampliceps",17.650799607307
957,"Apristurus_parvipinnis","Apristurus parvipinnis",17.6372722441737
958,"Apristurus_aphyodes","Apristurus aphyodes",17.6372722441737
959,"Torpedo_formosa","Torpedo formosa",17.5745761099059
960,"Torpedo_adenensis","Torpedo adenensis",17.5745761099059
961,"Asymbolus_analis","Asymbolus analis",17.5198474527874
962,"Carcharhinus_altimus","Carcharhinus altimus",17.4614245776985
963,"Carcharhinus_plumbeus","Carcharhinus plumbeus",17.4614245776985
964,"Amblyraja_robertsi","Amblyraja robertsi",17.4047814350207
965,"Dipturus_acrobelus","Dipturus acrobelus",17.3653861371309
966,"Parmaturus_albimarginatus","Parmaturus albimarginatus",17.3189508792335
967,"Parmaturus_sp.","Parmaturus sp.",17.3189508792335
968,"Himantura_walga","Himantura walga",17.277201767294
969,"Himantura_dalyensis","Himantura dalyensis",17.277201767294
970,"Asymbolus_occiduus","Asymbolus occiduus",17.2395797631208
971,"Torpedo_fuscomaculata","Torpedo fuscomaculata",17.1699694539044
972,"Torpedo_zugmayeri","Torpedo zugmayeri",17.1699684539044
973,"Himantura_toshi","Himantura toshi",17.137511476932
974,"Himantura_astra","Himantura astra",17.137511476932
975,"Leucoraja_virginica","Leucoraja virginica",17.1039232404818
976,"Dasyatis_hastata","Dasyatis hastata",17.0917886940001
977,"Dasyatis_akajei","Dasyatis akajei",17.0917876940001
978,"Squalus_blainville","Squalus blainville",17.0551483275691
979,"Asymbolus_vincenti","Asymbolus vincenti",17.0218579551208
980,"Asymbolus_parvus","Asymbolus parvus",17.0218579551208
981,"Torpedo_sinuspersici","Torpedo sinuspersici",16.9045662233377
982,"Torpedo_tremens","Torpedo tremens",16.9045662233377
983,"Rhinoptera_javanica","Rhinoptera javanica",16.8882197648441
984,"Rhinoptera_adspersa","Rhinoptera adspersa",16.8882187648441
985,"Notoraja_alisae","Notoraja alisae",16.8760770250764
986,"Insentiraja_subtilispinosa","Insentiraja subtilispinosa",16.7842143084249
987,"Insentiraja_laxipella","Insentiraja laxipella",16.7842143084249
988,"Narke_dipterygia","Narke dipterygia",16.7422632400512
989,"Narke_capensis","Narke capensis",16.7422632400512
990,"Bathyraja_aleutica","Bathyraja aleutica",16.6573622676649
991,"Bathyraja_isotrachys","Bathyraja isotrachys",16.6573612676649
992,"Asymbolus_submaculatus","Asymbolus submaculatus",16.5087598782874
993,"Asymbolus_rubiginosus","Asymbolus rubiginosus",16.5087598782874
994,"Parmaturus_macmillani","Parmaturus macmillani",16.3309163523835
995,"Parmaturus_xaniurus","Parmaturus xaniurus",16.3309163523835
996,"Dipturus_ecuadoriensis","Dipturus ecuadoriensis",16.3241687456309
997,"Dipturus_intermedia","Dipturus intermedia",16.3241687456309
998,"Dipturus_gigas","Dipturus gigas",16.3231308452314
999,"Urotrygon_munda","Urotrygon munda",16.303533705316
1000,"Torpedo_nobiliana","Torpedo nobiliana",16.2751165520726
1001,"Torpedo_polleni","Torpedo polleni",16.2751155520726
1002,"Galeus_piperatus","Galeus piperatus",16.2241210937905
1003,"Galeus_arae","Galeus arae",16.2241210937905
1004,"Psammobatis_scobina","Psammobatis scobina",16.2216831197802
1005,"Psammobatis_bergi","Psammobatis bergi",16.2216831197802
1006,"Mustelus_ravidus","Mustelus ravidus",16.1964776284885
1007,"Mustelus_widodoi","Mustelus widodoi",16.1964776284885
1008,"Parmaturus_pilosus","Parmaturus pilosus",16.1910681757335
1009,"Pavoraja_mosaica","Pavoraja mosaica",16.1874959223544
1010,"Pavoraja_pseudonitida","Pavoraja pseudonitida",16.1874959223544
1011,"Brochiraja_asperula","Brochiraja asperula",16.1715535308632
1012,"Brochiraja_spinifera","Brochiraja spinifera",16.1715535308632
1013,"Apristurus_indicus","Apristurus indicus",16.156485841007
1014,"Apristurus_fedorovi","Apristurus fedorovi",16.156485841007
1015,"Potamotrygon_boesemani","Potamotrygon boesemani",16.1144906008016
1016,"Dasyatis_garouaensis","Dasyatis garouaensis",16.0824759676667
1017,"Okamejei_schmidti","Okamejei schmidti",16.0083648274246
1018,"Raja_miraletus","Raja miraletus",15.9967828652332
1019,"Okamejei_kenojei","Okamejei kenojei",15.9556941379246
1020,"Okamejei_philipi","Okamejei philipi",15.9556931379246
1021,"Parmaturus_campechiensis","Parmaturus campechiensis",15.9327731623835
1022,"Parmaturus_bigus","Parmaturus bigus",15.9327731623835
1023,"Urolophus_javanicus","Urolophus javanicus",15.9224372656571
1024,"Okamejei_boesemani","Okamejei boesemani",15.8655865060246
1025,"Okamejei_cairae","Okamejei cairae",15.8655865060246
1026,"Rajella_fuliginea","Rajella fuliginea",15.860972541884
1027,"Rajella_kukujevi","Rajella kukujevi",15.860971541884
1028,"Rajella_leopardus","Rajella leopardus",15.7444669113284
1029,"Rajella_purpuriventralis","Rajella purpuriventralis",15.7444669113284
1030,"Himantura_imbricata","Himantura imbricata",15.582108305694
1031,"Dasyatis_lata","Dasyatis lata",15.582108305694
1032,"Squalus_montalbani","Squalus montalbani",15.3957237893724
1033,"Squalus_chloroculus","Squalus chloroculus",15.3957237893724
1034,"Pavoraja_alleni","Pavoraja alleni",15.3814775193544
1035,"Pavoraja_umbrosa","Pavoraja umbrosa",15.3814775193544
1036,"Dasyatis_tortonesei","Dasyatis tortonesei",15.3168818196667
1037,"Dasyatis_fluviorum","Dasyatis fluviorum",15.3168808196667
1038,"Dipturus_trachydermus","Dipturus trachydermus",15.2312443042742
1039,"Dipturus_leptocaudus","Dipturus leptocaudus",15.2312443042742
1040,"Notoraja_fijiensis","Notoraja fijiensis",15.1819325806431
1041,"Squalus_nasutus","Squalus nasutus",15.1543444265691
1042,"Squalus_raoulensis","Squalus raoulensis",15.1543444265691
1043,"Urolophus_sufflavus","Urolophus sufflavus",15.151589435457
1044,"Mustelus_stevensi","Mustelus stevensi",15.1169742163017
1045,"Mustelus_palumbes","Mustelus palumbes",15.0838934380517
1046,"Mustelus_asterias","Mustelus asterias",15.0838934380517
1047,"Dipturus_pullopunctata","Dipturus pullopunctata",15.0747443043797
1048,"Notoraja_sticta","Notoraja sticta",15.0696587474364
1049,"Urolophus_cruciatus","Urolophus cruciatus",15.061446250857
1050,"Urolophus_paucimaculatus","Urolophus paucimaculatus",15.061446250857
1051,"Bathyraja_scaphiops","Bathyraja scaphiops",15.0230492567494
1052,"Urolophus_piperatus","Urolophus piperatus",14.9304243301571
1053,"Urolophus_deforgesi","Urolophus deforgesi",14.9304243301571
1054,"Rajella_annandalei","Rajella annandalei",14.9096355820506
1055,"Dipturus_laevis","Dipturus laevis",14.8677209657976
1056,"Dipturus_campbelli","Dipturus campbelli",14.8677209657976
1057,"Bathyraja_shuntovi","Bathyraja shuntovi",14.8177589006994
1058,"Apristurus_manis","Apristurus manis",14.715066344107
1059,"Apristurus_microps","Apristurus microps",14.715066344107
1060,"Raja_rouxi","Raja rouxi",14.6572625972332
1061,"Bathyraja_microtrachys","Bathyraja microtrachys",14.6277984218315
1062,"Isogomphodon_oxyrhynchus","Isogomphodon oxyrhynchus",14.5944364517056
1063,"Carcharhinus_longimanus","Carcharhinus longimanus",14.5944364517056
1064,"Potamotrygon_ocellata","Potamotrygon ocellata",14.5768144508016
1065,"Potamotrygon_yepezi","Potamotrygon yepezi",14.5768144508016
1066,"Potamotrygon_signata","Potamotrygon signata",14.5103126541349
1067,"Potamotrygon_leopoldi","Potamotrygon leopoldi",14.5103126541349
1068,"Mustelus_antarcticus","Mustelus antarcticus",14.4559231137017
1069,"Urotrygon_simulatrix","Urotrygon simulatrix",14.427992058816
1070,"Urotrygon_caudispinosus","Urotrygon caudispinosus",14.427992058816
1071,"Raja_maderensis","Raja maderensis",14.3421893033314
1072,"Zearaja_chilensis","Zearaja chilensis",14.3417090393742
1073,"Zearaja_nasuta","Zearaja nasuta",14.3417090393742
1074,"Dipturus_crosnieri","Dipturus crosnieri",14.2651829780287
1075,"Dipturus_oxyrinchus","Dipturus oxyrinchus",14.0567703267976
1076,"Notoraja_azurea","Notoraja azurea",14.0247319468931
1077,"Brochiraja_leviveneta","Brochiraja leviveneta",14.0032323094632
1078,"Brochiraja_albilabiata","Brochiraja albilabiata",14.0032323094632
1079,"Bathyraja_leucomelanos","Bathyraja leucomelanos",13.9784908708447
1080,"Bathyraja_trachouros","Bathyraja trachouros",13.9784908708447
1081,"Dipturus_endeavouri","Dipturus endeavouri",13.9687286392314
1082,"Bathyraja_pallida","Bathyraja pallida",13.9382774994994
1083,"Raja_atriventralis","Raja atriventralis",13.8356206914931
1084,"Raja_africana","Raja africana",13.8356206914931
1085,"Raja_rondeleti","Raja rondeleti",13.80353773008
1086,"Carcharhinus_obscurus","Carcharhinus obscurus",13.8013314683723
1087,"Carcharhinus_galapagensis","Carcharhinus galapagensis",13.8013314683723
1088,"Raja_brachyura","Raja brachyura",13.7636102659133
1089,"Raja_chinensis","Raja chinensis",13.7636102659133
1090,"Mustelus_mento","Mustelus mento",13.7615725230517
1091,"Mustelus_albipinnis","Mustelus albipinnis",13.7615725230517
1092,"Raja_texana","Raja texana",13.7189948277332
1093,"Raja_cervigoni","Raja cervigoni",13.7189948277332
1094,"Raja_polystigma","Raja polystigma",13.6461311919981
1095,"Bathyraja_schroederi","Bathyraja schroederi",13.5492317176106
1096,"Leucoraja_yucatanensis","Leucoraja yucatanensis",13.5072194606818
1097,"Leucoraja_leucosticta","Leucoraja leucosticta",13.5072194606818
1098,"Dipturus_grahami","Dipturus grahami",13.3451052392314
1099,"Dipturus_stenorhynchus","Dipturus stenorhynchus",13.3451052392314
1100,"Potamotrygon_schroederi","Potamotrygon schroederi",13.154124531056
1101,"Potamotrygon_tigrina","Potamotrygon tigrina",13.154124531056
1102,"Raja_ackleyi","Raja ackleyi",13.03214287558
1103,"Raja_macrorynchus","Raja macrorynchus",13.03214287558
1104,"Mustelus_dorsalis","Mustelus dorsalis",12.9548462487017
1105,"Mustelus_lenticulatus","Mustelus lenticulatus",12.9548462487017
1106,"Bathyraja_meridionalis","Bathyraja meridionalis",12.8964858547494
1107,"Dipturus_johannisdavesi","Dipturus johannisdavesi",12.7844456014961
1108,"Etmopterus_granulosus","Etmopterus granulosus",12.7464454612041
1109,"Etmopterus_princeps","Etmopterus princeps",12.7464444612041
1110,"Dipturus_healdi","Dipturus healdi",12.7285857416287
1111,"Dipturus_olseni","Dipturus olseni",12.6874608238797
1112,"Dipturus_flavirostris","Dipturus flavirostris",12.6874608238797
1113,"Raja_radula","Raja radula",12.5020918983314
1114,"Raja_clavata","Raja clavata",12.5020918983314
1115,"Notoraja_longiventralis","Notoraja longiventralis",12.4758905104364
1116,"Notoraja_inusitata","Notoraja inusitata",12.4758905104364
1117,"Dipturus_apricus","Dipturus apricus",12.1815024092976
1118,"Dipturus_batis","Dipturus batis",12.1815014092976
1119,"Potamotrygon_orbignyi","Potamotrygon orbignyi",12.159981795056
1120,"Potamotrygon_castexi","Potamotrygon castexi",12.159981795056
1121,"Dipturus_macrocauda","Dipturus macrocauda",12.0645673173516
1122,"Dipturus_tengu","Dipturus tengu",12.0645673173516
1123,"Bathyraja_maculata","Bathyraja maculata",11.87753348833
1124,"Bathyraja_lindbergi","Bathyraja lindbergi",11.87753348833
1125,"Bathyraja_spinicauda","Bathyraja spinicauda",11.8301492813315
1126,"Bathyraja_eatonii","Bathyraja eatonii",11.8301482813315
1127,"Etmopterus_spinax","Etmopterus spinax",11.6225819222375
1128,"Rhinoraja_multispinis","Rhinoraja multispinis",11.59126694863
1129,"Rhinoraja_longicauda","Rhinoraja longicauda",11.59126594863
1130,"Etmopterus_bullisi","Etmopterus bullisi",11.5796240310025
1131,"Etmopterus_villosus","Etmopterus villosus",11.5796240310025
1132,"Raja_equatorialis","Raja equatorialis",11.5658825775665
1133,"Bathyraja_maccaini","Bathyraja maccaini",11.5367534725649
1134,"Rhinoraja_kujiensis","Rhinoraja kujiensis",11.5367534725649
1135,"Spiniraja_whitleyi","Spiniraja whitleyi",11.3178162500314
1136,"Dipturus_polyommata","Dipturus polyommata",11.3178162500314
1137,"Notoraja_ochroderma","Notoraja ochroderma",11.1281690095598
1138,"Dipturus_teevani","Dipturus teevani",11.1271407813787
1139,"Dipturus_confusus","Dipturus confusus",11.0960802976627
1140,"Rajella_alia","Rajella alia",11.0157531389506
1141,"Rajella_sadowskii","Rajella sadowskii",11.0157531389506
1142,"Notoraja_tobitukai","Notoraja tobitukai",11.0148642044364
1143,"Notoraja_lira","Notoraja lira",11.0148642044364
1144,"Bathyraja_longicauda","Bathyraja longicauda",10.9140592194772
1145,"Notoraja_sapphira","Notoraja sapphira",10.8434614107598
1146,"Notoraja_hirticauda","Notoraja hirticauda",10.8434614107598
1147,"Raja_herwigi","Raja herwigi",10.6772112331665
1148,"Raja_undulata","Raja undulata",10.6772112331665
1149,"Rhinoraja_albomaculata","Rhinoraja albomaculata",10.6409953106106
1150,"Rhinoraja_macloviana","Rhinoraja macloviana",10.6409953106106
1151,"Dipturus_canutus","Dipturus canutus",10.5272440104961
1152,"Rhinoraja_murrayi","Rhinoraja murrayi",10.3924197897494
1153,"Bathyraja_minispinosa","Bathyraja minispinosa",10.2055735314772
1154,"Amblyraja_taaf","Amblyraja taaf",10.1999873943957
1155,"Amblyraja_georgiana","Amblyraja georgiana",10.1999873943957
1156,"Raja_straeleni","Raja straeleni",10.1980045134981
1157,"Raja_cortezensis","Raja cortezensis",10.1980045134981
1158,"Amblyraja_frerichsi","Amblyraja frerichsi",10.1692071482291
1159,"Amblyraja_doellojuradoi","Amblyraja doellojuradoi",10.1692071482291
1160,"Potamotrygon_dumerilii","Potamotrygon dumerilii",9.78741548065605
1161,"Dipturus_australis","Dipturus australis",9.76663208166273
1162,"Dipturus_cerva","Dipturus cerva",9.76663208166273
1163,"Dentiraja_lemprieri","Dentiraja lemprieri",9.69541947549607
1164,"Dentiraja_flindersi","Dentiraja flindersi",9.69541947549607
1165,"Bathyraja_parmifera","Bathyraja parmifera",9.67617636769944
1166,"Dipturus_wengi","Dipturus wengi",9.65179946137871
1167,"Rhinoraja_magellanica","Rhinoraja magellanica",9.52286404824944
1168,"Bathyraja_panthera","Bathyraja panthera",9.52286204824944
1169,"Bathyraja_tunae","Bathyraja tunae",9.41679412547722
1170,"Bathyraja_peruana","Bathyraja peruana",9.41679412547722
1171,"Potamotrygon_scobina","Potamotrygon scobina",9.22889259085605
1172,"Potamotrygon_motoro","Potamotrygon motoro",9.22889259085605
1173,"Bathyraja_cousseauae","Bathyraja cousseauae",9.13870604747722
1174,"Bathyraja_fedorovi","Bathyraja fedorovi",9.13870504747722
1175,"Bathyraja_irrasa","Bathyraja irrasa",9.11266157374944
1176,"Bathyraja_papilionifera","Bathyraja papilionifera",9.11266057374944
1177,"Bathyraja_brachyurops","Bathyraja brachyurops",8.90898481224944
1178,"Bathyraja_diplotaenia","Bathyraja diplotaenia",8.90898281224944
1179,"Dipturus_falloargus","Dipturus falloargus",8.81282832237871
1180,"Dipturus_wuhanlingi","Dipturus wuhanlingi",8.81282832237871
1181,"Rhinoraja_taranetzi","Rhinoraja taranetzi",8.74866976717801
1182,"Bathyraja_matsubarai","Bathyraja matsubarai",8.74866876717801
1183,"Bathyraja_smirnovi","Bathyraja smirnovi",8.70443259219944
1184,"Rhinoraja_odai","Rhinoraja odai",8.70443059219944
1185,"Amblyraja_reversa","Amblyraja reversa",8.36793977472906
1186,"Amblyraja_hyperborea","Amblyraja hyperborea",8.36793977472906
1187,"Amblyraja_jenseni","Amblyraja jenseni",7.64298999876906
1188,"Amblyraja_badia","Amblyraja badia",7.64298999876906
1189,"Bathyraja_mariposa","Bathyraja mariposa",7.02447533507801
1190,"Bathyraja_aguja","Bathyraja aguja",7.02447333507801
1191,"Bathyraja_kincaidii","Bathyraja kincaidii",6.77024973232801
1192,"Bathyraja_violacea","Bathyraja violacea",6.77024973232801
