"Rank_ED","species_tree","species","ED"
405,"Hydrolagus_lemures","Hydrolagus lemures",35.2182100321365
406,"Hydrolagus_ogilbyi","Hydrolagus ogilbyi",35.2182100321365
407,"Cephaloscyllium_silasi","Cephaloscyllium silasi",35.0791096147242
408,"Squalus_griffini","Squalus griffini",34.9663428681808
409,"Rhinobatos_punctifer","Rhinobatos punctifer",34.9567720830774
410,"Lamiopsis_temminckii","Lamiopsis temminckii",34.9415067358651
411,"Lamiopsis_tephrodes","Lamiopsis tephrodes",34.9415067358651
412,"Etmopterus_polli","Etmopterus polli",34.8970952142771
413,"Etmopterus_virens","Etmopterus virens",34.8970952142771
414,"Galeus_longirostris","Galeus longirostris",34.8900658152904
415,"Chimaera_fulva","Chimaera fulva",34.87173959136
416,"Hydrolagus_lusitanicus","Hydrolagus lusitanicus",34.87173959136
417,"Manta_birostris","Manta birostris",34.832573324692
418,"Manta_alfredi","Manta alfredi",34.832573324692
419,"Gymnura_marmorata","Gymnura marmorata",34.8013798045219
420,"Gymnura_crebripunctata","Gymnura crebripunctata",34.8013798045219
421,"Poroderma_pantherinum","Poroderma pantherinum",34.7550007502634
422,"Poroderma_africanum","Poroderma africanum",34.7550007502634
423,"Asymbolus_galacticus","Asymbolus galacticus",34.7463413097874
424,"Holohalaelurus_grennian","Holohalaelurus grennian",34.5335109715224
425,"Irolita_waitii","Irolita waitii",34.5133474102798
426,"Irolita_westraliensis","Irolita westraliensis",34.5133474102798
427,"Fenestraja_ishiyamai","Fenestraja ishiyamai",34.4327699204506
428,"Rhynchobatus_palpebratus","Rhynchobatus palpebratus",34.4274788237613
429,"Hydrolagus_marmoratus","Hydrolagus marmoratus",34.3270305477588
430,"Himantura_uarnacoides","Himantura uarnacoides",34.3192832701497
431,"Rajella_bathyphila","Rajella bathyphila",34.3191273214951
432,"Gymnura_natalensis","Gymnura natalensis",34.1402067171886
433,"Cruriraja_poeyi","Cruriraja poeyi",34.1121886348302
434,"Atlantoraja_castelnaui","Atlantoraja castelnaui",34.0869358828146
435,"Dasyatis_say","Dasyatis say",34.0814534759479
436,"Dasyatis_acutirostra","Dasyatis acutirostra",34.0814534759479
437,"Narcine_nelsoni","Narcine nelsoni",34.0295059075973
438,"Orectolobus_halei","Orectolobus halei",33.9665355720891
439,"Himantura_signifer","Himantura signifer",33.802901370994
440,"Himantura_oxyrhyncha","Himantura oxyrhyncha",33.802901370994
441,"Mustelus_minicanis","Mustelus minicanis",33.7277911889128
442,"Mustelus_punctulatus","Mustelus punctulatus",33.7277911889128
443,"Leucoraja_circularis","Leucoraja circularis",33.5591216442371
444,"Halaelurus_quagga","Halaelurus quagga",33.5389535647519
445,"Halaelurus_maculosus","Halaelurus maculosus",33.5389535647519
446,"Chiloscyllium_burmensis","Chiloscyllium burmensis",33.5063404618099
447,"Urotrygon_rogersi","Urotrygon rogersi",33.4725096822327
448,"Torpedo_peruana","Torpedo peruana",33.4196614030423
449,"Torpedo_panthera","Torpedo panthera",33.4196614030423
450,"Dasyatis_izuensis","Dasyatis izuensis",33.3845794833334
451,"Dasyatis_laevigata","Dasyatis laevigata",33.3845794833334
452,"Hemiscyllium_galei","Hemiscyllium galei",33.3524826799063
453,"Paragaleus_tengi","Paragaleus tengi",33.291885723731
454,"Squatina_oculata","Squatina oculata",33.2258214528866
455,"Squatina_australis","Squatina australis",33.2258214528866
456,"Apristurus_gibbosus","Apristurus gibbosus",33.2053077463012
457,"Apristurus_australis","Apristurus australis",33.2053067463012
458,"Rhynchobatus_djiddensis","Rhynchobatus djiddensis",33.1988106082613
459,"Rhynchobatus_australiae","Rhynchobatus australiae",33.1988106082613
460,"Eridacnis_sinuans","Eridacnis sinuans",33.1927972115686
461,"Eridacnis_radcliffei","Eridacnis radcliffei",33.1927972115686
462,"Beringraja_binoculata","Beringraja binoculata",33.0971609343492
463,"Beringraja_pulchra","Beringraja pulchra",33.0971609343492
464,"Rhizoprionodon_oligolinx","Rhizoprionodon oligolinx",33.0532421661556
465,"Sphyrna_corona","Sphyrna corona",33.0258374841917
466,"Etmopterus_molleri","Etmopterus molleri",32.9733488477295
467,"Carcharhinus_perezii","Carcharhinus perezii",32.8596062158485
468,"Urolophus_aurantiacus","Urolophus aurantiacus",32.8471412805737
469,"Apristurus_nasutus","Apristurus nasutus",32.8049374533012
470,"Apristurus_longicephalus","Apristurus longicephalus",32.8049364533012
471,"Orectolobus_leptolineatus","Orectolobus leptolineatus",32.7209621535891
472,"Orectolobus_wardi","Orectolobus wardi",32.7209621535891
473,"Etmopterus_sheikoi","Etmopterus sheikoi",32.7086503868962
474,"Centrophorus_isodon","Centrophorus isodon",32.7005587261285
475,"Squatina_legnota","Squatina legnota",32.5977659501058
476,"Squatina_tergocellatoides","Squatina tergocellatoides",32.5977659501058
477,"Myliobatis_peruvianus","Myliobatis peruvianus",32.5828582887906
478,"Myliobatis_tenuicaudatus","Myliobatis tenuicaudatus",32.5828582887906
479,"Squatina_occulta","Squatina occulta",32.5537065047725
480,"Squatina_guggenheim","Squatina guggenheim",32.5537065047725
481,"Gurgesiella_dorsalifera","Gurgesiella dorsalifera",32.5519381106812
482,"Gurgesiella_atlantica","Gurgesiella atlantica",32.5519381106812
483,"Cruriraja_rugosa","Cruriraja rugosa",32.4581473741636
484,"Squatina_formosa","Squatina formosa",32.4528118061058
485,"Squatina_nebulosa","Squatina nebulosa",32.4528118061058
486,"Urobatis_maculatus","Urobatis maculatus",32.3879216176122
487,"Urobatis_concentricus","Urobatis concentricus",32.3879216176122
488,"Squalus_altipinnis","Squalus altipinnis",32.2511534936808
489,"Dipturus_melanospilus","Dipturus melanospilus",32.0592314585463
490,"Glyphis_sp.1","Glyphis sp.1",32.0289336808651
491,"Apristurus_stenseni","Apristurus stenseni",31.8518284046345
492,"Apristurus_riveri","Apristurus riveri",31.8518284046345
493,"Mobula_munkiana","Mobula munkiana",31.7972189059301
494,"Mobula_hypostoma","Mobula hypostoma",31.7972189059301
495,"Benthobatis_kreffti","Benthobatis kreffti",31.7614276418941
496,"Benthobatis_yangi","Benthobatis yangi",31.7614276418941
497,"Rhizoprionodon_acutus","Rhizoprionodon acutus",31.7016922046556
498,"Rhizoprionodon_taylori","Rhizoprionodon taylori",31.7016922046556
499,"Squalus_acanthias","Squalus acanthias",31.5959549923475
500,"Scyliorhinus_besnardi","Scyliorhinus besnardi",31.5403761645787
501,"Scyliorhinus_torazame","Scyliorhinus torazame",31.5403761645787
502,"Urotrygon_reticulata","Urotrygon reticulata",31.3979825627565
503,"Centrophorus_harrissoni","Centrophorus harrissoni",31.3969131706285
504,"Centrophorus_seychellorum","Centrophorus seychellorum",31.3969121706285
505,"Glaucostegus_typus","Glaucostegus typus",31.3054761455498
506,"Myliobatis_australis","Myliobatis australis",31.2343199008406
507,"Myliobatis_goodei","Myliobatis goodei",31.2343199008406
508,"Cephaloscyllium_pardelotum","Cephaloscyllium pardelotum",31.1912746207242
509,"Cephaloscyllium_speccum","Cephaloscyllium speccum",31.1912746207242
510,"Mobula_thurstoni","Mobula thurstoni",31.1815764343587
511,"Mobula_kuhlii","Mobula kuhlii",31.1815764343587
512,"Brochiraja_microspinifera","Brochiraja microspinifera",31.1774827151382
513,"Himantura_gerrardi","Himantura gerrardi",31.175088268794
514,"Urolophus_kaianus","Urolophus kaianus",31.1554876592737
515,"Apristurus_laurussonii","Apristurus laurussonii",31.1255909458481
516,"Apristurus_spongiceps","Apristurus spongiceps",30.9887851274196
517,"Rhinobatos_rhinobatos","Rhinobatos rhinobatos",30.9883054195774
518,"Rhinobatos_prahli","Rhinobatos prahli",30.9883044195774
519,"Etmopterus_splendidus","Etmopterus splendidus",30.9412269103583
520,"Holohalaelurus_melanostigma","Holohalaelurus melanostigma",30.9037375320224
521,"Heteronarce_prabhui","Heteronarce prabhui",30.8426550601679
522,"Pastinachus_atrus","Pastinachus atrus",30.7290683399821
523,"Chimaera_macrospina","Chimaera macrospina",30.6869444586016
524,"Chimaera_monstrosa","Chimaera monstrosa",30.6869434586016
525,"Etmopterus_dislineatus","Etmopterus dislineatus",30.6660711892295
526,"Etmopterus_joungi","Etmopterus joungi",30.6660701892295
527,"Okamejei_acutispina","Okamejei acutispina",30.565325215258
528,"Himantura_leoparda","Himantura leoparda",30.5616711370797
529,"Leucoraja_compagnoi","Leucoraja compagnoi",30.5551321783485
530,"Hemiscyllium_trispeculare","Hemiscyllium trispeculare",30.5506189655063
531,"Hemiscyllium_henryi","Hemiscyllium henryi",30.5506189655063
532,"Carcharhinus_hemiodon","Carcharhinus hemiodon",30.5489719744985
533,"Scyliorhinus_canicula","Scyliorhinus canicula",30.5283938439636
534,"Scyliorhinus_stellaris","Scyliorhinus stellaris",30.5283938439636
535,"Rhynchobatus_laevis","Rhynchobatus laevis",30.5125648162613
536,"Rhynchobatus_springeri","Rhynchobatus springeri",30.5125648162613
537,"Potamotrygon_tatianae","Potamotrygon tatianae",30.5095575288524
538,"Okamejei_porosa","Okamejei porosa",30.438537921808
539,"Okamejei_heemstrai","Okamejei heemstrai",30.438537921808
540,"Cruriraja_cadenati","Cruriraja cadenati",30.3943764228447
541,"Cruriraja_andamanica","Cruriraja andamanica",30.3943764228447
542,"Himantura_hortlei","Himantura hortlei",30.2791628677463
543,"Chiloscyllium_arabicum","Chiloscyllium arabicum",30.2561266634765
544,"Haploblepharus_edwardsii","Haploblepharus edwardsii",30.2472138825376
545,"Cephaloscyllium_cooki","Cephaloscyllium cooki",30.2195407249464
546,"Triakis_scyllium","Triakis scyllium",30.1242016825414
547,"Bythaelurus_hispidus","Bythaelurus hispidus",30.119141921815
548,"Rhinoptera_hainanensis","Rhinoptera hainanensis",30.075440765968
549,"Raja_velezi","Raja velezi",30.0742579462145
550,"Raja_eglanteria","Raja eglanteria",30.0742579462145
551,"Carcharhinus_borneensis","Carcharhinus borneensis",30.072465525586
552,"Carcharhinus_macloti","Carcharhinus macloti",30.072465525586
553,"Okamejei_pita","Okamejei pita",30.0627575254246
554,"Mustelus_norrisi","Mustelus norrisi",30.0468996938051
555,"Neotrygon_leylandi","Neotrygon leylandi",30.0001552907237
556,"Potamotrygon_schuemacheri","Potamotrygon schuemacheri",29.9510283177703
557,"Squalus_notocaudatus","Squalus notocaudatus",29.9216679563474
558,"Squalus_suckleyi","Squalus suckleyi",29.9216679563474
559,"Centrophorus_lusitanicus","Centrophorus lusitanicus",29.8581247604619
560,"Centrophorus_moluccensis","Centrophorus moluccensis",29.8581247604619
561,"Carcharhinus_brachyurus","Carcharhinus brachyurus",29.8549768285985
562,"Carcharhinus_brevipinna","Carcharhinus brevipinna",29.8549768285985
563,"Carcharhinus_amboinensis","Carcharhinus amboinensis",29.825953832436
564,"Fenestraja_mamillidens","Fenestraja mamillidens",29.8173734055756
565,"Pastinachus_sephen","Pastinachus sephen",29.7795573874821
566,"Pastinachus_gracilicaudus","Pastinachus gracilicaudus",29.7795573874821
567,"Galeus_mincaronei","Galeus mincaronei",29.7764192971821
568,"Neoraja_stehmanni","Neoraja stehmanni",29.7650414029848
569,"Etmopterus_brachyurus","Etmopterus brachyurus",29.7364455438962
570,"Etmopterus_viator","Etmopterus viator",29.7364445438962
571,"Mobula_tarapacana","Mobula tarapacana",29.720205646692
572,"Mobula_japanica","Mobula japanica",29.720205646692
573,"Breviraja_nigriventralis","Breviraja nigriventralis",29.6231098433256
574,"Bythaelurus_alcockii","Bythaelurus alcockii",29.5597572619817
575,"Bythaelurus_giddingsi","Bythaelurus giddingsi",29.5597572619817
576,"Narcine_oculifera","Narcine oculifera",29.507638140883
577,"Narcine_atzi","Narcine atzi",29.507638140883
578,"Apristurus_herklotsi","Apristurus herklotsi",29.4258290284196
579,"Apristurus_micropterygeus","Apristurus micropterygeus",29.4258290284196
580,"Etmopterus_burgessi","Etmopterus burgessi",29.3740254838583
581,"Etmopterus_fusus","Etmopterus fusus",29.3740254838583
582,"Cruriraja_atlantis","Cruriraja atlantis",29.2861429271636
583,"Cruriraja_durbanensis","Cruriraja durbanensis",29.2861429271636
584,"Etmopterus_compagnoi","Etmopterus compagnoi",29.2551315908327
585,"Sphyrna_tiburo","Sphyrna tiburo",29.2516563788583
586,"Squatina_californica","Squatina californica",29.2336455727725
587,"Squatina_dumeril","Squatina dumeril",29.2336455727725
588,"Triakis_maculata","Triakis maculata",29.1446827600414
589,"Triakis_acutipinna","Triakis acutipinna",29.1446827600414
590,"Atlantoraja_platana","Atlantoraja platana",29.0579606128146
591,"Atlantoraja_cyclophora","Atlantoraja cyclophora",29.0579606128146
592,"Raja_asterias","Raja asterias",29.0481980736181
593,"Rhinobatos_nudidorsalis","Rhinobatos nudidorsalis",28.9586627039107
594,"Urotrygon_aspidura","Urotrygon aspidura",28.8802721290898
595,"Rhizoprionodon_longurio","Rhizoprionodon longurio",28.7455775081556
596,"Rhizoprionodon_lalandii","Rhizoprionodon lalandii",28.7455775081556
597,"Dasyatis_gigantea","Dasyatis gigantea",28.7181614947574
598,"Sympterygia_bonapartii","Sympterygia bonapartii",28.6786135744052
599,"Sympterygia_brevicaudata","Sympterygia brevicaudata",28.6786135744052
600,"Himantura_jenkinsii","Himantura jenkinsii",28.6544718501497
601,"Himantura_randalli","Himantura randalli",28.6544708501497
602,"Neotrygon_annotata","Neotrygon annotata",28.6491939082237
603,"Neotrygon_picta","Neotrygon picta",28.6491929082237
604,"Dasyatis_geijskesi","Dasyatis geijskesi",28.5465782742812
605,"Okamejei_leptoura","Okamejei leptoura",28.494727222263
606,"Squalus_brevirostris","Squalus brevirostris",28.4484931573474
607,"Potamotrygon_magdalenae","Potamotrygon magdalenae",28.3866168184635
608,"Potamotrygon_hystrix","Potamotrygon hystrix",28.3866168184635
609,"Anacanthobatis_folirostris","Anacanthobatis folirostris",28.3830796588982
610,"Heteronarce_bentuviai","Heteronarce bentuviai",28.3356054771679
611,"Heteronarce_mollis","Heteronarce mollis",28.3356054771679
612,"Scyliorhinus_comoroensis","Scyliorhinus comoroensis",28.247670054912
613,"Dasyatis_americana","Dasyatis americana",28.1205925285574
614,"Mustelus_californicus","Mustelus californicus",28.1144359756051
615,"Apristurus_sibogae","Apristurus sibogae",28.1010479873481
616,"Apristurus_brunneus","Apristurus brunneus",28.1010479873481
617,"Heliotrygon_gomesi","Heliotrygon gomesi",28.095358235331
618,"Heliotrygon_rosai","Heliotrygon rosai",28.095358235331
619,"Hemitriakis_falcata","Hemitriakis falcata",27.9677424507795
620,"Hemitriakis_complicofasciata","Hemitriakis complicofasciata",27.9677424507795
621,"Bathyraja_richardsoni","Bathyraja richardsoni",27.9368143238447
622,"Gymnura_altavela","Gymnura altavela",27.8201188831886
623,"Gymnura_tentaculata","Gymnura tentaculata",27.8201188831886
624,"Himantura_polylepis","Himantura polylepis",27.670804782383
625,"Himantura_granulata","Himantura granulata",27.670804782383
626,"Leucoraja_lentiginosa","Leucoraja lentiginosa",27.6116306448485
627,"Leucoraja_garmani","Leucoraja garmani",27.6116296448485
628,"Proscymnodon_plunketi","Proscymnodon plunketi",27.5773584212744
629,"Proscymnodon_macracanthus","Proscymnodon macracanthus",27.5773584212744
630,"Rhinobatos_hynnicephalus","Rhinobatos hynnicephalus",27.4539301010774
631,"Hydrolagus_macrophthalmus","Hydrolagus macrophthalmus",27.4407444932588
632,"Hydrolagus_purpurescens","Hydrolagus purpurescens",27.4407444932588
633,"Torpedo_microdiscus","Torpedo microdiscus",27.3452571152392
634,"Leucoraja_caribbaea","Leucoraja caribbaea",27.3164679294652
635,"Leucoraja_pristispina","Leucoraja pristispina",27.3164679294652
636,"Apristurus_pinguis","Apristurus pinguis",27.2900424645759
637,"Apristurus_profundorum","Apristurus profundorum",27.2900424645759
638,"Sphyrna_tudes","Sphyrna tudes",27.2788103888583
639,"Sphyrna_media","Sphyrna media",27.2788103888583
640,"Arhynchobatis_asperrimus","Arhynchobatis asperrimus",27.2677503063219
641,"Pseudoraja_fischeri","Pseudoraja fischeri",27.2677503063219
642,"Dasyatis_multispinosa","Dasyatis multispinosa",27.2412367116528
643,"Dasyatis_ushiei","Dasyatis ushiei",27.1988686149862
644,"Galeus_polli","Galeus polli",27.1411387643154
645,"Carcharhinus_melanopterus","Carcharhinus melanopterus",27.0615657969485
646,"Carcharhinus_cautus","Carcharhinus cautus",27.0615657969485
647,"Glyphis_glyphis","Glyphis glyphis",27.0520136975318
648,"Okamejei_hollandi","Okamejei hollandi",26.9336640043691
649,"Okamejei_arafurensis","Okamejei arafurensis",26.9336630043691
650,"Oxynotus_japonicus","Oxynotus japonicus",26.8407334016464
651,"Oxynotus_centrina","Oxynotus centrina",26.8407334016464
652,"Haploblepharus_pictus","Haploblepharus pictus",26.8228665620376
653,"Haploblepharus_kistnasamyi","Haploblepharus kistnasamyi",26.8228665620376
654,"Rajella_ravidula","Rajella ravidula",26.789145500284
655,"Glaucostegus_microphthalmus","Glaucostegus microphthalmus",26.7774802855498
656,"Glaucostegus_thouin","Glaucostegus thouin",26.7774802855498
657,"Etmopterus_caudistigmus","Etmopterus caudistigmus",26.7719054648581
658,"Etmopterus_decacuspidatus","Etmopterus decacuspidatus",26.7719054648581
659,"Mustelus_schmitti","Mustelus schmitti",26.7151177882462
660,"Rhinobatos_annandalei","Rhinobatos annandalei",26.6952710872107
661,"Acroteriobatus_variegatus","Acroteriobatus variegatus",26.6952710872107
662,"Chiloscyllium_hasseltii","Chiloscyllium hasseltii",26.5521599699765
663,"Chiloscyllium_griseum","Chiloscyllium griseum",26.5521599699765
664,"Bythaelurus_immaculatus","Bythaelurus immaculatus",26.534511219815
665,"Bythaelurus_clevai","Bythaelurus clevai",26.534511219815
666,"Mustelus_walkeri","Mustelus walkeri",26.5173053363051
667,"Raja_montagui","Raja montagui",26.5138781838466
668,"Glaucostegus_obtusus","Glaucostegus obtusus",26.4913225750498
669,"Glaucostegus_spinosus","Glaucostegus spinosus",26.4913225750498
670,"Chimaera_lignaria","Chimaera lignaria",26.3699163185933
671,"Chimaera_notafricana","Chimaera notafricana",26.3699163185933
672,"Squatina_albipunctata","Squatina albipunctata",26.3201337008866
673,"Carcharhinus_sealei","Carcharhinus sealei",26.273566735586
674,"Carcharhinus_dussumieri","Carcharhinus dussumieri",26.273566735586
675,"Mustelus_canis","Mustelus canis",26.2605563891718
676,"Neoraja_carolinensis","Neoraja carolinensis",26.2534567062348
677,"Cephaloscyllium_fasciatum","Cephaloscyllium fasciatum",26.2410225499778
678,"Cephaloscyllium_pictum","Cephaloscyllium pictum",26.2410225499778
679,"Crassinarke_dormitor","Crassinarke dormitor",26.2291546666679
680,"Carcharhinus_isodon","Carcharhinus isodon",26.1853261715318
681,"Anacanthobatis_stenosoma","Anacanthobatis stenosoma",26.1600169915149
682,"Bythaelurus_lutarius","Bythaelurus lutarius",26.0792326656484
683,"Squalus_crassispinus","Squalus crassispinus",25.9015541475691
684,"Hydrolagus_trolli","Hydrolagus trolli",25.8870672564016
685,"Halaelurus_sellus","Halaelurus sellus",25.7999011579519
686,"Halaelurus_buergeri","Halaelurus buergeri",25.7999011579519
687,"Rajella_barnardi","Rajella barnardi",25.793692726384
688,"Malacoraja_obscura","Malacoraja obscura",25.7589282331515
689,"Malacoraja_senta","Malacoraja senta",25.7589282331515
690,"Dasyatis_marianae","Dasyatis marianae",25.7549867920574
691,"Dasyatis_longa","Dasyatis longa",25.7549857920574
692,"Scyliorhinus_garmani","Scyliorhinus garmani",25.741436500412
693,"Scyliorhinus_tokubee","Scyliorhinus tokubee",25.741436500412
694,"Mustelus_lunulatus","Mustelus lunulatus",25.6032386918218
695,"Rhinobatos_schlegelii","Rhinobatos schlegelii",25.5980807220774
696,"Rhinobatos_formosensis","Rhinobatos formosensis",25.5980807220774
697,"Squatina_tergocellata","Squatina tergocellata",25.4952165388866
698,"Squatina_pseudocellata","Squatina pseudocellata",25.4952165388866
699,"Dasyatis_parvonigra","Dasyatis parvonigra",25.4524963783334
700,"Centroscyllium_ornatum","Centroscyllium ornatum",25.3769386530056
701,"Breviraja_spinosa","Breviraja spinosa",25.364746989659
702,"Raja_stellulata","Raja stellulata",25.3212192656825
703,"Raja_rhina","Raja rhina",25.3212192656825
704,"Paragaleus_leucolomatus","Paragaleus leucolomatus",25.1424069863977
705,"Squalus_melanurus","Squalus melanurus",25.0925425818474
706,"Squalus_albifrons","Squalus albifrons",25.0925425818474
707,"Bathyraja_andriashevi","Bathyraja andriashevi",25.0688231833328
708,"Leucoraja_erinacea","Leucoraja erinacea",25.0277705419818
709,"Scyliorhinus_cervigoni","Scyliorhinus cervigoni",24.9349777219636
710,"Scyliorhinus_retifer","Scyliorhinus retifer",24.9349777219636
711,"Rajella_lintea","Rajella lintea",24.902298944284
712,"Rajella_nigerrima","Rajella nigerrima",24.902298944284
713,"Hydrolagus_affinis","Hydrolagus affinis",24.8510173699016
714,"Hydrolagus_mirabilis","Hydrolagus mirabilis",24.8510173699016
715,"Psammobatis_extenta","Psammobatis extenta",24.8182743506135
716,"Anacanthobatis_donghaiensis","Anacanthobatis donghaiensis",24.7421133528482
717,"Malacoraja_kreffti","Malacoraja kreffti",24.6168760571515
718,"Malacoraja_spinacidermis","Malacoraja spinacidermis",24.6168760571515
719,"Breviraja_colesi","Breviraja colesi",24.615792138659
720,"Breviraja_claramaculata","Breviraja claramaculata",24.615792138659
721,"Etmopterus_sculptus","Etmopterus sculptus",24.5772365768581
722,"Etmopterus_sentosus","Etmopterus sentosus",24.5772365768581
723,"Dasyatis_matsubarai","Dasyatis matsubarai",24.4341253031528
724,"Dasyatis_brevicaudata","Dasyatis brevicaudata",24.4341253031528
725,"Paragaleus_pectoralis","Paragaleus pectoralis",24.3880726628977
726,"Paragaleus_randalli","Paragaleus randalli",24.3880726628977
727,"Holohalaelurus_punctatus","Holohalaelurus punctatus",24.3629338773558
728,"Narcine_rierai","Narcine rierai",24.343494261883
729,"Narcine_brevilabiata","Narcine brevilabiata",24.343494261883
730,"Holohalaelurus_favus","Holohalaelurus favus",24.2959227521558
731,"Holohalaelurus_regani","Holohalaelurus regani",24.2959227521558
732,"Squalus_grahami","Squalus grahami",24.2952881638058
733,"Psammobatis_rudis","Psammobatis rudis",24.2069886139469
734,"Urolophus_orarius","Urolophus orarius",24.2031230827904
735,"Rhizoprionodon_terraenovae","Rhizoprionodon terraenovae",24.2012212141556
736,"Rhizoprionodon_porosus","Rhizoprionodon porosus",24.2012212141556
737,"Temera_hardwickii","Temera hardwickii",24.2002028018679
738,"Narcine_firma","Narcine firma",24.181926462883
739,"Narcine_maculata","Narcine maculata",24.181926462883
740,"Etmopterus_dianthus","Etmopterus dianthus",24.1223898703327
741,"Scyliorhinus_torrei","Scyliorhinus torrei",24.1016976874636
742,"Scyliorhinus_haeckelii","Scyliorhinus haeckelii",24.1016976874636
743,"Centroscyllium_fabricii","Centroscyllium fabricii",24.0964263940056
744,"Centroscyllium_ritteri","Centroscyllium ritteri",24.0964263940056
745,"Typhlonarke_aysoni","Typhlonarke aysoni",24.0871724768346
746,"Typhlonarke_tarakea","Typhlonarke tarakea",24.0871724768346
747,"Rajella_fyllae","Rajella fyllae",23.9629392381874
748,"Fenestraja_maceachrani","Fenestraja maceachrani",23.9232239315756
749,"Narcine_brasiliensis","Narcine brasiliensis",23.780157485383
750,"Narcine_vermiculatus","Narcine vermiculatus",23.780157485383
751,"Himantura_uarnak","Himantura uarnak",23.7487341037463
752,"Rajella_challengeri","Rajella challengeri",23.6751631806874
753,"Rajella_bigelowi","Rajella bigelowi",23.6751621806874
754,"Dasyatis_thetidis","Dasyatis thetidis",23.6572054764862
755,"Dasyatis_centroura","Dasyatis centroura",23.6572054764862
756,"Neoraja_caerulea","Neoraja caerulea",23.6030346055682
757,"Prionace_glauca","Prionace glauca",23.5454716644985
758,"Carcharhinus_albimarginatus","Carcharhinus albimarginatus",23.5454716644985
759,"Torpedo_fairchildi","Torpedo fairchildi",23.5255418692392
760,"Torpedo_alexandrinsis","Torpedo alexandrinsis",23.5255418692392
761,"Urotrygon_chilensis","Urotrygon chilensis",23.4975782020898
762,"Urotrygon_peruanus","Urotrygon peruanus",23.4975782020898
763,"Hemitriakis_japanica","Hemitriakis japanica",23.4502247091128
764,"Hemitriakis_abdita","Hemitriakis abdita",23.3029609458128
765,"Hemitriakis_leucoperiptera","Hemitriakis leucoperiptera",23.3029609458128
766,"Dipturus_bullisi","Dipturus bullisi",23.2938686510408
767,"Dipturus_garricki","Dipturus garricki",23.2938686510408
768,"Myliobatis_ridens","Myliobatis ridens",23.2400261309073
769,"Myliobatis_tobijei","Myliobatis tobijei",23.2400261309073
770,"Bythaelurus_incanus","Bythaelurus incanus",23.1635101056484
771,"Bythaelurus_dawsoni","Bythaelurus dawsoni",23.1635101056484
772,"Anacanthobatis_ori","Anacanthobatis ori",23.0658705340149
773,"Anacanthobatis_americanus","Anacanthobatis americanus",23.0658705340149
774,"Dasyatis_guttata","Dasyatis guttata",23.0198273605812
775,"Dasyatis_hypostigma","Dasyatis hypostigma",23.0198273605812
776,"Squalus_cubensis","Squalus cubensis",23.0126263244058
777,"Hemiscyllium_freycineti","Hemiscyllium freycineti",23.0081421263563
778,"Hemiscyllium_hallstromi","Hemiscyllium hallstromi",23.0081421263563
779,"Leucoraja_naevus","Leucoraja naevus",22.9716150192371
780,"Scyliorhinus_meadi","Scyliorhinus meadi",22.955298453912
781,"Scyliorhinus_boa","Scyliorhinus boa",22.955298453912
782,"Torpedo_californica","Torpedo californica",22.8952635389059
783,"Torpedo_puelcha","Torpedo puelcha",22.8952635389059
784,"Carcharhinus_wheeleri","Carcharhinus wheeleri",22.8502064124985
785,"Carcharhinus_falciformis","Carcharhinus falciformis",22.8502054124985
786,"Bathyraja_hesperafricana","Bathyraja hesperafricana",22.6648780532899
787,"Glyphis_garricki","Glyphis garricki",22.6294688785318
788,"Glyphis_siamensis","Glyphis siamensis",22.6294688785318
789,"Sympterygia_acuta","Sympterygia acuta",22.5440969139052
790,"Sympterygia_lima","Sympterygia lima",22.5440969139052
791,"Rhinoptera_brasiliensis","Rhinoptera brasiliensis",22.4546647630108
792,"Rhinoptera_peli","Rhinoptera peli",22.4546647630108
793,"Cephaloscyllium_variegatum","Cephaloscyllium variegatum",22.3909471955714
794,"Himantura_undulata","Himantura undulata",22.3677015332463
795,"Himantura_marginata","Himantura marginata",22.3677005332463
796,"Bathyraja_ishiharai","Bathyraja ishiharai",22.35510353383
797,"Bathyraja_spinosissima","Bathyraja spinosissima",22.35510353383
798,"Rajella_eisenhardti","Rajella eisenhardti",22.1993055226874
799,"Rajella_caudaspinosa","Rajella caudaspinosa",22.1993045226874
800,"Hemiscyllium_strahani","Hemiscyllium strahani",22.1368998919063
801,"Hemiscyllium_michaeli","Hemiscyllium michaeli",22.1368998919063
802,"Galeus_melastomus","Galeus melastomus",22.0948823605654
803,"Urolophus_westraliensis","Urolophus westraliensis",22.044105860757
804,"Urolophus_armatus","Urolophus armatus",22.0441048607571
805,"Potamotrygon_marinae","Potamotrygon marinae",22.0244508577703
806,"Potamotrygon_falkneri","Potamotrygon falkneri",22.0244508577703
807,"Mustelus_higmani","Mustelus higmani",21.9123246846718
808,"Mustelus_henlei","Mustelus henlei",21.9123246846718
809,"Brochiraja_aenigma","Brochiraja aenigma",21.8291803751382
810,"Fenestraja_cubensis","Fenestraja cubensis",21.7192450405756
811,"Fenestraja_sinusmexicanus","Fenestraja sinusmexicanus",21.7192450405756
812,"Urotrygon_serrula","Urotrygon serrula",21.6804318647565
813,"Urotrygon_microphthalmum","Urotrygon microphthalmum",21.6804318647565
814,"Okamejei_meerdervoortii","Okamejei meerdervoortii",21.651531517263
815,"Okamejei_mengae","Okamejei mengae",21.651531517263
816,"Leucoraja_wallacei","Leucoraja wallacei",21.6184558369038
