"tip.label","mean_ED","median_ED","sd_ED","mean_rank","median_rank","top20_count","top20_frequency","species"
"Glyphis_glyphis",23.5828236452287,23.2281648028872,5.23085718521232,709.01,675.5,0,0,"Glyphis glyphis"
"Apristurus_herklotsi",25.9093734921997,21.2218761929084,14.4055131278839,709.29,766.5,0,0,"Apristurus herklotsi"
"Scyliorhinus_canicula",23.7493470446097,22.5764869939568,6.21431254216518,709.69,671.5,0,0,"Scyliorhinus canicula"
"Urolophus_javanicus",25.0466201525435,21.4661832950798,12.7335420872379,710.5,736.5,0,0,"Urolophus javanicus"
"Carcharhinus_leucas",24.0573260585145,22.8561012398682,8.21921648248856,711.09,718.5,0,0,"Carcharhinus leucas"
"Raja_stellulata",23.6311947148139,24.1078483733874,5.69039316498847,712.55,712,0,0,"Raja stellulata"
"Urotrygon_cimar",24.5085309327777,21.5601295742261,9.69391009464838,712.73,777.5,0,0,"Urotrygon cimar"
"Raja_rhina",23.6311947148139,24.1078483733874,5.69039316498847,713.55,713,0,0,"Raja rhina"
"Parmaturus_albipenis",24.7868661044359,22.0066314635657,10.5226682584337,713.88,770,0,0,"Parmaturus albipenis"
"Sympterygia_brevicaudata",23.5122573399705,22.5009440126572,6.14080362003662,713.94,730.5,0,0,"Sympterygia brevicaudata"
"Torpedo_fairchildi",24.3408138231849,21.6899157193911,9.52306440444416,714.07,759.5,0,0,"Torpedo fairchildi"
"Leucoraja_caribbaea",24.5392122091782,21.3283282643136,11.297358374655,714.54,736.5,0,0,"Leucoraja caribbaea"
"Torpedo_andersoni",24.6019463155297,22.3203286485753,10.1568240837173,714.69,792,0,0,"Torpedo andersoni"
"Apristurus_internatus",25.9313318219126,21.9310169428452,15.4025679165567,715.06,777.5,0,0,"Apristurus internatus"
"Urotrygon_nana",24.8534187232319,22.2806139159302,11.0417943389122,715.24,795,0,0,"Urotrygon nana"
"Parmaturus_campechiensis",24.1656857606938,22.2853019907636,8.68652960646838,715.51,757.5,0,0,"Parmaturus campechiensis"
"Parmaturus_pilosus",24.5194130392486,22.3992628184725,9.98541275304925,715.67,742.5,0,0,"Parmaturus pilosus"
"Squatina_pseudocellata",23.4451619209488,24.2550388170045,5.02930187813886,716.81,718,0,0,"Squatina pseudocellata"
"Urolophus_piperatus",24.6493658964502,22.5178952301092,11.4065655151109,716.99,750,0,0,"Urolophus piperatus"
"Squatina_tergocellata",23.4210112798583,24.2550388170045,5.04425142562294,717.13,720.5,0,0,"Squatina tergocellata"
"Urotrygon_rogersi",23.7408716309975,22.9956330099381,7.66808581888217,717.3,730,0,0,"Urotrygon rogersi"
"Urotrygon_reticulata",24.073358480171,22.100262861309,9.58609648061862,717.54,757.5,0,0,"Urotrygon reticulata"
"Apristurus_investigatoris",24.7497419371931,21.6478169891109,11.9432662356114,718.53,743,0,0,"Apristurus investigatoris"
"Neoraja_africana",23.9649417227135,22.858141441196,8.60817576351465,719.03,741.5,0,0,"Neoraja africana"
"Galeus_longirostris",24.7126661330272,21.0907563478758,11.9459826082311,720,751,0,0,"Galeus longirostris"
"Urotrygon_peruanus",24.3599965566479,21.7567374166124,9.75758441054024,720.22,741.5,0,0,"Urotrygon peruanus"
"Parmaturus_sp.",24.2865451021883,21.2815193197015,9.63150518386312,720.27,771,0,0,"Parmaturus sp."
"Apristurus_bucephalus",24.3850394003479,21.5490788682113,10.3210652119329,720.92,764,0,0,"Apristurus bucephalus"
"Urotrygon_serrula",24.3647554597356,22.536466025023,10.41993689664,721.49,763.5,0,0,"Urotrygon serrula"
"Urotrygon_munda",23.9758735670565,23.0502475648845,9.33023578428854,723.45,751.5,0,0,"Urotrygon munda"
"Torpedo_mackayana",23.858752553944,21.4742712194667,8.83192028042346,727.98,773,0,0,"Torpedo mackayana"
"Apristurus_sibogae",24.399942963507,22.0779717741323,12.5589618716442,730.52,793.5,0,0,"Apristurus sibogae"
"Parmaturus_macmillani",23.812276497238,22.8176762860947,8.92680231643143,731.07,768,0,0,"Parmaturus macmillani"
"Apristurus_parvipinnis",25.5990483065367,20.7157089097174,15.9208811746291,731.84,781.5,0,0,"Apristurus parvipinnis"
"Okamejei_arafurensis",24.0994846915476,22.6307954244017,10.7403534103842,731.93,733,0,0,"Okamejei arafurensis"
"Okamejei_porosa",24.0628669926171,21.7553024778694,11.3842103721898,732.06,773.5,0,0,"Okamejei porosa"
"Neoraja_carolinensis",23.8345805787668,22.795495904026,9.32259796523817,732.2,789,0,0,"Neoraja carolinensis"
"Carcharhinus_tjutjot",23.9455626278616,22.4571967927087,10.0730649832517,733.6,769.5,0,0,"Carcharhinus tjutjot"
"Dasyatis_matsubarai",23.5722222221675,23.8602432144402,7.87277949178229,734.36,748,0,0,"Dasyatis matsubarai"
"Dasyatis_brevicaudata",23.5315455469014,23.194851057657,7.84916490410119,736.2,768,0,0,"Dasyatis brevicaudata"
"Apristurus_stenseni",24.4434028696964,21.3976378258797,13.0208824285772,738.26,775,1,0.01,"Apristurus stenseni"
"Squalus_blainville",24.7976040006848,22.7145056849006,13.3827754828255,739.9,808.5,0,0,"Squalus blainville"
"Okamejei_acutispina",23.4184501202283,21.3045156313772,8.99427388039778,740.33,781.5,0,0,"Okamejei acutispina"
"Squalus_altipinnis",24.8090148126572,22.6223003904623,13.2905821162762,740.68,817,0,0,"Squalus altipinnis"
"Apristurus_nasutus",23.6037442001138,21.095968396275,10.3050672366936,741.15,779.5,0,0,"Apristurus nasutus"
"Torpedo_nobiliana",22.5401108455668,22.3578440133369,4.43969037483353,741.39,779,0,0,"Torpedo nobiliana"
"Mustelus_mustelus",23.1001931959662,25.3639111149991,6.98246278786719,741.87,681.5,0,0,"Mustelus mustelus"
"Mustelus_henlei",23.0245246437459,25.001603753619,6.64121724136172,741.91,703,0,0,"Mustelus henlei"
"Squalus_formosus",25.1461050057215,22.2387641051904,14.9914509225168,742.23,813.5,0,0,"Squalus formosus"
"Mustelus_mento",24.0543846533836,21.9598161483399,11.8943715240573,743.88,784,0,0,"Mustelus mento"
"Rajella_leopardus",23.2410108934534,20.7896295991986,8.99334095640674,745.08,741.5,0,0,"Rajella leopardus"
"Torpedo_macneilli",22.4210129084976,21.9152752880652,4.42329480102412,745.17,795.5,0,0,"Torpedo macneilli"
"Mustelus_whitneyi",23.9685865093995,20.9980113769151,11.5707425828284,745.89,794.5,0,0,"Mustelus whitneyi"
"Leucoraja_lentiginosa",23.6577957730946,20.0886924694425,10.878649073704,745.92,789,0,0,"Leucoraja lentiginosa"
"Apristurus_spongiceps",23.8611247607263,21.2512804158194,11.8055154096591,746,773.5,0,0,"Apristurus spongiceps"
"Carcharhinus_cautus",22.7251721359837,23.201468977565,5.96429945951024,748.47,728,0,0,"Carcharhinus cautus"
"Hemitriakis_complicofasciata",22.5881478748756,23.5460312559612,5.06879889905855,748.89,744.5,0,0,"Hemitriakis complicofasciata"
"Hemitriakis_falcata",22.5809530119292,23.6959574518319,5.12189280474188,748.95,743,0,0,"Hemitriakis falcata"
"Mustelus_albipinnis",23.5327013892455,21.1978169877548,10.4229982349366,749.15,753,0,0,"Mustelus albipinnis"
"Carcharhinus_melanopterus",22.6698141562287,23.1739424367788,5.8991115461075,750.28,727,0,0,"Carcharhinus melanopterus"
"Okamejei_philipi",23.3929342895077,22.1626725344123,10.6031600902674,751.17,804,0,0,"Okamejei philipi"
"Mustelus_dorsalis",24.0179779741147,20.2014778823275,12.6781717797505,751.43,808.5,0,0,"Mustelus dorsalis"
"Squalus_bucephalus",24.0485495791895,21.295689644901,12.2832363098959,751.43,797,0,0,"Squalus bucephalus"
"Apristurus_micropterygeus",23.3055358895358,19.740937874871,10.3484069324148,751.63,805.5,0,0,"Apristurus micropterygeus"
"Potamotrygon_falkneri",22.366650528565,21.4308133968962,6.6483835305443,751.95,766,0,0,"Potamotrygon falkneri"
"Neoraja_caerulea",23.1021112996403,21.433454003759,8.96862711105682,752.61,786.5,0,0,"Neoraja caerulea"
"Etmopterus_dianthus",22.3169361185521,22.4484473750575,5.40534991187123,753.84,715,0,0,"Etmopterus dianthus"
"Squalus_griffini",24.56705369538,22.0696929985224,14.0964428928025,755.03,820.5,0,0,"Squalus griffini"
"Mustelus_canis",22.554117814922,23.4445676101291,6.30374078784371,755.53,749.5,0,0,"Mustelus canis"
"Leucoraja_compagnoi",23.9876873722031,20.759528245429,12.5746337474666,755.58,812,0,0,"Leucoraja compagnoi"
"Hemitriakis_leucoperiptera",22.3384724941637,23.7443575612773,4.7646170138949,756.63,759,0,0,"Hemitriakis leucoperiptera"
"Hemitriakis_japanica",22.3316131507247,24.0694721664228,4.75951242661432,756.7,762.5,0,0,"Hemitriakis japanica"
"Squalus_crassispinus",23.456282387852,23.2945307580997,10.1182279914903,756.76,756.5,0,0,"Squalus crassispinus"
"Carcharhinus_longimanus",22.4167263173885,23.9518718017098,5.69415728012923,758.96,734.5,0,0,"Carcharhinus longimanus"
"Squalus_grahami",23.486983102634,22.9312985849405,10.504150081573,759.23,777.5,0,0,"Squalus grahami"
"Rajella_bathyphila",23.0877853074618,22.5391761829443,9.85752353124116,759.36,774.5,0,0,"Rajella bathyphila"
"Mustelus_schmitti",22.6939736664041,25.2253970505801,7.70584896492822,762.52,675,0,0,"Mustelus schmitti"
"Dipturus_pullopunctata",22.9832263837907,20.0885614946288,10.1854359240364,764.54,812,0,0,"Dipturus pullopunctata"
"Hydrolagus_trolli",21.6304041652836,21.2501310299197,2.73193464924281,765.67,775.5,0,0,"Hydrolagus trolli"
"Isogomphodon_oxyrhynchus",22.4500641483566,20.9216604090013,8.33933316987663,766.77,783,0,0,"Isogomphodon oxyrhynchus"
"Okamejei_leptoura",22.4411078314224,21.1884944390096,8.67340052985736,770.29,789,0,0,"Okamejei leptoura"
"Mustelus_minicanis",23.5912408108419,20.0973071459916,13.1232958211982,771.28,834,0,0,"Mustelus minicanis"
"Hydrolagus_mirabilis",21.4782301742391,21.5901928445306,2.71115825421605,771.59,788.5,0,0,"Hydrolagus mirabilis"
"Cephaloscyllium_signourum",22.8393725756847,20.4111045022602,10.8279659505653,772.02,849.5,0,0,"Cephaloscyllium signourum"
"Cephaloscyllium_umbratile",22.0630571604872,20.5844497604776,7.98239189260939,773.66,823,0,0,"Cephaloscyllium umbratile"
"Okamejei_heemstrai",22.3966465185597,21.1038250850076,9.23264642996391,773.78,814,0,0,"Okamejei heemstrai"
"Okamejei_schmidti",22.4607982070441,20.3874219984686,9.41865715491283,774.28,851.5,0,0,"Okamejei schmidti"
"Cephaloscyllium_pardelotum",22.098473613667,20.9950812505726,8.46297531674613,774.3,781.5,0,0,"Cephaloscyllium pardelotum"
"Squalus_melanurus",24.1764888422318,21.3616700847964,15.4522792328715,776.81,810,0,0,"Squalus melanurus"
"Leucoraja_pristispina",22.6500202470748,20.3791514361134,9.81051088361536,777.54,830.5,0,0,"Leucoraja pristispina"
"Apristurus_indicus",22.5070296923384,20.5382437533727,10.4454953283466,778.8,834.5,0,0,"Apristurus indicus"
"Centroscyllium_kamoharai",21.9906074725569,21.1772267570863,6.69669596304402,779.36,835.5,0,0,"Centroscyllium kamoharai"
"Hydrolagus_affinis",21.2418265075585,21.1233426509962,2.75996630515017,779.75,782,0,0,"Hydrolagus affinis"
"Centroscyllium_excelsum",21.8766392147181,21.5918068528704,6.11173180947202,779.93,808,0,0,"Centroscyllium excelsum"
"Okamejei_mengae",22.2972307960754,20.7946206832412,9.36167810180821,780.06,817,0,0,"Okamejei mengae"
"Cephaloscyllium_sarawakensis",22.5277843115218,18.1235929157092,10.6184386443952,781.73,863.5,0,0,"Cephaloscyllium sarawakensis"
"Mustelus_lunulatus",21.8456845988404,24.0292968499538,6.15840600076856,782.8,725,0,0,"Mustelus lunulatus"
"Mustelus_fasciatus",22.8668065621655,19.4180437265704,11.8050889215025,782.99,847,0,0,"Mustelus fasciatus"
"Okamejei_powelli",22.3942987822474,20.9503845452587,10.379048941486,783.13,815,0,0,"Okamejei powelli"
"Leucoraja_virginica",22.3787601792215,20.554630507076,9.31320154779639,783.27,842.5,0,0,"Leucoraja virginica"
"Okamejei_cairae",22.0434190589861,21.3397306140933,8.67331394051159,783.81,822,0,0,"Okamejei cairae"
"Asymbolus_funebris",22.3300749041108,20.4575425618883,10.0818213295057,786.76,822.5,0,0,"Asymbolus funebris"
"Rhinoptera_javanica",21.4592429308914,21.2698784182026,5.07606849885701,786.81,817,0,0,"Rhinoptera javanica"
"Okamejei_pita",22.0507710498942,19.5239588099037,9.1542436864351,786.95,838.5,0,0,"Okamejei pita"
"Rhinoptera_neglecta",21.3954522805819,21.1577665975485,5.00213686681663,787.97,824.5,0,0,"Rhinoptera neglecta"
"Dasyatis_ushiei",21.7311685439855,22.8023654873628,6.42461806954599,787.99,803,0,0,"Dasyatis ushiei"
"Carcharhinus_hemiodon",22.1975786042467,19.5510499409265,9.96546358495903,789.25,857.5,0,0,"Carcharhinus hemiodon"
"Squalus_albifrons",23.0489689143089,20.563519753663,12.894336191305,789.33,835,0,0,"Squalus albifrons"
"Centroscyllium_fabricii",21.4390745972497,22.4958385370225,4.57488381994409,789.57,781.5,0,0,"Centroscyllium fabricii"
"Squalus_notocaudatus",22.695375736846,21.1534348128653,11.6990596204746,790.23,826,0,0,"Squalus notocaudatus"
"Urolophus_lobatus",21.2232850103584,20.0167293682094,5.76257643053333,790.31,811,0,0,"Urolophus lobatus"
"Asymbolus_occiduus",21.7613968053159,20.5063133349516,7.8463283688141,790.69,849,0,0,"Asymbolus occiduus"
"Centroscyllium_ritteri",21.4343643106917,22.7966392652348,4.90430177607964,791.52,778.5,0,0,"Centroscyllium ritteri"
"Carcharhinus_coatesi",21.8646753371145,20.3650581871722,8.87011426222858,792.12,856,0,0,"Carcharhinus coatesi"
"Mustelus_walkeri",22.7892833316676,19.8994765494689,12.6458921565786,792.28,841,0,0,"Mustelus walkeri"
"Leucoraja_yucatanensis",22.100377100647,18.7072703301834,9.80634868801724,792.57,876,0,0,"Leucoraja yucatanensis"
"Carcharhinus_wheeleri",21.5265478048513,20.7884983788048,7.73268262358441,792.64,819,0,0,"Carcharhinus wheeleri"
"Mustelus_griseus",21.9318320897804,21.2844929268649,9.44076617096689,793.44,837,0,0,"Mustelus griseus"
"Cephaloscyllium_silasi",21.7791452906476,19.8039872195963,8.46981399314616,794.15,854,0,0,"Cephaloscyllium silasi"
"Carcharhinus_amboinensis",21.9070017084908,20.405413273369,8.67053837324834,794.28,872,0,0,"Carcharhinus amboinensis"
"Asymbolus_pallidus",21.9037472175498,20.2363926019325,8.79401188109371,795.19,822.5,0,0,"Asymbolus pallidus"
"Urolophus_expansus",20.85346032706,21.2461157859947,4.30086047420102,796.31,777.5,0,0,"Urolophus expansus"
"Apristurus_microps",21.2842077345964,20.9044198641746,6.70788941679026,796.72,817,0,0,"Apristurus microps"
"Glyphis_siamensis",21.3256190792325,20.4069286758138,6.67719586668816,798.72,829,0,0,"Glyphis siamensis"
"Squalus_rancureli",22.8873293227356,20.3204032121624,13.088960207563,799.87,879,0,0,"Squalus rancureli"
"Centroscyllium_ornatum",21.2768262522117,21.301472067965,5.94121995360888,800.76,837,0,0,"Centroscyllium ornatum"
"Urolophus_viridis",20.7576919557324,21.0739465800499,4.25749107146903,802.22,802.5,0,0,"Urolophus viridis"
"Urolophus_paucimaculatus",20.9688736102151,19.7618376562758,6.1431916365115,802.62,830,0,0,"Urolophus paucimaculatus"
"Mustelus_higmani",22.2480570143004,19.8443393205894,11.4530043775169,803.01,875.5,0,0,"Mustelus higmani"
"Squalus_lalannei",22.8590142566633,20.4374380330568,13.2854258733473,803.07,908,0,0,"Squalus lalannei"
"Cephaloscyllium_fasciatum",21.4386638622558,18.5697780405213,9.38194427526722,804.04,837.5,0,0,"Cephaloscyllium fasciatum"
"Glyphis_sp.1",21.1787734612977,20.5615900048558,6.89454650534303,806.18,828.5,0,0,"Glyphis sp.1"
"Asymbolus_vincenti",21.3843107363475,19.5525782343216,7.89983912674279,806.31,859,0,0,"Asymbolus vincenti"
"Asymbolus_galacticus",21.6179627822915,19.2737198197811,9.36148219973102,807.92,863.5,0,0,"Asymbolus galacticus"
"Carcharhinus_cerdale",21.4157200152444,20.68525798132,8.19469335450104,808.48,847.5,0,0,"Carcharhinus cerdale"
"Cephaloscyllium_speccum",21.0549073534603,18.7118088216392,8.11901570500903,809.77,855,0,0,"Cephaloscyllium speccum"
"Carcharhinus_porosus",20.7561736599221,20.5506757215545,6.43263238994347,811.12,829.5,0,0,"Carcharhinus porosus"
"Asymbolus_analis",21.1701784406282,19.5459240224657,8.20123627640145,811.16,865,0,0,"Asymbolus analis"
"Rhizoprionodon_porosus",20.7174803329229,21.3188043479545,4.06008978879235,811.59,806,0,0,"Rhizoprionodon porosus"
"Potamotrygon_hystrix",20.5324016043235,19.7576536621182,5.95139033057914,811.73,876.5,0,0,"Potamotrygon hystrix"
"Leucoraja_leucosticta",21.4468897520751,19.2967173264752,9.6481255157944,812.35,878,0,0,"Leucoraja leucosticta"
"Cephaloscyllium_stevensi",21.0159442675619,19.0333330009724,8.5736604137988,813.82,831,0,0,"Cephaloscyllium stevensi"
"Rhizoprionodon_terraenovae",20.6498606563033,21.3516934411617,4.0521372057177,813.85,806,0,0,"Rhizoprionodon terraenovae"
"Galeus_atlanticus",20.5634252373673,20.018397433915,5.25230080688563,815.36,862,0,0,"Galeus atlanticus"
"Leucoraja_circularis",20.7503584123871,18.9741139675114,7.14388430255355,815.38,838,0,0,"Leucoraja circularis"
"Cephaloscyllium_maculatum",21.0210014012167,18.4243344472082,8.46941828964372,815.41,867.5,0,0,"Cephaloscyllium maculatum"
"Dasyatis_fluviorum",21.0614119677097,19.2774590696573,8.07957259129502,815.89,848,0,0,"Dasyatis fluviorum"
"Cephaloscyllium_isabellum",20.8840193608645,18.9666103647734,7.90092734227628,816.66,849,0,0,"Cephaloscyllium isabellum"
"Apristurus_albisoma",20.7373983784018,19.9599867294012,6.83167764521975,816.69,839.5,0,0,"Apristurus albisoma"
"Mustelus_mangalorensis",21.8786432788704,19.1417412356392,13.3688358612046,817.46,902,0,0,"Mustelus mangalorensis"
