"Rank_rho001","species_tree","species","EvoHeritage_rho001","Ancestral_EvoHeritage"
330,"Cirrhoscyllium_japonicum","Cirrhoscyllium japonicum",32.4987147407338,100.101214263059
331,"Myliobatis_longirostris","Myliobatis longirostris",32.4964569893204,104.061651303064
332,"Hydrolagus_bemisi","Hydrolagus bemisi",32.4839397369272,102.642189032983
333,"Rioraja_agassizii","Rioraja agassizii",32.371150076753,97.2585988269826
334,"Trygonoptera_imitata","Trygonoptera imitata",32.3653497443621,97.3591228982691
335,"Chimaera_panthera","Chimaera panthera",32.2079242811068,97.8006091383098
336,"Acroteriobatus_blochii","Acroteriobatus blochii",32.1799849547519,102.784373991852
337,"Hydrolagus_pallidus","Hydrolagus pallidus",32.1677012886136,95.834159064996
338,"Orectolobus_maculatus","Orectolobus maculatus",32.1402496749306,103.491052035051
339,"Pristiophorus_nudipinnis","Pristiophorus nudipinnis",32.1337921798686,98.3405878596388
340,"Discopyge_castelloi","Discopyge castelloi",32.0030202704207,92.9079127114434
341,"Diplobatis_colombiensis","Diplobatis colombiensis",31.9713659155178,93.8267745697507
342,"Rhinobatos_sainsburyi","Rhinobatos sainsburyi",31.9317135220111,107.212379054603
343,"Potamotrygon_constellata","Potamotrygon constellata",31.8660802851174,99.74760449517
344,"Narcine_entemedor","Narcine entemedor",31.8612666445571,94.0809763147792
345,"Centroscymnus_owstonii","Centroscymnus owstonii",31.841583713399,96.2127723849415
346,"Oxynotus_bruniensis","Oxynotus bruniensis",31.8270627018324,96.8277482323789
347,"Narcine_bicolor","Narcine bicolor",31.7931966228878,95.0916867943019
348,"Myliobatis_freminvillei","Myliobatis freminvillei",31.7766009614958,102.611226518367
349,"Manta_birostris","Manta birostris",31.7662469742383,107.57937286025
350,"Lamiopsis_temminckii","Lamiopsis temminckii",31.7656253018093,101.993699526685
351,"Hydrolagus_matallanasi","Hydrolagus matallanasi",31.6790530703211,97.0086627206498
352,"Schroederichthys_chilensis","Schroederichthys chilensis",31.6523468584952,95.4340445150491
353,"Galeus_murinus","Galeus murinus",31.6462175844082,104.241798705346
354,"Trygonoptera_mucosa","Trygonoptera mucosa",31.6166023135312,95.4215667510657
355,"Rhinobatos_percellens","Rhinobatos percellens",31.5406492839868,108.35687019373
356,"Oxynotus_paradoxus","Oxynotus paradoxus",31.525004018182,94.4878192551124
357,"Mobula_mobular","Mobula mobular",31.5154158140435,101.53121697278
358,"Discopyge_tschudii","Discopyge tschudii",31.4404245417136,91.916677288935
359,"Scoliodon_laticaudus","Scoliodon laticaudus",31.4308887968653,100.786979898991
360,"Lamiopsis_tephrodes","Lamiopsis tephrodes",31.3906582528555,100.89961434934
361,"Etmopterus_virens","Etmopterus virens",31.3312962571145,99.7069519292815
362,"Heteronarce_garmani","Heteronarce garmani",31.2980471785249,93.4709480610475
363,"Schroederichthys_saurisqualus","Schroederichthys saurisqualus",31.2334013773993,94.5140877101318
364,"Proscyllium_venustum","Proscyllium venustum",31.0910071469193,101.105027396928
365,"Leucoraja_circularis","Leucoraja circularis",31.0865557943117,100.25149336385
366,"Himantura_uarnacoides","Himantura uarnacoides",31.0852715510943,103.689283812736
367,"Heterodontus_zebra","Heterodontus zebra",31.0743381979216,94.3561497382343
368,"Pristiophorus_schroederi","Pristiophorus schroederi",31.0350428510543,97.2683478235699
369,"Squalus_griffini","Squalus griffini",30.954212535355,109.601487267546
370,"Proscyllium_magnificum","Proscyllium magnificum",30.8423089424425,100.020531686638
371,"Hydrolagus_colliei","Hydrolagus colliei",30.8114606244307,98.1291645806878
372,"Orectolobus_japonicus","Orectolobus japonicus",30.8055610393735,102.099236828803
373,"Fenestraja_ishiyamai","Fenestraja ishiyamai",30.7985835448915,104.897891637424
374,"Dasyatis_say","Dasyatis say",30.7764578146344,101.169958087096
375,"Narcine_nelsoni","Narcine nelsoni",30.7183260116959,94.6862692275155
376,"Carcharhinus_porosus","Carcharhinus porosus",30.6782693663597,97.8578852629364
377,"Etmopterus_polli","Etmopterus polli",30.6749906287906,96.5344886206379
378,"Heterodontus_quoyi","Heterodontus quoyi",30.6250924302778,93.8673418028227
379,"Benthobatis_moresbyi","Benthobatis moresbyi",30.622239974509,96.2197648914861
380,"Gymnura_marmorata","Gymnura marmorata",30.5016708397739,101.133498958061
381,"Urolophus_bucculentus","Urolophus bucculentus",30.3952336948769,97.002766933101
382,"Asymbolus_galacticus","Asymbolus galacticus",30.392308865233,104.562821204104
383,"Dasyatis_acutirostra","Dasyatis acutirostra",30.3783073278885,98.6861888509435
384,"Cephalurus_cephalus","Cephalurus cephalus",30.295869495177,97.7973003461946
385,"Chimaera_opalescens","Chimaera opalescens",30.275742914706,101.185929528244
386,"Cephaloscyllium_silasi","Cephaloscyllium silasi",30.2115531697456,101.89122892157
387,"Rhinobatos_punctifer","Rhinobatos punctifer",30.1950545037711,102.942152127399
388,"Etmopterus_sheikoi","Etmopterus sheikoi",30.1904764434151,103.363988340024
389,"Himantura_oxyrhyncha","Himantura oxyrhyncha",30.09762176162,93.5100190167057
390,"Scoliodon_macrorhynchos","Scoliodon macrorhynchos",30.0631976807309,100.479481905545
391,"Galeus_longirostris","Galeus longirostris",30.0414852419825,100.135706328126
392,"Atlantoraja_castelnaui","Atlantoraja castelnaui",30.0404989390452,98.14062406978
393,"Cruriraja_poeyi","Cruriraja poeyi",30.0314140247524,104.841108945584
394,"Dasyatis_laevigata","Dasyatis laevigata",30.02364711846,101.949587704679
395,"Apristurus_gibbosus","Apristurus gibbosus",29.9773893313944,99.0137756716673
396,"Halaelurus_quagga","Halaelurus quagga",29.8995964973671,99.7112387818916
397,"Manta_alfredi","Manta alfredi",29.8867781834534,106.357921803982
398,"Etmopterus_evansi","Etmopterus evansi",29.8340837529879,95.4718437929952
399,"Paragaleus_tengi","Paragaleus tengi",29.7941166118966,106.396928413012
400,"Beringraja_binoculata","Beringraja binoculata",29.7610805073816,98.4652749915922
401,"Gymnura_crebripunctata","Gymnura crebripunctata",29.7554386598552,100.974118525256
402,"Rhizoprionodon_taylori","Rhizoprionodon taylori",29.7120740323032,102.781076754464
403,"Isistius_labialis","Isistius labialis",29.6995791940072,99.5892179327132
404,"Etmopterus_molleri","Etmopterus molleri",29.6240308715809,103.772997789092
405,"Pristiophorus_delicatus","Pristiophorus delicatus",29.6110456089026,97.0552201240919
406,"Apristurus_nasutus","Apristurus nasutus",29.5925160773755,102.973985300648
407,"Isistius_brasiliensis","Isistius brasiliensis",29.5675035039876,99.1811739526606
408,"Glaucostegus_cemiculus","Glaucostegus cemiculus",29.5556548007317,102.161403649674
409,"Diplobatis_pictus","Diplobatis pictus",29.5215956637344,93.1123667305143
410,"Atelomycterus_marnkalha","Atelomycterus marnkalha",29.494790326071,97.4080161648716
411,"Rhizoprionodon_oligolinx","Rhizoprionodon oligolinx",29.4788951971828,101.810021004644
412,"Euprotomicrus_bispinatus","Euprotomicrus bispinatus",29.4476193242969,96.7600431425912
413,"Beringraja_pulchra","Beringraja pulchra",29.3999009328942,100.197508716124
414,"Rajella_bathyphila","Rajella bathyphila",29.3867874606017,92.9388885809226
415,"Myliobatis_peruvianus","Myliobatis peruvianus",29.3790988175401,101.466078010394
416,"Squatina_australis","Squatina australis",29.3774134090905,100.538137857497
417,"Himantura_signifer","Himantura signifer",29.3734323981002,95.0273962385799
418,"Halaelurus_maculosus","Halaelurus maculosus",29.3690681105488,101.983008576637
419,"Urolophus_flavomosaicus","Urolophus flavomosaicus",29.3048916598757,95.0880722933279
420,"Diplobatis_ommata","Diplobatis ommata",29.3000989582788,92.9703256333796
421,"Urotrygon_rogersi","Urotrygon rogersi",29.2953908560993,100.978625624204
422,"Irolita_waitii","Irolita waitii",29.2901656023574,100.309300428849
423,"Cirrhoscyllium_formosanum","Cirrhoscyllium formosanum",29.2853834582756,107.279600478541
424,"Isistius_plutodus","Isistius plutodus",29.1435077458985,96.7441912079376
425,"Pristiophorus_nancyae","Pristiophorus nancyae",29.0838375244645,96.9216417140188
426,"Sphyrna_corona","Sphyrna corona",29.0724427068751,98.684975401817
427,"Gurgesiella_dorsalifera","Gurgesiella dorsalifera",29.0513114260685,102.516756268456
428,"Gymnura_natalensis","Gymnura natalensis",29.0294105693704,100.641032211831
429,"Squatina_oculata","Squatina oculata",29.0167178037071,99.5645525099761
430,"Myliobatis_tenuicaudatus","Myliobatis tenuicaudatus",28.8974078718983,104.496505359721
431,"Atelomycterus_fasciatus","Atelomycterus fasciatus",28.8871004536174,98.5068860427552
432,"Atelomycterus_macleayi","Atelomycterus macleayi",28.831925586141,96.746590179605
433,"Dasyatis_izuensis","Dasyatis izuensis",28.8215722467935,102.705614377859
434,"Euprotomicroides_zantedeschia","Euprotomicroides zantedeschia",28.8014670606843,95.9692193033521
435,"Apristurus_stenseni","Apristurus stenseni",28.7809192818876,97.8070314547734
436,"Mobula_munkiana","Mobula munkiana",28.78038499324,103.829165412773
437,"Gurgesiella_atlantica","Gurgesiella atlantica",28.7481398071169,102.672274956192
438,"Torpedo_panthera","Torpedo panthera",28.7366465206963,93.7499337707753
439,"Urolophus_aurantiacus","Urolophus aurantiacus",28.7119193453019,96.6386656935654
440,"Carcharhinus_perezii","Carcharhinus perezii",28.7036440357732,94.8610647823037
441,"Hydrolagus_eidolon","Hydrolagus eidolon",28.6999750464372,100.92101783939
442,"Cirrhoscyllium_expolitum","Cirrhoscyllium expolitum",28.6899516197592,106.533918696803
443,"Dipturus_melanospilus","Dipturus melanospilus",28.6693535395122,97.0172787087849
444,"Rhynchobatus_luebberti","Rhynchobatus luebberti",28.6099896951022,103.608370588256
445,"Mustelus_punctulatus","Mustelus punctulatus",28.5913935802512,98.4517437256918
446,"Hydrolagus_lusitanicus","Hydrolagus lusitanicus",28.5616966530313,104.520053263014
447,"Hydrolagus_marmoratus","Hydrolagus marmoratus",28.5616294397561,100.620938628489
448,"Scyliorhinus_besnardi","Scyliorhinus besnardi",28.5431939859122,98.9028049781142
449,"Glyphis_sp.1","Glyphis sp.1",28.5315498872349,96.4645006790581
450,"Mustelus_minicanis","Mustelus minicanis",28.5011962235444,99.9266905852972
451,"Hydrolagus_barbouri","Hydrolagus barbouri",28.3593182906139,98.8537112861607
452,"Rhizoprionodon_acutus","Rhizoprionodon acutus",28.3378712332301,100.393797266332
453,"Poroderma_africanum","Poroderma africanum",28.3239388527362,99.568728817575
454,"Irolita_westraliensis","Irolita westraliensis",28.2811701996861,102.159020374669
455,"Squatina_tergocellatoides","Squatina tergocellatoides",28.262726380352,96.8738355399004
456,"Chiloscyllium_burmensis","Chiloscyllium burmensis",28.2069308155732,102.811347639084
457,"Apristurus_australis","Apristurus australis",28.1905981405446,96.519664700864
458,"Okamejei_acutispina","Okamejei acutispina",28.1395486186814,104.243832670486
459,"Apristurus_riveri","Apristurus riveri",28.1332250857324,96.3075208610826
460,"Mobula_thurstoni","Mobula thurstoni",28.1246255787065,103.619979860119
461,"Apristurus_longicephalus","Apristurus longicephalus",28.0820974846441,100.705005796769
462,"Squalus_altipinnis","Squalus altipinnis",28.066380983441,108.713278462653
463,"Hemiscyllium_galei","Hemiscyllium galei",28.0047496108661,106.306946950063
464,"Squatina_occulta","Squatina occulta",27.9673224793798,96.0146515961148
465,"Brochiraja_microspinifera","Brochiraja microspinifera",27.9385503812881,106.009661974683
466,"Holohalaelurus_grennian","Holohalaelurus grennian",27.9047161653309,100.418959452551
467,"Mobula_kuhlii","Mobula kuhlii",27.8648104257979,102.760557892924
468,"Cruriraja_rugosa","Cruriraja rugosa",27.8488867659181,106.346282021047
469,"Himantura_gerrardi","Himantura gerrardi",27.8442192311434,99.1325131958248
470,"Hydrolagus_homonycteris","Hydrolagus homonycteris",27.8173859282039,97.7320567992039
471,"Rhinoptera_hainanensis","Rhinoptera hainanensis",27.8099704490713,101.964192992455
472,"Poroderma_pantherinum","Poroderma pantherinum",27.7527543190798,98.1447442580995
473,"Eridacnis_barbouri","Eridacnis barbouri",27.7480456336926,97.6392494332952
474,"Torpedo_peruana","Torpedo peruana",27.6919562692366,91.9630203342701
475,"Carcharhinus_hemiodon","Carcharhinus hemiodon",27.6757653282865,100.051395755607
476,"Squatina_guggenheim","Squatina guggenheim",27.6644591025452,100.606238923343
477,"Urolophus_kaianus","Urolophus kaianus",27.6532560591858,95.2109669447029
478,"Chimaera_argiloba","Chimaera argiloba",27.6522145184066,97.3708017505594
479,"Mobula_hypostoma","Mobula hypostoma",27.5819192625679,102.715279417445
480,"Okamejei_heemstrai","Okamejei heemstrai",27.5664045961383,103.875958409555
481,"Etmopterus_brachyurus","Etmopterus brachyurus",27.5605342673386,106.408957390265
482,"Etmopterus_dislineatus","Etmopterus dislineatus",27.551141705914,105.429891890416
483,"Neoraja_stehmanni","Neoraja stehmanni",27.5505250947243,103.063007154151
484,"Scyliorhinus_stellaris","Scyliorhinus stellaris",27.534262905271,104.752940303464
485,"Scyliorhinus_torazame","Scyliorhinus torazame",27.5327574976642,95.3012160795631
486,"Somniosus_microcephalus","Somniosus microcephalus",27.5286386985368,104.321809286994
487,"Okamejei_porosa","Okamejei porosa",27.5048605450857,100.365476042884
488,"Chimaera_owstoni","Chimaera owstoni",27.4976921887039,100.855658777518
489,"Bythaelurus_giddingsi","Bythaelurus giddingsi",27.4803340321071,108.45165888894
490,"Squatina_legnota","Squatina legnota",27.4301038972829,97.7155993718263
491,"Okamejei_pita","Okamejei pita",27.422867727235,95.4661049385046
492,"Squatina_nebulosa","Squatina nebulosa",27.4126611389633,91.9966856059187
493,"Himantura_hortlei","Himantura hortlei",27.3983953425447,97.9557978886957
494,"Apristurus_laurussonii","Apristurus laurussonii",27.3905184196614,103.879047325295
495,"Urotrygon_reticulata","Urotrygon reticulata",27.3762781609299,96.3281071402488
496,"Cephaloscyllium_pardelotum","Cephaloscyllium pardelotum",27.3397203728265,98.3401857974178
497,"Etmopterus_joungi","Etmopterus joungi",27.3377828124968,102.616322868594
498,"Squalus_acanthias","Squalus acanthias",27.3349396075126,106.211170541576
499,"Glaucostegus_granulatus","Glaucostegus granulatus",27.3246456845241,97.8731326465354
500,"Cephaloscyllium_speccum","Cephaloscyllium speccum",27.3199451942643,100.109257707757
501,"Leucoraja_compagnoi","Leucoraja compagnoi",27.3060113264731,101.338570909826
502,"Haploblepharus_edwardsii","Haploblepharus edwardsii",27.281037401051,104.478641289304
503,"Urotrygon_aspidura","Urotrygon aspidura",27.2698999490932,100.189269442844
504,"Etmopterus_splendidus","Etmopterus splendidus",27.251037700079,98.8145330216559
505,"Centrophorus_isodon","Centrophorus isodon",27.2063731321502,105.124992510977
506,"Himantura_leoparda","Himantura leoparda",27.2012212871026,97.1634750572241
507,"Urobatis_concentricus","Urobatis concentricus",27.1904404785727,100.022837591958
508,"Chimaera_fulva","Chimaera fulva",27.1212358196934,99.9578467217438
509,"Cruriraja_andamanica","Cruriraja andamanica",27.0505401016751,96.0492241137106
510,"Bythaelurus_alcockii","Bythaelurus alcockii",27.0490304637284,106.036098492104
511,"Narcine_oculifera","Narcine oculifera",27.0171979555506,99.7439230131827
512,"Carcharhinus_amboinensis","Carcharhinus amboinensis",26.9887759425348,99.2925930267638
513,"Scyliorhinus_canicula","Scyliorhinus canicula",26.9669009857522,99.0170651960766
514,"Fenestraja_mamillidens","Fenestraja mamillidens",26.9628373163852,104.449298498223
515,"Carcharhinus_brachyurus","Carcharhinus brachyurus",26.9599014062155,97.2510302311349
516,"Carcharhinus_macloti","Carcharhinus macloti",26.94328069779,99.7795462185389
517,"Carcharhinus_brevipinna","Carcharhinus brevipinna",26.9410601859092,99.2622478101784
518,"Squatina_formosa","Squatina formosa",26.9056730274036,95.3793341375922
519,"Narcine_atzi","Narcine atzi",26.844000416548,98.8631706438058
520,"Apristurus_spongiceps","Apristurus spongiceps",26.8016613571332,102.613548686936
521,"Atlantoraja_platana","Atlantoraja platana",26.7535162262343,100.545750828791
522,"Mustelus_norrisi","Mustelus norrisi",26.6769552656838,99.5661285628146
523,"Carcharhinus_borneensis","Carcharhinus borneensis",26.6472322589177,100.156061044704
524,"Potamotrygon_tatianae","Potamotrygon tatianae",26.6313033114688,100.52085381434
525,"Galeus_mincaronei","Galeus mincaronei",26.6177413823098,102.480554681447
526,"Etmopterus_viator","Etmopterus viator",26.5770102966198,103.445246150924
527,"Etmopterus_compagnoi","Etmopterus compagnoi",26.5145246918393,99.3609132844008
528,"Rhizoprionodon_lalandii","Rhizoprionodon lalandii",26.4717332570104,99.396988160039
529,"Etmopterus_burgessi","Etmopterus burgessi",26.420835185092,97.6814473423262
530,"Rhynchobatus_palpebratus","Rhynchobatus palpebratus",26.3811260124395,104.675950372064
531,"Sympterygia_brevicaudata","Sympterygia brevicaudata",26.3672527195052,104.298568489231
532,"Atlantoraja_cyclophora","Atlantoraja cyclophora",26.3598977014205,94.6759135225008
533,"Urobatis_maculatus","Urobatis maculatus",26.3459286657436,98.5510753255439
534,"Potamotrygon_schuemacheri","Potamotrygon schuemacheri",26.3363755146001,98.2461062286691
535,"Cruriraja_cadenati","Cruriraja cadenati",26.3282484790959,95.4272397834211
536,"Himantura_randalli","Himantura randalli",26.2937783856304,102.717558271445
537,"Etmopterus_fusus","Etmopterus fusus",26.2826600510275,99.9481674334278
538,"Raja_asterias","Raja asterias",26.2537737460636,103.763893775016
539,"Apristurus_herklotsi","Apristurus herklotsi",26.1834000926495,102.726474169856
540,"Myliobatis_goodei","Myliobatis goodei",26.110076693516,97.5335542821907
541,"Rhinobatos_rhinobatos","Rhinobatos rhinobatos",26.1095736131838,97.8208453248071
542,"Cephaloscyllium_cooki","Cephaloscyllium cooki",26.1091948840491,97.3449198131323
543,"Bythaelurus_hispidus","Bythaelurus hispidus",26.099033469492,103.120475104682
544,"Himantura_jenkinsii","Himantura jenkinsii",26.0604575439177,101.84596465422
545,"Hemiscyllium_henryi","Hemiscyllium henryi",26.0402243741475,107.232003380803
546,"Sympterygia_bonapartii","Sympterygia bonapartii",25.9909242835237,100.744264555674
547,"Rhizoprionodon_longurio","Rhizoprionodon longurio",25.990922936821,100.322923732443
548,"Breviraja_nigriventralis","Breviraja nigriventralis",25.9714686567877,101.898496554981
549,"Pastinachus_atrus","Pastinachus atrus",25.940942570077,99.1190099381991
550,"Neotrygon_leylandi","Neotrygon leylandi",25.931775326501,101.461992084505
551,"Mobula_tarapacana","Mobula tarapacana",25.9272727461722,101.893894341195
552,"Squalus_notocaudatus","Squalus notocaudatus",25.9005690192933,108.484146439359
553,"Centrophorus_harrissoni","Centrophorus harrissoni",25.845093978108,104.41068213287
554,"Okamejei_leptoura","Okamejei leptoura",25.8252894338907,98.9819383760961
555,"Sphyrna_tiburo","Sphyrna tiburo",25.8088139247341,98.3697757455444
556,"Rhynchobatus_australiae","Rhynchobatus australiae",25.7844332947963,105.292287049787
557,"Benthobatis_kreffti","Benthobatis kreffti",25.7790806520888,97.1199150380037
558,"Centrophorus_seychellorum","Centrophorus seychellorum",25.775472597903,102.253268479258
559,"Hemiscyllium_trispeculare","Hemiscyllium trispeculare",25.7750601535393,109.140028600487
560,"Leucoraja_pristispina","Leucoraja pristispina",25.7241780016018,100.992441963164
561,"Parascyllium_collare","Parascyllium collare",25.660964088959,93.9630078866334
562,"Glaucostegus_typus","Glaucostegus typus",25.6559655129328,104.21737443449
563,"Pastinachus_sephen","Pastinachus sephen",25.6070933898486,98.3905773345978
564,"Squalus_suckleyi","Squalus suckleyi",25.5923071314073,108.241621235459
565,"Heliotrygon_gomesi","Heliotrygon gomesi",25.5693156073518,97.7648633269343
566,"Myliobatis_australis","Myliobatis australis",25.5668624050625,97.7746439181602
567,"Dasyatis_gigantea","Dasyatis gigantea",25.5538431515569,100.793199280807
568,"Dasyatis_geijskesi","Dasyatis geijskesi",25.536566700718,101.182218154222
569,"Mustelus_schmitti","Mustelus schmitti",25.5334940151776,104.590617895211
570,"Apristurus_micropterygeus","Apristurus micropterygeus",25.512347670829,103.378200119193
571,"Leucoraja_caribbaea","Leucoraja caribbaea",25.4385926625787,102.336848084846
572,"Squatina_californica","Squatina californica",25.4279799019692,100.93538343115
573,"Apristurus_brunneus","Apristurus brunneus",25.3933513467227,103.149442731553
574,"Leucoraja_garmani","Leucoraja garmani",25.3685410771007,103.258608493568
575,"Benthobatis_yangi","Benthobatis yangi",25.3442677610022,96.1187101572416
576,"Pastinachus_gracilicaudus","Pastinachus gracilicaudus",25.3416425113692,98.2687554592975
577,"Rhinobatos_prahli","Rhinobatos prahli",25.331834813363,98.9828237697883
578,"Rhynchobatus_djiddensis","Rhynchobatus djiddensis",25.2715571903655,104.011396095182
579,"Mobula_japanica","Mobula japanica",25.1868425587895,100.213791005186
580,"Apristurus_sibogae","Apristurus sibogae",25.1473371127592,102.580073183006
581,"Orectolobus_halei","Orectolobus halei",25.1236157126518,98.3926458145031
582,"Centrophorus_moluccensis","Centrophorus moluccensis",25.0699733387499,104.333338106564
583,"Scyliorhinus_comoroensis","Scyliorhinus comoroensis",25.068986123812,101.361117626927
584,"Potamotrygon_hystrix","Potamotrygon hystrix",25.0583907594163,99.0980810575846
585,"Potamotrygon_magdalenae","Potamotrygon magdalenae",25.0263552745403,98.645433503161
586,"Mustelus_californicus","Mustelus californicus",25.0112946292914,104.904457759374
587,"Orectolobus_leptolineatus","Orectolobus leptolineatus",24.9982469640652,102.271101608064
588,"Glyphis_glyphis","Glyphis glyphis",24.9464909993093,98.1284324080116
589,"Dasyatis_ushiei","Dasyatis ushiei",24.8920783039158,98.6851875562855
590,"Leucoraja_lentiginosa","Leucoraja lentiginosa",24.8803114037658,95.1515256444917
591,"Okamejei_arafurensis","Okamejei arafurensis",24.8729201363768,99.3885226582562
592,"Hydrolagus_ogilbyi","Hydrolagus ogilbyi",24.8390134738507,101.009070872625
593,"Sphyrna_tudes","Sphyrna tudes",24.8068962649855,98.5973802131908
594,"Squalus_brevirostris","Squalus brevirostris",24.793322055253,102.367523892565
595,"Pseudoraja_fischeri","Pseudoraja fischeri",24.7570049826586,105.500167241674
596,"Anacanthobatis_folirostris","Anacanthobatis folirostris",24.7520018943133,99.1321320821189
597,"Bathyraja_richardsoni","Bathyraja richardsoni",24.7203414884135,101.939412443632
598,"Carcharhinus_melanopterus","Carcharhinus melanopterus",24.6964930713857,100.60596086553
599,"Apristurus_profundorum","Apristurus profundorum",24.6813422653845,98.5710093084853
600,"Hydrolagus_lemures","Hydrolagus lemures",24.6287103801054,100.628103415515
601,"Squatina_dumeril","Squatina dumeril",24.5664655105344,101.195136705101
602,"Torpedo_microdiscus","Torpedo microdiscus",24.5545140935342,99.5594172552126
603,"Raja_montagui","Raja montagui",24.5083165535267,105.48023970125
604,"Sphyrna_media","Sphyrna media",24.4706044360375,98.2379615749115
605,"Heliotrygon_rosai","Heliotrygon rosai",24.4555826592182,97.910543134302
606,"Raja_velezi","Raja velezi",24.4550982788593,94.883218313682
607,"Etmopterus_decacuspidatus","Etmopterus decacuspidatus",24.4025158209523,101.8868096229
608,"Rhinobatos_nudidorsalis","Rhinobatos nudidorsalis",24.3796312723251,104.479962768102
609,"Dasyatis_americana","Dasyatis americana",24.3621415371257,101.733133048103
610,"Dasyatis_multispinosa","Dasyatis multispinosa",24.3481320874117,97.6938640017991
611,"Orectolobus_wardi","Orectolobus wardi",24.2932269179566,100.38494341071
612,"Hemitriakis_falcata","Hemitriakis falcata",24.2782321273074,100.438122882191
613,"Hemitriakis_complicofasciata","Hemitriakis complicofasciata",24.2142486895562,101.338354282112
614,"Galeus_polli","Galeus polli",24.2117632982212,101.362074328959
615,"Etmopterus_caudistigmus","Etmopterus caudistigmus",24.2103452962294,101.762726960198
616,"Carcharhinus_dussumieri","Carcharhinus dussumieri",24.1603258933339,97.4830458359465
617,"Chiloscyllium_arabicum","Chiloscyllium arabicum",24.1475966144394,101.509532277708
618,"Apristurus_pinguis","Apristurus pinguis",24.1076159661342,95.677196289654
619,"Mustelus_walkeri","Mustelus walkeri",24.0857374881626,104.877717083452
620,"Heteronarce_prabhui","Heteronarce prabhui",24.0443250456928,93.8750764427887
621,"Neotrygon_picta","Neotrygon picta",24.040995430332,102.359577515791
622,"Holohalaelurus_melanostigma","Holohalaelurus melanostigma",23.9774821555653,98.2377123682453
623,"Carcharhinus_cautus","Carcharhinus cautus",23.9491092139261,101.391757173469
624,"Somniosus_antarcticus","Somniosus antarcticus",23.9436027390522,103.515784912276
625,"Rajella_ravidula","Rajella ravidula",23.9131402278051,98.8896194837249
626,"Somniosus_pacificus","Somniosus pacificus",23.8538628755487,100.888685578161
627,"Neoraja_carolinensis","Neoraja carolinensis",23.8242505209491,101.582215518234
628,"Triakis_scyllium","Triakis scyllium",23.7836945981091,103.039622748608
629,"Mustelus_canis","Mustelus canis",23.7830944020027,100.704712173375
630,"Himantura_polylepis","Himantura polylepis",23.7721550811309,99.9791911123451
631,"Triakis_maculata","Triakis maculata",23.7705875230415,104.473040879537
632,"Parascyllium_variolatum","Parascyllium variolatum",23.7113214637061,97.3338037321599
633,"Carcharhinus_sealei","Carcharhinus sealei",23.699583121268,98.9347872831825
634,"Neotrygon_annotata","Neotrygon annotata",23.6384514034582,99.9328085295495
635,"Centrophorus_lusitanicus","Centrophorus lusitanicus",23.6115983392696,102.867892677098
636,"Carcharhinus_isodon","Carcharhinus isodon",23.6062466663399,97.6737183283706
637,"Eridacnis_sinuans","Eridacnis sinuans",23.5854540961897,97.9545841943454
638,"Cephaloscyllium_pictum","Cephaloscyllium pictum",23.557961132618,96.3383968966997
639,"Raja_eglanteria","Raja eglanteria",23.5470991350184,93.6100283867148
640,"Malacoraja_obscura","Malacoraja obscura",23.4474747409171,100.711037275509
641,"Eridacnis_radcliffei","Eridacnis radcliffei",23.4101156766155,96.5533756651046
642,"Cruriraja_atlantis","Cruriraja atlantis",23.3942848360727,104.439334646053
643,"Dasyatis_parvonigra","Dasyatis parvonigra",23.3808176737615,102.089133712988
644,"Rhynchobatus_laevis","Rhynchobatus laevis",23.3237022705957,109.062404800762
645,"Arhynchobatis_asperrimus","Arhynchobatis asperrimus",23.3028389866444,104.177377968322
646,"Bathyraja_andriashevi","Bathyraja andriashevi",23.2930248302598,96.3791948666268
647,"Rhinobatos_hynnicephalus","Rhinobatos hynnicephalus",23.2891301997394,104.864528534012
648,"Okamejei_hollandi","Okamejei hollandi",23.2851157092102,102.235735368357
649,"Rajella_barnardi","Rajella barnardi",23.246142900733,96.1298836204651
650,"Malacoraja_kreffti","Malacoraja kreffti",23.2369772358351,104.725681600035
651,"Squalus_crassispinus","Squalus crassispinus",23.2086156812785,103.424257405625
652,"Haploblepharus_pictus","Haploblepharus pictus",23.1552314725957,102.588565399583
653,"Cruriraja_durbanensis","Cruriraja durbanensis",23.1380691789246,104.779463564861
654,"Himantura_granulata","Himantura granulata",23.1346506148269,99.1089972002984
655,"Malacoraja_senta","Malacoraja senta",23.1025384791952,101.169873735499
656,"Leucoraja_erinacea","Leucoraja erinacea",23.0394821858181,96.7498961881169
657,"Scyliorhinus_tokubee","Scyliorhinus tokubee",22.9972157480394,99.7963847986793
658,"Proscymnodon_macracanthus","Proscymnodon macracanthus",22.9896766196889,97.7608944995234
659,"Triakis_acutipinna","Triakis acutipinna",22.9891762409811,102.696203703205
660,"Scyliorhinus_garmani","Scyliorhinus garmani",22.9528806294038,103.623954836354
661,"Haploblepharus_kistnasamyi","Haploblepharus kistnasamyi",22.9434380081541,101.895912631944
662,"Rhynchobatus_springeri","Rhynchobatus springeri",22.9427617859745,108.681349427077
663,"Cephaloscyllium_fasciatum","Cephaloscyllium fasciatum",22.9063882014384,94.6590440455366
664,"Mustelus_lunulatus","Mustelus lunulatus",22.8873889662074,100.819923674629
665,"Raja_stellulata","Raja stellulata",22.8622411132078,98.5344004485841
666,"Rajella_lintea","Rajella lintea",22.7657756245392,101.391961230659
