"top20_ED_100tree","n_species","mean_ED","median_ED","length_mean","length_median","trophic.level_mean","trophic.level_median","max.depth_mean","max.depth_median","growth.ratio_mean","growth.ratio_median","shape.pc1_mean","shape.pc1_median","shape.pc2_mean","shape.pc2_median"
"Other species",1172,30.8032578841279,30.8032578841279,0.00364805751530346,-0.135805798658824,-0.0139329248547729,0.0880916126867653,-0.0317783902762855,0.145843417095147,-0.0523716864864783,-0.119159208844272,0.02927647943584,0.0934704573748377,0.0293137984225413,-0.0372898454886811
"Top 20 ED",20,112.158867241405,112.158867241405,1.16563239466981,1.12431484279729,0.0543510640798453,0.368028269658375,0.161207552910015,0.334138710850279,0.138895735930698,-0.0231187553610816,-0.0827114804144661,-0.361957341444002,-0.575225768480427,-0.411176807683266
