"species","Rank_ED","ED","Rank_min0","EvoHeritage_min0","Rank_min66","EvoHeritage_min66","Rank_min145","EvoHeritage_min145","change_min0_vs_ED","change_min66_vs_ED","change_min145_vs_ED","scientificname","valid_name","class","order","family","genus","major_group"
"Amblyraja hyperborea",1186,8.36793977472906,1185,7.53720531140061,1034,0.788257072278077,1087,0.179609554718029,-1,-152,-99,"Amblyraja hyperborea","Amblyraja hyperborea","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","ray"
"Amblyraja jenseni",1187,7.64298999876906,1188,6.73444105877304,1027,0.800121976780714,1058,0.185183839212846,1,-160,-129,"Amblyraja jenseni","Amblyraja jenseni","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","ray"
"Amblyraja radiata",878,19.7741454624652,856,18.1158145518137,1039,0.783303003713041,1010,0.204829483600911,-22,161,132,"Amblyraja radiata","Amblyraja radiata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","ray"
"Amblyraja reversa",1185,8.36793977472906,1186,7.43733924729655,1032,0.791598128498953,1050,0.188088761478992,1,-153,-135,"Amblyraja reversa","Amblyraja reversa","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","ray"
"Amblyraja robertsi",964,17.4047814350207,931,16.2251845972029,1004,0.831281063900282,1013,0.203105347902553,-33,40,49,"Amblyraja robertsi","Amblyraja hyperborea","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","ray"
"Amblyraja taaf",1154,10.1999873943957,1153,9.41571627881791,1016,0.814081228225741,1042,0.189971603419484,-1,-138,-112,"Amblyraja taaf","Amblyraja taaf","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","ray"
"Anacanthobatis americanus",773,23.0658705340149,749,20.5626824806343,543,2.61589958015099,659,0.323040327811121,-24,-230,-114,"Anacanthobatis americanus","Schroederobatis americana","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis","ray"
"Anacanthobatis donghaiensis",716,24.7421133528482,671,22.6118259811475,581,2.4217981123126,603,0.342495137042758,-45,-135,-113,"Anacanthobatis donghaiensis","Anacanthobatis donghaiensis","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis","ray"
"Anacanthobatis folirostris",609,28.3830796588982,584,24.9964036944978,547,2.60682851283328,1049,0.188112194985991,-25,-62,440,"Anacanthobatis folirostris","Springeria folirostris","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis","ray"
"Anacanthobatis longirostris",321,40.0167796074697,275,35.0059693803347,419,3.72044652232303,751,0.292148123044344,-46,98,430,"Anacanthobatis longirostris","Springeria longirostris","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis","ray"
"Anacanthobatis marmoratus",844,20.7144288378482,855,18.1255901996973,561,2.54138798404273,694,0.313312067925356,11,-283,-150,"Anacanthobatis marmoratus","Anacanthobatis marmorata","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis","ray"
