"species","Rank_ED","ED","Rank_min0","EvoHeritage_min0","Rank_min66","EvoHeritage_min66","Rank_min145","EvoHeritage_min145","change_min0_vs_ED","change_min66_vs_ED","change_min145_vs_ED","scientificname","valid_name","class","order","family","genus","major_group"
"Carcharodon carcharias",67,71.9708625508729,63,54.916412578555,99,10.465189867711,66,2.49081260003151,-4,32,-1,"Carcharodon carcharias","Carcharodon carcharias","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon","shark"
"Centrophorus atromarginatus",59,73.3709887666619,42,59.6647400724066,37,17.2791688556663,90,2.0791011587104,-17,-22,31,"Centrophorus atromarginatus","Centrophorus atromarginatus","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus granulosus",331,39.3454533843285,337,32.4130366347393,242,6.01880316060609,193,1.32943116987922,6,-89,-138,"Centrophorus granulosus","Centrophorus granulosus","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus harrissoni",503,31.3969131706285,549,25.7519214820113,279,5.49803911933881,202,1.30372954404272,46,-224,-301,"Centrophorus harrissoni","Centrophorus harrissoni","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus isodon",474,32.7005587261285,507,27.0279449123024,302,5.12848737117404,212,1.27938824057731,33,-172,-262,"Centrophorus isodon","Centrophorus isodon","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus lusitanicus",559,29.8581247604619,612,24.2991682624981,284,5.42033341199707,173,1.41560113686786,53,-275,-386,"Centrophorus lusitanicus","Centrophorus lusitanicus","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus moluccensis",560,29.8581247604619,610,24.3331303655125,280,5.49642909016503,170,1.43316916390019,50,-280,-390,"Centrophorus moluccensis","Centrophorus moluccensis","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus seychellorum",504,31.3969121706285,545,25.908962775835,287,5.35550536198609,205,1.29082328353789,41,-217,-299,"Centrophorus seychellorum","Centrophorus seychellorum","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus squamosus",110,58.1172650973285,85,49.6995111280972,143,8.22825875229324,108,1.86922724240626,-25,33,-2,"Centrophorus squamosus","Centrophorus squamosus","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus tessellatus",332,39.3454523843285,354,31.5173531589706,229,6.31966877749732,178,1.39347142322143,22,-103,-154,"Centrophorus tessellatus","Centrophorus tessellatus","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus westraliensis",220,46.7187036666619,201,38.5967292076459,223,6.423706665022,171,1.42247534790267,-19,3,-49,"Centrophorus westraliensis","Centrophorus westraliensis","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centrophorus zeehaani",60,73.3709887666619,54,56.5308628850542,44,16.1055737930807,70,2.42720542757744,-6,-16,10,"Centrophorus zeehaani","Centrophorus zeehaani","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","shark"
"Centroscyllium excelsum",868,20.0655955392556,948,15.7660381590381,402,3.8883397415829,399,0.641352980740369,80,-466,-469,"Centroscyllium excelsum","Centroscyllium excelsum","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","shark"
"Centroscyllium fabricii",743,24.0964263940056,757,20.4089561201341,380,4.12452006552268,407,0.628878779732986,14,-363,-336,"Centroscyllium fabricii","Centroscyllium fabricii","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","shark"
"Centroscyllium granulatum",867,20.0655955392556,942,15.9773015334057,387,4.05631848611384,394,0.655498555230637,75,-480,-473,"Centroscyllium granulatum","Centroscyllium granulatum","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","shark"
"Centroscyllium kamoharai",937,18.2806362727556,1025,13.9273139498001,393,4.01659014207549,362,0.701673977675779,88,-544,-575,"Centroscyllium kamoharai","Centroscyllium kamoharai","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","shark"
"Centroscyllium nigrum",938,18.2806362727556,1016,14.0911966725287,397,3.98114322091516,363,0.701673977675779,78,-541,-575,"Centroscyllium nigrum","Centroscyllium nigrum","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","shark"
"Centroscyllium ornatum",700,25.3769386530056,695,21.8411424908177,348,4.53687204692719,343,0.731592430803823,-5,-352,-357,"Centroscyllium ornatum","Centroscyllium ornatum","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","shark"
"Centroscyllium ritteri",744,24.0964263940056,763,20.3011342639132,372,4.20257964000575,342,0.735213203281961,19,-372,-402,"Centroscyllium ritteri","Centroscyllium ritteri","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","shark"
"Centroscymnus coelolepis",124,55.2126461840744,122,43.9947289029629,363,4.32223076417646,270,1.01854269715264,-2,239,146,"Centroscymnus coelolepis","Centroscymnus coelolepis","Elasmobranchii","Squaliformes","Somniosidae","Centroscymnus","shark"
"Centroscymnus owstonii",396,35.9884413252744,364,31.0639691551743,370,4.23369848056598,310,0.835859031072402,-32,-26,-86,"Centroscymnus owstonii","Centroscymnus owstonii","Elasmobranchii","Squaliformes","Somniosidae","Centroscymnus","shark"
"Centroselachus crepidater",80,66.6332293838935,70,52.9735594516124,127,8.96760778046434,153,1.55484589205502,-10,47,73,"Centroselachus crepidater","Centroselachus crepidater","Elasmobranchii","Squaliformes","Somniosidae","Centroselachus","shark"
"Cephaloscyllium albipinnum",917,18.7238949805724,933,16.2110669198857,809,1.72435866331017,384,0.672082566952236,16,-108,-533,"Cephaloscyllium albipinnum","Cephaloscyllium albipinnum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium cooki",545,30.2195407249464,525,26.6414210904974,713,2.0174937498354,350,0.721413434112569,-20,168,-195,"Cephaloscyllium cooki","Cephaloscyllium cooki","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium fasciatum",677,26.2410225499778,642,23.4141749828067,781,1.80915965300377,422,0.609511702290668,-35,104,-255,"Cephaloscyllium fasciatum","Cephaloscyllium fasciatum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium hiscosellum",949,17.809046242939,964,15.3887476669307,796,1.76179825307936,391,0.662118065794119,15,-153,-558,"Cephaloscyllium hiscosellum","Cephaloscyllium hiscosellum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium isabellum",899,19.2345053775724,913,16.745516697996,805,1.72895870989328,378,0.680651639464687,14,-94,-521,"Cephaloscyllium isabellum","Cephaloscyllium isabella","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium laticeps",823,21.4284069752857,818,18.9248571780206,818,1.67328448256128,374,0.682755030774225,-5,-5,-449,"Cephaloscyllium laticeps","Cephaloscyllium laticeps","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium maculatum",226,46.3195276811921,214,38.0734613665865,616,2.28069821097691,312,0.813527355364516,-12,390,86,"Cephaloscyllium maculatum","Cephaloscyllium fasciatum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium pardelotum",508,31.1912746207242,472,27.8069393621586,811,1.70613373021037,332,0.746003776424981,-36,303,-176,"Cephaloscyllium pardelotum","Cephaloscyllium fasciatum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium pictum",678,26.2410225499778,614,24.2335953200312,808,1.72439488227764,404,0.636934745510518,-64,130,-274,"Cephaloscyllium pictum","Cephaloscyllium pictum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium sarawakensis",888,19.4839230174524,899,17.0550137692965,841,1.6063764497322,349,0.724909176004118,11,-47,-539,"Cephaloscyllium sarawakensis","Cephaloscyllium sarawakense","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium signourum",909,18.9062481049112,947,15.7960545790409,647,2.18293635086319,449,0.567397052608264,38,-262,-460,"Cephaloscyllium signourum","Cephaloscyllium signourum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium silasi",407,35.0791096147242,389,30.0708862356716,732,1.95589166735028,375,0.682509237062689,-18,325,-32,"Cephaloscyllium silasi","Cephaloscyllium silasi","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium speccum",509,31.1912746207242,506,27.1426685141172,738,1.92710420544623,339,0.737509562704938,-3,229,-170,"Cephaloscyllium speccum","Cephaloscyllium speccum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium stevensi",910,18.9062481049112,950,15.7119610694002,652,2.17229223448338,450,0.567397052608264,40,-258,-460,"Cephaloscyllium stevensi","Cephaloscyllium stevensi","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium sufflans",283,41.7322697278075,277,34.9388580117577,714,2.01700570405085,418,0.61531855620744,-6,431,135,"Cephaloscyllium sufflans","Cephaloscyllium sufflans","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium umbratile",928,18.368103468439,946,15.9028529322558,815,1.69352804735115,382,0.676859275095046,18,-113,-546,"Cephaloscyllium umbratile","Cephaloscyllium umbratile","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium variegatum",793,22.3909471955714,793,19.6978003792772,820,1.66560679977346,365,0.700394491438675,0,27,-428,"Cephaloscyllium variegatum","Cephaloscyllium variegatum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium ventriosum",842,20.7234317873112,823,18.7897004878936,659,2.1498621825754,456,0.557730750547314,-19,-183,-386,"Cephaloscyllium ventriosum","Cephaloscyllium ventriosum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephaloscyllium zebrum",948,17.809047242939,968,15.2901853325871,798,1.75808763258035,381,0.679096437904125,20,-150,-567,"Cephaloscyllium zebrum","Cephaloscyllium zebrum","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","shark"
"Cephalurus cephalus",355,38.0502144732634,375,30.5423692618503,216,6.64275995501298,204,1.29192027862025,20,-139,-151,"Cephalurus cephalus","Cephalurus cephalus","Elasmobranchii","Carcharhiniformes","Pentanchidae","Cephalurus","shark"
"Cetorhinus maximus",20,100.944419104206,20,69.6695893493582,23,20.3296236435696,43,3.36860738010478,0,3,23,"Cetorhinus maximus","Cetorhinus maximus","Elasmobranchii","Lamniformes","Cetorhinidae","Cetorhinus","shark"
"Chaenogaleus macrostoma",131,54.283895606231,110,46.647783063963,340,4.65877029571737,913,0.235441946982844,-21,209,782,"Chaenogaleus macrostoma","Chaenogaleus macrostoma","Elasmobranchii","Carcharhiniformes","Hemigaleidae","Chaenogaleus","shark"
"Chiloscyllium arabicum",543,30.2561266634765,630,23.8430198679426,264,5.68469686746437,167,1.45013555812726,87,-279,-376,"Chiloscyllium arabicum","Chiloscyllium arabicum","Elasmobranchii","Orectolobiformes","Hemiscylliidae","Chiloscyllium","shark"
"Chiloscyllium burmensis",446,33.5063404618099,420,29.248107689961,254,5.82338431653556,144,1.6020249613192,-26,-192,-302,"Chiloscyllium burmensis","Chiloscyllium burmense","Elasmobranchii","Orectolobiformes","Hemiscylliidae","Chiloscyllium","shark"
"Chiloscyllium griseum",663,26.5521599699765,813,19.1115485707119,289,5.35108231745467,165,1.45986247983018,150,-374,-498,"Chiloscyllium griseum","Chiloscyllium griseum","Elasmobranchii","Orectolobiformes","Hemiscylliidae","Chiloscyllium","shark"
"Chiloscyllium hasseltii",662,26.5521599699765,810,19.1973037282103,285,5.36863372804712,164,1.46188938045798,148,-377,-498,"Chiloscyllium hasseltii","Chiloscyllium hasseltii","Elasmobranchii","Orectolobiformes","Hemiscylliidae","Chiloscyllium","shark"
"Chiloscyllium indicum",134,53.9315144459765,115,45.4097388461218,243,6.01857930070736,137,1.6296849709616,-19,109,3,"Chiloscyllium indicum","Chiloscyllium indicum","Elasmobranchii","Orectolobiformes","Hemiscylliidae","Chiloscyllium","shark"
"Chiloscyllium plagiosum",135,53.9315144459765,129,43.7402338303913,277,5.54790160374416,150,1.56367310271527,-6,142,15,"Chiloscyllium plagiosum","Chiloscyllium plagiosum","Elasmobranchii","Orectolobiformes","Hemiscylliidae","Chiloscyllium","shark"
"Chiloscyllium punctatum",93,60.7879954059765,89,49.3905309969799,227,6.34554632329545,99,1.97325642813993,-4,134,6,"Chiloscyllium punctatum","Chiloscyllium punctatum","Elasmobranchii","Orectolobiformes","Hemiscylliidae","Chiloscyllium","shark"
"Chimaera argiloba",390,36.498276323255,440,28.690989465849,208,6.71540953435199,127,1.71113763025199,50,-182,-263,"Chimaera argiloba","Chimaera argiloba","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera bahamaensis",141,53.0294816647853,153,41.7024130734909,241,6.02507648950267,179,1.38611162426358,12,100,38,"Chimaera bahamaensis","Chimaera bahamaensis","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera cubana",160,50.3112925911186,183,39.5393975977017,268,5.6709305788876,206,1.28838971214657,23,108,46,"Chimaera cubana","Chimaera cubana","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera fulva",415,34.87173959136,519,26.7381716241971,460,3.35197002018877,210,1.28442457260914,104,45,-205,"Chimaera fulva","Chimaera fulva","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera jordani",159,50.3112925911186,171,40.7877404335068,292,5.29312672963918,169,1.44151127735983,12,133,10,"Chimaera jordani","Chimaera jordani","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera lignaria",670,26.3699163185933,790,19.7307874663233,478,3.20671854914984,283,0.966180913697299,120,-192,-387,"Chimaera lignaria","Chimaera lignaria","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera macrospina",523,30.6869444586016,649,23.1722379867301,494,3.13552297155407,269,1.03121063776386,126,-29,-254,"Chimaera macrospina","Chimaera macrospina","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera monstrosa",524,30.6869434586016,650,23.1480278922369,499,3.11627911237228,265,1.05936954670051,126,-25,-259,"Chimaera monstrosa","Chimaera monstrosa","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera notafricana",671,26.3699163185933,792,19.7004993949746,482,3.19012407615596,284,0.966180913697299,121,-189,-387,"Chimaera notafricana","Chimaera notafricana","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera obscura",140,53.294145460255,131,43.625758512593,154,7.89815503392736,84,2.12354097022629,-9,14,-56,"Chimaera obscura","Chimaera obscura","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera opalescens",384,36.8586377681933,371,30.7353100135153,498,3.12234707620146,223,1.24645536176976,-13,114,-161,"Chimaera opalescens","Chimaera opalescens","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera owstoni",379,36.9839995465365,498,27.2737076875987,177,7.19693824030226,140,1.61179865634744,119,-202,-239,"Chimaera owstoni","Chimaera owstoni","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera panthera",325,39.53059411336,357,31.3369498191841,474,3.22170108996766,219,1.25443399206698,32,149,-106,"Chimaera panthera","Chimaera panthera","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chimaera phantasma",69,71.5656219418699,52,56.7145471330448,86,11.4505044203566,118,1.74976485669941,-17,17,49,"Chimaera phantasma","Chimaera phantasma","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","chimaera"
"Chlamydoselachus africana",34,86.620362642149,119,44.2362358821018,25,19.3351458348166,5,7.73883212837806,85,-9,-29,"Chlamydoselachus africana","Chlamydoselachus africana","Elasmobranchii","Hexanchiformes","Chlamydoselachidae","Chlamydoselachus","shark"
"Chlamydoselachus anguineus",33,86.620362642149,118,44.2362358821018,24,19.3351458348166,4,7.73883212837806,85,-9,-29,"Chlamydoselachus anguineus","Chlamydoselachus anguineus","Elasmobranchii","Hexanchiformes","Chlamydoselachidae","Chlamydoselachus","shark"
"Cirrhigaleus asper",73,69.1521100577141,57,56.094800026183,108,9.88950123707757,306,0.851511683020032,-16,35,233,"Cirrhigaleus asper","Cirrhigaleus asper","Elasmobranchii","Squaliformes","Squalidae","Cirrhigaleus","shark"
"Cirrhigaleus australis",182,48.9708794627141,149,41.9912440588925,149,8.12067132386513,296,0.90662429824594,-33,-33,114,"Cirrhigaleus australis","Cirrhigaleus australis","Elasmobranchii","Squaliformes","Squalidae","Cirrhigaleus","shark"
"Cirrhigaleus barbifer",181,48.9708794627141,185,39.4144455867998,150,7.93027324440439,311,0.829447979926448,4,-31,130,"Cirrhigaleus barbifer","Cirrhigaleus barbifer","Elasmobranchii","Squaliformes","Squalidae","Cirrhigaleus","shark"
"Cirrhoscyllium expolitum",302,40.7056207494163,522,26.7101954732597,170,7.38594411038308,82,2.19244317034306,220,-132,-220,"Cirrhoscyllium expolitum","Cirrhoscyllium expolitum","Elasmobranchii","Orectolobiformes","Parascylliidae","Cirrhoscyllium","shark"
"Cirrhoscyllium formosanum",303,40.7056207494163,469,27.9798276156254,159,7.65466764130787,77,2.35325179833335,166,-144,-226,"Cirrhoscyllium formosanum","Cirrhoscyllium formosanum","Elasmobranchii","Orectolobiformes","Parascylliidae","Cirrhoscyllium","shark"
"Cirrhoscyllium japonicum",232,45.0680188794163,361,31.1347103299023,145,8.21444807753658,55,2.64753848375388,129,-87,-177,"Cirrhoscyllium japonicum","Cirrhoscyllium japonicum","Elasmobranchii","Orectolobiformes","Parascylliidae","Cirrhoscyllium","shark"
"Crassinarke dormitor",679,26.2291546666679,684,22.1836921056883,459,3.35314526410167,334,0.74221315972236,5,-220,-345,"Crassinarke dormitor","Crassinarke dormitor","Elasmobranchii","Torpediniformes","Narkidae","Crassinarke","ray"
"Cruriraja andamanica",541,30.3943764228447,461,28.2775604530625,382,4.08615630342438,571,0.357004316813102,-80,-159,30,"Cruriraja andamanica","Cruriraja andamanica","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja","ray"
"Cruriraja atlantis",582,29.2861429271636,637,23.5819410499619,360,4.34437282353714,533,0.386036085004308,55,-222,-49,"Cruriraja atlantis","Cruriraja atlantis","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja","ray"
"Cruriraja cadenati",540,30.3943764228447,553,25.676077294144,441,3.4999353871714,562,0.365598198397272,13,-99,22,"Cruriraja cadenati","Cruriraja cadenati","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja","ray"
"Cruriraja durbanensis",583,29.2861429271636,634,23.6774105339718,355,4.47228188831374,534,0.385974557028394,51,-228,-49,"Cruriraja durbanensis","Cruriraja durbanensis","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja","ray"
"Cruriraja hulleyi",48,80.3928673578447,38,60.7228452274263,67,13.183174579224,469,0.532285408663917,-10,19,421,"Cruriraja hulleyi","Cruriraja hulleyi","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja","ray"
"Cruriraja parcomaculata",224,46.4191699898302,159,41.3898462783721,225,6.38920996884696,282,0.97188148566819,-65,1,58,"Cruriraja parcomaculata","Cruriraja parcomaculata","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja","ray"
"Cruriraja poeyi",433,34.1121886348302,409,29.435322949695,317,4.94068700560618,543,0.379841283312863,-24,-116,110,"Cruriraja poeyi","Cruriraja poeyi","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja","ray"
"Cruriraja rugosa",483,32.4581473741636,510,26.8635748222204,342,4.64799828773904,555,0.371377896815848,27,-141,72,"Cruriraja rugosa","Cruriraja rugosa","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja","ray"
"Ctenacis fehlmanni",288,41.4013240587352,276,34.9865494733018,211,6.6954877072101,327,0.753693626322716,-12,-77,39,"Ctenacis fehlmanni","Ctenacis fehlmanni","Elasmobranchii","Carcharhiniformes","Proscylliidae","Ctenacis","shark"
"Dactylobatus armatus",227,45.7050270516515,194,38.7869284786277,630,2.24345990807033,946,0.225964771405701,-33,403,719,"Dactylobatus armatus","Dactylobatus armatus","Elasmobranchii","Rajiformes","Rajidae","Dactylobatus","ray"
"Dactylobatus clarkii",228,45.7050270516515,209,38.2187113008324,693,2.05849165926201,949,0.22521971937309,-19,465,721,"Dactylobatus clarkii","Dactylobatus clarkii","Elasmobranchii","Rajiformes","Rajidae","Dactylobatus","ray"
"Dalatias licha",24,98.6090018008094,19,70.6463589467758,12,25.6686712935167,184,1.36877940521987,-5,-12,160,"Dalatias licha","Dalatias licha","Elasmobranchii","Squaliformes","Dalatiidae","Dalatias","shark"
"Dasyatis acutirostra",436,34.0814534759479,404,29.5960603924793,529,2.71912561046732,721,0.304955435588591,-32,93,285,"Dasyatis acutirostra","Telatrygon acutirostra","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis akajei",977,17.0917876940001,976,15.1322705593203,826,1.64640136683926,886,0.241150148414241,-1,-151,-91,"Dasyatis akajei","Hemitrygon akajei","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis americana",613,28.1205925285574,615,24.2309998088993,538,2.64539829698754,841,0.251739192004589,2,-75,228,"Dasyatis americana","Hypanus americanus","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis bennetti",932,18.3138073604334,956,15.5084234220871,823,1.65397966755811,891,0.240051292974743,24,-109,-41,"Dasyatis bennetti","Hemitrygon bennettii","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis brevicaudata",724,24.4341253031528,742,20.628294491504,774,1.83304627116356,778,0.279644581277194,18,50,54,"Dasyatis brevicaudata","Bathytoshia brevicaudata","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis centroura",755,23.6572054764862,771,20.1902438077118,742,1.91045678392309,632,0.330650537717523,16,-13,-123,"Dasyatis centroura","Bathytoshia centroura","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis chrysonota",343,38.56967245426,303,33.7780692288183,696,2.05670493091347,746,0.293374842229314,-40,353,403,"Dasyatis chrysonota","Dasyatis chrysonota","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis colarensis",371,37.4855177942812,317,33.3810396081134,537,2.65982721818751,707,0.310750889808021,-54,166,336,"Dasyatis colarensis","Fontitrygon colarensis","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis dipterura",308,40.6186802859479,229,37.4881131246698,519,2.81043923159599,635,0.329037681764339,-79,211,327,"Dasyatis dipterura","Hypanus dipterurus","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis fluviorum",1037,15.3168808196667,1050,13.2888155336303,842,1.60467746585465,812,0.265803899475681,13,-195,-225,"Dasyatis fluviorum","Hemitrygon fluviorum","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis garouaensis",1016,16.0824759676667,1005,14.3094290897667,831,1.63373155562863,804,0.268557293093622,-11,-185,-212,NA,NA,NA,NA,NA,NA,"unknown"
"Dasyatis geijskesi",604,28.5465782742812,550,25.7492099288728,562,2.53912337695662,745,0.293588904018565,-54,-42,141,"Dasyatis geijskesi","Fontitrygon geijskesi","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis gigantea",597,28.7181614947574,587,24.9227563731223,527,2.74411876930404,846,0.250084802703034,-10,-70,249,"Dasyatis gigantea","Dasyatis gigantea","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis guttata",774,23.0198273605812,809,19.2599921613088,572,2.48980891917977,705,0.311055992985654,35,-202,-69,"Dasyatis guttata","Hypanus guttatus","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis hastata",976,17.0917886940001,971,15.2109780088902,836,1.6241470529045,904,0.23706391696766,-5,-140,-72,"Dasyatis hastata","Dasyatis hastata","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis hypostigma",775,23.0198273605812,804,19.3868483299549,577,2.4593923735059,706,0.311055992985654,29,-198,-69,"Dasyatis hypostigma","Dasyatis hypostigma","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis izuensis",450,33.3845794833334,396,29.8229028990569,635,2.22968515263816,628,0.332236388350322,-54,185,178,"Dasyatis izuensis","Hemitrygon izuensis","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis laevigata",451,33.3845794833334,418,29.2636090231837,671,2.12236698296404,703,0.311344089644378,-33,220,252,"Dasyatis laevigata","Hemitrygon laevigata","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis laosensis",900,19.2175947480001,882,17.4077176798919,821,1.66141755476016,864,0.247491869632574,-18,-79,-36,NA,NA,NA,NA,NA,NA,"unknown"
"Dasyatis lata",1031,15.582108305694,1041,13.5432809026051,864,1.49866847294101,917,0.234258261074601,10,-167,-114,"Dasyatis lata","Bathytoshia lata","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis longa",691,25.7549857920574,706,21.4619652699494,542,2.61817759594834,825,0.260977855377551,15,-149,134,"Dasyatis longa","Hypanus longus","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis margarita",263,43.346958746203,273,35.074825296377,512,2.95358344405664,572,0.355271908481301,10,249,309,"Dasyatis margarita","Fontitrygon margarita","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis margaritella",262,43.346958746203,189,39.0693442944353,510,2.98991381444688,594,0.345936146188414,-73,248,332,"Dasyatis margaritella","Fontitrygon margaritella","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis marianae",690,25.7549867920574,758,20.4009798482825,534,2.68608893325525,855,0.248698773662937,68,-156,165,"Dasyatis marianae","Hypanus marianae","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis marmorata",130,54.2985781748433,127,43.8341542646634,725,1.97599452755597,758,0.288921643435877,-3,595,628,"Dasyatis marmorata","Dasyatis marmorata","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis matsubarai",723,24.4341253031528,715,21.2583861442397,789,1.79583819509722,797,0.272490235570701,-8,66,74,"Dasyatis matsubarai","Bathytoshia brevicaudata","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
"Dasyatis microps",31,87.3029707076845,39,60.7081664266195,78,11.7023295822981,536,0.385322219398802,8,47,505,"Dasyatis microps","Megatrygon microps","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","ray"
