"tip.label","mean_ED","median_ED","sd_ED","mean_rank","top20_count","top20_frequency","mean_EH_66","median_EH_66","sd_EH_66","mean_rank_66","median_rank_66","top20_count_66","top20_frequency_66","mean_EH_145","median_EH_145","sd_EH_145","mean_rank_145","median_rank_145","top20_count_145","top20_frequency_145","species","rank_change_66_vs_ED","rank_change_145_vs_ED","rank_change_145_vs_66"
"Rhinoptera_hainanensis",25.5465091022659,24.3693548444611,10.2312590914721,680.48,0,0,2.30341005024585,2.22179427427076,0.829620049737664,598.57,580.5,0,0,0.346290998451324,0.338982322128614,0.100552528609398,623.48,616,0,0,"Rhinoptera hainanensis",-81.91,-57,24.91
"Galeus_priapus",26.3402956582456,22.0666274151362,13.0291931269686,681.12,0,0,2.32970184614115,2.36194775286702,1.26106585650439,637.01,657,0,0,0.321097072688985,0.312860321265142,0.106365099519612,708.49,690.5,0,0,"Galeus priapus",-44.11,27.37,71.48
"Etmopterus_robinsi",25.632634826313,22.3818685598958,10.315106560401,682.35,0,0,2.2096650448733,2.21608340667615,0.942378208941868,637.76,662.5,0,0,0.579005827481154,0.573104457662743,0.207548738474403,413.47,412,0,0,"Etmopterus robinsi",-44.59,-268.88,-224.29
"Etmopterus_viator",25.7961633762093,23.2672219831503,11.5349640059279,682.54,0,0,2.27798170538499,2.23193873548622,1.27997002250332,633.63,643.5,0,0,0.562862638701291,0.562633183249155,0.193686162049035,424.73,425.5,0,0,"Etmopterus viator",-48.91,-257.81,-208.9
"Parmaturus_lanatus",25.5244759153837,24.1026694802238,10.102350043947,682.59,0,0,2.09681580098848,2.16577402827232,0.934217199809918,670.73,668.5,0,0,0.317541944585742,0.316727123555083,0.108891113334372,714.54,692,0,0,"Parmaturus lanatus",-11.86,31.9499999999999,43.8099999999999
"Himantura_walga",24.1328798682095,24.285094713941,3.08655354563036,682.61,0,0,1.50489915364208,1.48602815329301,0.297457858245006,788.74,842,0,0,0.280945929044021,0.271060635195702,0.0605781766858898,784.85,782,0,0,"Himantura walga",106.13,102.24,-3.88999999999999
"Etmopterus_carteri",25.2146556985243,23.0644945104448,9.7775721813845,685.03,0,0,2.24542736295089,2.31231147459754,1.02795915772685,636.92,654,0,0,0.57214684279606,0.582390964446524,0.187332585556104,420.41,418,0,0,"Etmopterus carteri",-48.11,-264.62,-216.51
"Carcharhinus_sorrah",24.8028974960022,22.7039121206132,8.30553597504371,685.15,0,0,0.888840869450969,0.923894032999997,0.245283805894938,982.33,976,0,0,0.244548269976865,0.248477687575603,0.0636841898181135,937.39,942,0,0,"Carcharhinus sorrah",297.18,252.24,-44.9400000000001
"Apristurus_macrostomus",26.7719304477971,23.1352388470517,15.9538611689374,685.55,0,0,2.22489909538751,1.84320788023725,2.46739990783298,709.98,772,0,0,0.314139372100045,0.304700059638346,0.125298876850232,733.19,718.5,0,0,"Apristurus macrostomus",24.4300000000001,47.6400000000001,23.21
"Urolophus_mitosis",25.4621416511182,23.313131555568,11.1008434601648,686.18,0,0,2.78448843633568,2.13561473760915,1.91017822305372,572.78,653.5,0,0,0.354162818429023,0.338496004010696,0.115508733972387,614.63,597.5,0,0,"Urolophus mitosis",-113.4,-71.55,41.85
"Rhizoprionodon_longurio",24.3328823189663,25.3038382799675,5.43633215171827,686.67,0,0,1.71027791545147,1.70157853947845,0.859802330489979,788.44,786,0,0,0.277167628256078,0.284187055517299,0.0799898517055641,825.69,825.5,0,0,"Rhizoprionodon longurio",101.77,139.02,37.25
"Torpedo_marmorata",25.0519914638708,24.479959744125,8.95028868856735,687.14,0,0,2.50728468702844,2.42382688916962,0.461831279339782,556.23,593.5,0,0,0.649926592452129,0.640185433697771,0.139747522970847,366.54,389,0,0,"Torpedo marmorata",-130.91,-320.6,-189.69
"Apristurus_gibbosus",25.8569880605971,22.74531301645,11.8491096283572,687.7,0,0,1.92845296973878,1.8466969135673,1.05320610749264,728.63,759.5,0,0,0.313317460402967,0.299644752662904,0.102551989415159,730.63,730,0,0,"Apristurus gibbosus",40.93,42.93,2
"Carcharhinus_sealei",24.317904076815,24.683064113956,5.70671555547933,687.91,0,0,0.899388526924716,0.936655382539963,0.256020681690491,978.22,972.5,0,0,0.240180416003626,0.242239897038357,0.0649508727925475,957.9,962.5,0,0,"Carcharhinus sealei",290.31,269.99,-20.32
"Torpedo_tremens",25.6054017412692,22.2301720974371,11.8319341744125,688.01,0,0,2.67085528407214,2.49744951362602,0.818008310887617,534.11,567.5,0,0,0.662539966279256,0.627043423693376,0.164518879535355,363.28,371.5,0,0,"Torpedo tremens",-153.9,-324.73,-170.83
"Urolophus_circularis",26.5776361168273,22.5801731120829,14.6627561368248,688.28,1,0.01,2.86581017536176,2.16814556604532,2.41322710931999,574.17,640,0,0,0.366397697026023,0.346939280792995,0.155958947203686,601.7,581,0,0,"Urolophus circularis",-114.11,-86.5799999999999,27.5300000000001
"Galeus_gracilis",26.2877311783197,22.2315928678384,14.3931859171126,688.3,0,0,2.4480840448618,2.33526292944022,2.03830809317723,638.56,664,0,0,0.321871152158942,0.315173499293122,0.114970341192643,714,705,0,0,"Galeus gracilis",-49.74,25.7,75.44
"Torpedo_adenensis",25.4021040887198,22.5823194341359,10.7487915790718,688.57,0,0,2.58144725746297,2.43608859759635,0.594219153449859,546.76,591.5,0,0,0.650186882205197,0.616227576214063,0.145292475567321,367.42,388,0,0,"Torpedo adenensis",-141.81,-321.15,-179.34
"Apristurus_riveri",25.7178889318319,22.2253530984699,11.3857434536765,688.82,0,0,1.90371649682672,1.87814085246781,0.96905482983369,728.29,771.5,0,0,0.315541400258329,0.302102125413073,0.109752945466199,721.39,706,0,0,"Apristurus riveri",39.4699999999999,32.5699999999999,-6.89999999999998
"Torpedo_panthera",25.9089544646882,21.9352480566613,12.3664405400535,689.14,0,0,2.74782517998548,2.4494799715329,0.967350455578515,529.57,594.5,0,0,0.656764268316567,0.634042308705208,0.1497959257644,363.31,373.5,0,0,"Torpedo panthera",-159.57,-325.83,-166.26
"Torpedo_zugmayeri",25.5531067687356,22.317590482387,11.5215439616666,689.22,0,0,2.65788801491319,2.49743171909307,0.874809495300804,537.32,574,0,0,0.662026899198197,0.65238680936954,0.144520001907664,363.58,373.5,0,0,"Torpedo zugmayeri",-151.9,-325.64,-173.74
"Etmopterus_sculptus",26.2016817777369,24.3693515519623,13.5652130401623,689.3,0,0,2.35334322457405,2.2231241904593,1.58951756813555,629.1,648.5,0,0,0.582315171237128,0.579316438270367,0.217199089420408,414.76,409.5,0,0,"Etmopterus sculptus",-60.1999999999999,-274.54,-214.34
"Malacoraja_spinacidermis",25.0186705174426,23.574756292896,9.34053699056866,689.87,0,0,1.5906381284028,1.46061358068666,1.09204196144901,841.14,864,0,0,0.256607029548933,0.229921067471824,0.11951105838001,926.87,944,0,0,"Malacoraja spinacidermis",151.27,237,85.73
"Rhizoprionodon_lalandii",24.1712521064266,24.906328852294,5.37458441787092,690.21,0,0,1.71864751570691,1.7882782438932,0.860763230291381,784.96,781,0,0,0.275079535933267,0.27353631895446,0.0792875457630316,835.58,831.5,0,0,"Rhizoprionodon lalandii",94.75,145.37,50.62
"Fenestraja_maceachrani",25.1616296972552,23.128393547508,10.6643309559443,690.9,0,0,1.78499269662589,1.04344191875439,1.74015885862472,829.69,911,0,0,0.276155086599103,0.245325054394,0.128467738460961,878.71,934.5,0,0,"Fenestraja maceachrani",138.79,187.81,49.02
"Squatina_albipunctata",24.1809841164987,24.9585836806775,5.20266523687101,691.3,0,0,3.71853388634134,3.70236225610533,1.09566201730178,387.95,386,0,0,1.19090924004439,1.19197826195687,0.421680630454073,211.76,212.5,0,0,"Squatina albipunctata",-303.35,-479.54,-176.19
"Triaenodon_obesus",24.7003007085099,23.9368895341468,8.70237705161153,691.54,0,0,0.892435562015899,0.94395470805519,0.254695933521365,983.12,975,0,0,0.246675983123342,0.252439021197906,0.0659936570009144,931.31,930,0,0,"Triaenodon obesus",291.58,239.77,-51.8100000000001
"Torpedo_bauchotae",25.3494445918189,22.8055656583415,11.101605095256,692.17,0,0,2.70621624163786,2.49268478501096,0.802473800058579,530.49,561.5,0,0,0.661944758140369,0.652997607285861,0.150361722754293,363.91,369.5,0,0,"Torpedo bauchotae",-161.68,-328.26,-166.58
"Scyliorhinus_stellaris",24.3008177912076,24.4187540563762,6.78736953551126,692.27,0,0,2.63812650571691,2.62534816808661,0.86223532656709,532.92,526,0,0,0.677191472236936,0.692532287726008,0.277801479753479,382.52,364.5,0,0,"Scyliorhinus stellaris",-159.35,-309.75,-150.4
"Urotrygon_microphthalmum",25.3133037888393,22.264065223673,10.8331950225936,692.66,0,0,2.08072595793828,1.96872457417738,0.737070408725663,656.82,668.5,0,0,0.29474287558731,0.283806799590143,0.0903214889942465,756.65,740,0,0,"Urotrygon microphthalmum",-35.8399999999999,63.99,99.8299999999999
"Etmopterus_litvinovi",25.4543691503328,23.651274231127,12.5981445835809,693.51,1,0.01,2.46796870031287,2.26936669332202,2.31071737438293,624.45,659.5,0,0,0.579332525934975,0.57404114458062,0.294647832344927,425.81,420.5,0,0,"Etmopterus litvinovi",-69.06,-267.7,-198.64
"Etmopterus_molleri",24.2306382831198,24.3012774268745,6.62942307267083,693.78,0,0,2.2841275537022,2.41735683445496,0.919727269788713,617.33,627.5,0,0,0.572969969682945,0.592751166094411,0.19393058668432,417.59,415,0,0,"Etmopterus molleri",-76.4499999999999,-276.19,-199.74
"Parmaturus_xaniurus",24.9667195502454,23.480890568067,9.58856106806753,695.59,0,0,2.07642389422642,2.24159463633544,0.904269344735418,673.09,657,0,0,0.323466953060638,0.314092998756922,0.109191169147883,696.72,692,0,0,"Parmaturus xaniurus",-22.5,1.13,23.63
"Neoraja_iberica",25.1089214591306,22.8589969371853,9.90723051930538,696.17,0,0,1.52469827912956,1.46927203377993,0.903344868922536,850.34,862.5,0,0,0.245197379109907,0.223792509045179,0.078371601503783,933.89,957,0,0,"Neoraja iberica",154.17,237.72,83.55
"Torpedo_tokionis",24.9643545203866,22.3712429383337,9.50218943771851,696.57,0,0,2.5266337467492,2.4139208959492,0.574709014209749,557.31,609,0,0,0.651145243347529,0.642158901382935,0.146622256284085,369.15,398.5,0,0,"Torpedo tokionis",-139.26,-327.42,-188.16
"Parmaturus_bigus",25.1762870896076,23.5359214772461,10.5088939301648,697.68,0,0,2.0898708679084,2.1269447743331,0.967793583346835,674.79,663,0,0,0.318421563164852,0.313793085023053,0.10631403885554,712.08,701,0,0,"Parmaturus bigus",-22.89,14.4000000000001,37.2900000000001
"Fenestraja_mamillidens",25.314703956676,22.088804681368,11.471503542392,699.68,0,0,1.83944578438188,1.09924613166582,1.65912991063536,816.35,905,0,0,0.267597253709762,0.244492330737565,0.105980311989626,884.7,934,0,0,"Fenestraja mamillidens",116.67,185.02,68.35
"Urolophus_neocaledoniensis",26.6646120513539,21.3321310676037,16.6804648212903,699.97,2,0.02,2.98604413791369,2.14363805117353,2.67479888919128,565.99,657,0,0,0.362249402928709,0.344296722803808,0.121731108073855,603.12,582.5,0,0,"Urolophus neocaledoniensis",-133.98,-96.85,37.13
"Urotrygon_aspidura",25.0498588468628,23.5657655179712,10.199561187473,700.77,0,0,2.08362012577766,1.98656050662735,0.628663008349729,650.88,669,0,0,0.295483570593349,0.286416951381184,0.077654235770636,751.42,749,0,0,"Urotrygon aspidura",-49.89,50.65,100.54
"Etmopterus_pycnolepis",24.8832597469251,23.0702924380508,10.2490563648038,701.76,0,0,2.15913355581965,2.32127907749049,0.845334974981417,644.42,657,0,0,0.572552240395454,0.584670640679418,0.194328591000514,422.71,420,0,0,"Etmopterus pycnolepis",-57.34,-279.05,-221.71
"Apristurus_saldanha",25.5624871042661,22.2016275345414,12.1599167835463,701.93,0,0,1.92058214116258,1.90546464630112,1.20932741837883,735.37,772,0,0,0.310540411621869,0.306957195616882,0.100018726581097,734.11,707.5,0,0,"Apristurus saldanha",33.4400000000001,32.1800000000001,-1.25999999999999
"Apristurus_canutus",25.9602953747863,21.2644709754076,13.6782074786444,702.27,0,0,2.02413742255369,1.91085724485018,1.41126832344346,722.4,773,0,0,0.309357459104512,0.303692363201054,0.099208656278633,738.39,734,0,0,"Apristurus canutus",20.13,36.12,15.99
"Neoraja_stehmanni",24.6983744306151,23.3008519691918,9.59360329381104,702.6,0,0,1.55046285581031,1.40284418175859,0.936047296994506,843.48,863.5,0,0,0.251516857662957,0.22961226568755,0.0847057424237491,920.65,921.5,0,0,"Neoraja stehmanni",140.88,218.05,77.17
"Urotrygon_caudispinosus",24.8113737389461,22.8937407086258,10.4586630775484,702.66,0,0,2.07521842773296,1.97750616821418,0.63969201835015,655.64,675.5,0,0,0.296857079847474,0.288712703102597,0.0885860169453948,751.46,755,0,0,"Urotrygon caudispinosus",-47.02,48.8000000000001,95.82
"Urolophus_orarius",24.6598507265896,22.7071523720041,10.1617992405028,702.86,0,0,2.57516304776771,2.12474033060337,1.71583672207886,595.04,653,0,0,0.366469681918785,0.33824330240624,0.145547424761987,599.28,593.5,0,0,"Urolophus orarius",-107.82,-103.58,4.24000000000001
"Torpedo_microdiscus",24.807721538448,21.404077809743,9.99042741840952,702.87,0,0,2.60651986092326,2.46926744750446,0.617551398708962,543.37,569,0,0,0.65111306949544,0.631391611080726,0.146845663685277,367.74,388,0,0,"Torpedo microdiscus",-159.5,-335.13,-175.63
"Glyphis_garricki",23.7591859350934,24.0179844528856,5.33642876496174,703.1,0,0,1.12883254566357,1.09979201975885,0.473277904815558,915.04,914,0,0,0.256926631710301,0.256405776105362,0.0738851780900945,899.2,884.5,0,0,"Glyphis garricki",211.94,196.1,-15.8399999999999
"Parmaturus_melanobranchus",25.4104428794872,22.0996653940225,12.0279808301956,703.78,0,0,2.17852584936201,2.17652632621816,1.28182261521054,667.93,670,0,0,0.319983345444406,0.319800052546741,0.107360159455054,704.18,681,0,0,"Parmaturus melanobranchus",-35.85,0.399999999999977,36.25
"Dipturus_kwangtungensis",25.2563288727578,24.6162765570287,11.5464272482525,704.03,0,0,0.665382275242946,0.607933157262807,0.378625708243442,1114.28,1120.5,0,0,0.202588797682119,0.190846303761218,0.0558321139597957,1069.13,1098.5,0,0,"Dipturus kwangtungensis",410.25,365.1,-45.1499999999999
"Etmopterus_caudistigmus",24.8167206921305,23.0980212874119,10.4212516146928,704.37,0,0,2.19707250194518,2.23664935351739,0.895586291709581,635.27,641.5,0,0,0.566244358664065,0.55896395808332,0.196159307840364,422.42,421.5,0,0,"Etmopterus caudistigmus",-69.1,-281.95,-212.85
"Malacoraja_kreffti",24.5176177598578,23.8214337809494,9.08067449937631,705.41,0,0,1.61076756295805,1.44805356793908,1.24857981264429,838.55,850,0,0,0.254245020250193,0.239156633866562,0.109242433535724,928.5,944,0,0,"Malacoraja kreffti",133.14,223.09,89.95
"Torpedo_polleni",24.5777686713086,21.1737684180699,10.3619206540415,705.47,0,0,2.62644832317154,2.47653478154568,0.794280917748164,543.42,585.5,0,0,0.654993147794222,0.634844584248919,0.156059515969975,365.77,380,0,0,"Torpedo polleni",-162.05,-339.7,-177.65
"Galeus_mincaronei",25.7065321068292,21.6473357294964,13.0625158700862,705.48,0,0,2.37960873449949,2.18914465188747,1.49637249374656,638.45,674,0,0,0.318415778490503,0.312139981276394,0.10447967754418,713.48,699.5,0,0,"Galeus mincaronei",-67.03,8,75.03
"Urolophus_armatus",25.3858374700977,20.7998406635665,13.2492065570189,706.78,0,0,2.98714024259874,2.12357341055337,2.53217192163057,561.7,643.5,0,0,0.362125795568645,0.34580066206357,0.142106647580516,616.25,594,0,0,"Urolophus armatus",-145.08,-90.53,54.55
"Sympterygia_lima",23.7011226656797,22.6609486386115,6.37711427377869,706.89,0,0,1.23247323256738,1.04337710144249,0.621890467756978,883.22,899,0,0,0.274407380351557,0.243313110629225,0.102793754212968,844.44,850.5,0,0,"Sympterygia lima",176.33,137.55,-38.78
"Parmaturus_albimarginatus",24.6725436131764,22.566782051949,9.5102873357602,707.31,0,0,2.0883560342965,2.21833810364714,0.92051026354153,670,656,0,0,0.320496174798818,0.307832154174996,0.110048035188934,704.97,678.5,0,0,"Parmaturus albimarginatus",-37.3099999999999,-2.33999999999992,34.97
"Etmopterus_dislineatus",23.8188143247717,23.0079565787448,6.45071979805672,708.7,0,0,2.26784957044124,2.38865631319494,0.906182892543393,620.86,635.5,0,0,0.574982925328162,0.591179750895454,0.198391195380622,417.52,415,0,0,"Etmopterus dislineatus",-87.84,-291.18,-203.34
"Urolophus_deforgesi",25.2404319399051,20.8387206713602,13.0949601142279,708.75,0,0,3.02121776917396,2.09399841964431,2.41691471574809,556.81,605,0,0,0.366410904454415,0.333321527733362,0.162903643080443,603.3,583,0,0,"Urolophus deforgesi",-151.94,-105.45,46.49
"Urolophus_kapalensis",23.9834238096869,23.4849509952307,7.633328050699,708.81,0,0,2.08365308974434,2.06246987857092,0.456930579978527,645.89,673.5,0,0,0.34822414812023,0.329387001555619,0.10944651719423,620.96,610.5,0,0,"Urolophus kapalensis",-62.92,-87.8499999999999,-24.93
"Urotrygon_chilensis",24.605805964517,22.1446437461038,10.0703077799542,708.99,0,0,2.09423678298874,2.05759608944124,0.679116164118769,650.34,660,0,0,0.30049756957936,0.288218079488701,0.0871226770538844,738.63,739.5,0,0,"Urotrygon chilensis",-58.65,29.64,88.29
"Galeus_piperatus",25.2927919541244,22.4542436754627,11.7560565476785,709,0,0,2.23216953202683,2.26137565257313,1.05617965211419,649.1,682.5,0,0,0.317102874728626,0.310769398033626,0.105239729751412,717.2,712.5,0,0,"Galeus piperatus",-59.9,8.20000000000005,68.1
"Glyphis_glyphis",23.5828236452287,23.2281648028872,5.23085718521232,709.01,0,0,1.12623857253312,1.08134357936127,0.466153683394805,914.63,912.5,0,0,0.257861105394872,0.255599468536303,0.0778622415336812,899.79,883.5,0,0,"Glyphis glyphis",205.62,190.78,-14.84
"Apristurus_herklotsi",25.9093734921997,21.2218761929084,14.4055131278839,709.29,0,0,2.12158273943616,1.84510464996774,1.75940039622766,715.77,770,0,0,0.311995253262159,0.31196210973845,0.0973838757718656,720.67,706.5,0,0,"Apristurus herklotsi",6.48000000000002,11.38,4.89999999999998
"Scyliorhinus_canicula",23.7493470446097,22.5764869939568,6.21431254216518,709.69,0,0,2.64697348526178,2.61436789458454,0.890648218587527,532.29,532.5,0,0,0.670451165487111,0.687787326475189,0.286684742063487,389.53,368.5,0,0,"Scyliorhinus canicula",-177.4,-320.16,-142.76
"Urolophus_javanicus",25.0466201525435,21.4661832950798,12.7335420872379,710.5,0,0,2.81554231725617,2.23993613960725,1.78890917156978,557.15,607,0,0,0.360825735452853,0.335151598803465,0.118329377283033,617.46,607,0,0,"Urolophus javanicus",-153.35,-93.04,60.3100000000001
"Carcharhinus_leucas",24.0573260585145,22.8561012398682,8.21921648248856,711.09,0,0,0.889932730963819,0.926074371026943,0.252596164019948,986.02,975,0,0,0.243549731390484,0.245828021788512,0.0636304932692348,941.79,935,0,0,"Carcharhinus leucas",274.93,230.7,-44.23
"Raja_stellulata",23.6311947148139,24.1078483733874,5.69039316498847,712.55,0,0,0.718334978593851,0.63922544818849,0.472032416542285,1094.99,1110,0,0,0.20476535701778,0.191434258796939,0.0580117418874228,1069.11,1089.5,0,0,"Raja stellulata",382.44,356.56,-25.8800000000001
"Urotrygon_cimar",24.5085309327777,21.5601295742261,9.69391009464838,712.73,0,0,2.06458705721475,2.05141599252876,0.582832431014346,653.97,673,0,0,0.291299816456378,0.278502642157271,0.078500186602375,763.61,768,0,0,"Urotrygon cimar",-58.76,50.88,109.64
"Raja_rhina",23.6311947148139,24.1078483733874,5.69039316498847,713.55,0,0,0.71448836539811,0.642989857992659,0.466969465113964,1095.94,1112,0,0,0.204664356416224,0.19666129127458,0.0587236716495708,1066.55,1087,0,0,"Raja rhina",382.39,353,-29.3900000000001
"Parmaturus_albipenis",24.7868661044359,22.0066314635657,10.5226682584337,713.88,0,0,2.07528897439237,2.15734018418373,0.902910017259699,675.27,673.5,0,0,0.317867111693809,0.312649136216741,0.105462374935252,710.45,715.5,0,0,"Parmaturus albipenis",-38.61,-3.42999999999995,35.1800000000001
"Sympterygia_brevicaudata",23.5122573399705,22.5009440126572,6.14080362003662,713.94,0,0,1.221000252795,1.02127342469365,0.645084225824439,889.56,900,0,0,0.269825548087945,0.24169748020952,0.0933214974080779,854.83,859.5,0,0,"Sympterygia brevicaudata",175.62,140.89,-34.7299999999999
"Torpedo_fairchildi",24.3408138231849,21.6899157193911,9.52306440444416,714.07,0,0,2.59181299026615,2.46892163400986,0.581462223818684,540.4,584,0,0,0.666805848747203,0.676987022067364,0.135900745846526,357.8,371.5,0,0,"Torpedo fairchildi",-173.67,-356.27,-182.6
"Leucoraja_caribbaea",24.5392122091782,21.3283282643136,11.297358374655,714.54,0,0,0.989955878257362,0.934815490798016,0.543436832190689,978.2,975.5,0,0,0.22550731499229,0.217066932620612,0.0699895178344665,998.82,1007.5,0,0,"Leucoraja caribbaea",263.66,284.28,20.62
"Torpedo_andersoni",24.6019463155297,22.3203286485753,10.1568240837173,714.69,0,0,2.70533583920127,2.51867821190391,0.765872019738705,530.98,581.5,0,0,0.662259345780612,0.648978692831386,0.151919772721973,361.91,376,0,0,"Torpedo andersoni",-183.71,-352.78,-169.07
"Apristurus_internatus",25.9313318219126,21.9310169428452,15.4025679165567,715.06,0,0,2.07945501650846,1.86670387301906,1.84373446245442,727.52,782.5,0,0,0.309646000803974,0.2930333738371,0.102088771348587,736.65,717.5,0,0,"Apristurus internatus",12.46,21.59,9.13
"Urotrygon_nana",24.8534187232319,22.2806139159302,11.0417943389122,715.24,0,0,2.0633752302661,1.98157482907513,0.666220772921394,660.9,690,0,0,0.291577713739043,0.28487418646701,0.0752079861454667,759.48,734.5,0,0,"Urotrygon nana",-54.34,44.24,98.58
"Parmaturus_campechiensis",24.1656857606938,22.2853019907636,8.68652960646838,715.51,0,0,2.09041258498354,2.17252646260471,0.979582160372295,674.35,667,0,0,0.314661589417933,0.318354291992502,0.104040208263921,722.45,689.5,0,0,"Parmaturus campechiensis",-41.16,6.94000000000005,48.1
"Parmaturus_pilosus",24.5194130392486,22.3992628184725,9.98541275304925,715.67,0,0,2.07962668859714,2.14405684398595,0.946851646261441,676.53,677.5,0,0,0.32037603674655,0.314764881597083,0.112446897963057,711.51,695.5,0,0,"Parmaturus pilosus",-39.14,-4.15999999999997,34.98
"Squatina_pseudocellata",23.4451619209488,24.2550388170045,5.02930187813886,716.81,0,0,3.71472242043312,3.71433526649814,1.09236550536895,388.48,380.5,0,0,1.18358560308731,1.21835543125587,0.413851849835096,213.28,214,0,0,"Squatina pseudocellata",-328.33,-503.53,-175.2
"Urolophus_piperatus",24.6493658964502,22.5178952301092,11.4065655151109,716.99,0,0,2.76144816901126,2.1626841625653,1.63002302232541,565.25,603,0,0,0.352341422874206,0.334332752478844,0.10303798703106,616.39,595.5,0,0,"Urolophus piperatus",-151.74,-100.6,51.14
"Squatina_tergocellata",23.4210112798583,24.2550388170045,5.04425142562294,717.13,0,0,3.72290850581977,3.74799795516853,1.10225134936564,388.04,379.5,0,0,1.18730576512788,1.21386997210304,0.418652964688925,212.64,217,0,0,"Squatina tergocellata",-329.09,-504.49,-175.4
"Urotrygon_rogersi",23.7408716309975,22.9956330099381,7.66808581888217,717.3,0,0,2.05134160352082,2.00063686344274,0.582090375347264,656.96,676.5,0,0,0.29224995877799,0.286491219190701,0.076515095109766,757.64,755.5,0,0,"Urotrygon rogersi",-60.3399999999999,40.34,100.68
"Urotrygon_reticulata",24.073358480171,22.100262861309,9.58609648061862,717.54,0,0,2.0633543344818,1.97502361536571,0.645152451158051,657.13,684,0,0,0.291678867733712,0.278928171387697,0.0766266595160688,758.08,760,0,0,"Urotrygon reticulata",-60.41,40.5400000000001,100.95
"Apristurus_investigatoris",24.7497419371931,21.6478169891109,11.9432662356114,718.53,0,0,1.83954561167119,1.85932560163563,1.00025737745758,744.23,774.5,0,0,0.310225013845184,0.305914242619535,0.0902218337937839,725.35,716.5,0,0,"Apristurus investigatoris",25.7,6.82000000000005,-18.88
"Neoraja_africana",23.9649417227135,22.858141441196,8.60817576351465,719.03,0,0,1.53298579263924,1.48685114411115,0.918929130973314,849.57,864,0,0,0.259212438187743,0.23654110853451,0.116089351580942,907.87,943.5,0,0,"Neoraja africana",130.54,188.84,58.3
"Galeus_longirostris",24.7126661330272,21.0907563478758,11.9459826082311,720,0,0,2.27350032872825,2.20346383479704,1.26133745841989,650.6,671,0,0,0.319641221436714,0.3025050666024,0.108718362856019,716.93,702.5,0,0,"Galeus longirostris",-69.4,-3.07000000000005,66.3299999999999
"Urotrygon_peruanus",24.3599965566479,21.7567374166124,9.75758441054024,720.22,0,0,2.04263741500029,1.99446287996193,0.605653192815891,660.95,681.5,0,0,0.291759808649353,0.286615609724936,0.0746786131471584,760.88,774,0,0,"Urotrygon peruanus",-59.27,40.66,99.93
"Parmaturus_sp.",24.2865451021883,21.2815193197015,9.63150518386312,720.27,0,0,2.08803149001347,2.17182492864379,0.943874510829831,673.59,672,0,0,0.318818679377516,0.30738792149209,0.111300970263201,713.89,699.5,0,0,"Parmaturus sp.",-46.68,-6.38,40.3
"Apristurus_bucephalus",24.3850394003479,21.5490788682113,10.3210652119329,720.92,0,0,1.90750750658243,1.86837952887375,1.0552416576489,732.82,766.5,0,0,0.306318008584871,0.309463989426362,0.0980013088338684,744.37,736.5,0,0,"Apristurus bucephalus",11.9000000000001,23.45,11.55
"Urotrygon_serrula",24.3647554597356,22.536466025023,10.41993689664,721.49,0,0,2.0691748859104,1.99160942858466,0.625319539730287,653.72,666,0,0,0.294515563784013,0.290086277873208,0.0808746560373301,753.74,732,0,0,"Urotrygon serrula",-67.77,32.25,100.02
"Urotrygon_munda",23.9758735670565,23.0502475648845,9.33023578428854,723.45,0,0,2.02860130307311,1.96093762604649,0.612757488071296,666.15,679.5,0,0,0.296750556524444,0.281259503541072,0.0793240838540843,747.46,744.5,0,0,"Urotrygon munda",-57.3000000000001,24.01,81.3100000000001
"Torpedo_mackayana",23.858752553944,21.4742712194667,8.83192028042346,727.98,0,0,2.43804373147424,2.3598811150692,0.482373972075417,570.85,610.5,0,0,0.64049346626316,0.645323713422553,0.131988340611729,369.13,380,0,0,"Torpedo mackayana",-157.13,-358.85,-201.72
"Apristurus_sibogae",24.399942963507,22.0779717741323,12.5589618716442,730.52,0,0,1.93737639017179,1.74582243018625,1.35322430479045,737.41,784,0,0,0.312186567055294,0.308046223379678,0.101802088330074,729.68,735.5,0,0,"Apristurus sibogae",6.88999999999999,-0.840000000000032,-7.73000000000002
"Parmaturus_macmillani",23.812276497238,22.8176762860947,8.92680231643143,731.07,0,0,2.09414464246053,2.21446163079483,0.930008297887452,673.05,673,0,0,0.318160520245816,0.317925756802324,0.104897402093196,710.1,697.5,0,0,"Parmaturus macmillani",-58.0200000000001,-20.97,37.0500000000001
"Apristurus_parvipinnis",25.5990483065367,20.7157089097174,15.9208811746291,731.84,0,0,2.2345411105016,1.87538385091016,2.04472417924648,712.27,776.5,0,0,0.309624138347714,0.305264465970723,0.0934302255930223,730.62,722,0,0,"Apristurus parvipinnis",-19.57,-1.22000000000003,18.35
"Okamejei_arafurensis",24.0994846915476,22.6307954244017,10.7403534103842,731.93,0,0,0.786617668085974,0.661006662208465,0.533459252624618,1070.08,1080.5,0,0,0.210949501096358,0.20523661769859,0.0634983284839302,1053.09,1068,0,0,"Okamejei arafurensis",338.15,321.16,-16.99
"Okamejei_porosa",24.0628669926171,21.7553024778694,11.3842103721898,732.06,0,0,0.763441870233426,0.664398007974868,0.434187790063268,1076.07,1091.5,0,0,0.212785966378162,0.210014893475945,0.0643664982651729,1042.27,1072,0,0,"Okamejei porosa",344.01,310.21,-33.8
