"species","Rank","species_tree.x","ED_github","Rank_rho001","species_tree.y","EvoHeritage_rho001","Ancestral_EvoHeritage","rank_change"
"Etmopterus bullisi",1130,"Etmopterus_bullisi",11.5796240310025,1154,"Etmopterus_bullisi",9.20479213266047,103.476324101867,24
"Etmopterus burgessi",580,"Etmopterus_burgessi",29.3740254838583,529,"Etmopterus_burgessi",26.420835185092,97.6814473423262,-51
"Etmopterus carteri",890,"Etmopterus_carteri",19.4712155906916,918,"Etmopterus_carteri",16.4392135341699,96.8538331545807,28
"Etmopterus caudistigmus",657,"Etmopterus_caudistigmus",26.7719054648581,615,"Etmopterus_caudistigmus",24.2103452962294,101.762726960198,-42
"Etmopterus compagnoi",584,"Etmopterus_compagnoi",29.2551315908327,527,"Etmopterus_compagnoi",26.5145246918393,99.3609132844008,-57
"Etmopterus decacuspidatus",658,"Etmopterus_decacuspidatus",26.7719054648581,607,"Etmopterus_decacuspidatus",24.4025158209523,101.8868096229,-51
"Etmopterus dianthus",740,"Etmopterus_dianthus",24.1223898703327,719,"Etmopterus_dianthus",21.1990114465475,102.456813826719,-21
"Etmopterus dislineatus",525,"Etmopterus_dislineatus",30.6660711892295,482,"Etmopterus_dislineatus",27.551141705914,105.429891890416,-43
"Etmopterus evansi",385,"Etmopterus_evansi",36.8549953859773,398,"Etmopterus_evansi",29.8340837529879,95.4718437929952,13
"Etmopterus fusus",581,"Etmopterus_fusus",29.3740254838583,537,"Etmopterus_fusus",26.2826600510275,99.9481674334278,-44
"Etmopterus gracilispinis",269,"Etmopterus_gracilispinis",42.6193072329438,250,"Etmopterus_gracilispinis",36.3870956602479,97.0221208097705,-19
"Etmopterus granulosus",1108,"Etmopterus_granulosus",12.7464454612041,1125,"Etmopterus_granulosus",10.5520271079485,103.761873351549,17
"Etmopterus hillianus",386,"Etmopterus_hillianus",36.8549953859773,318,"Etmopterus_hillianus",33.1759318330323,100.112736797251,-68
"Etmopterus joungi",526,"Etmopterus_joungi",30.6660701892295,497,"Etmopterus_joungi",27.3377828124968,102.616322868594,-29
"Etmopterus litvinovi",896,"Etmopterus_litvinovi",19.3604008139041,895,"Etmopterus_litvinovi",17.1107095865571,103.974431228251,-1
"Etmopterus lucifer",320,"Etmopterus_lucifer",40.0741351943962,272,"Etmopterus_lucifer",35.3613487751829,101.350034977053,-48
"Etmopterus molleri",466,"Etmopterus_molleri",32.9733488477295,404,"Etmopterus_molleri",29.6240308715809,103.772997789092,-62
"Etmopterus perryi",898,"Etmopterus_perryi",19.3094616136916,913,"Etmopterus_perryi",16.6097924641095,94.3581588425938,15
"Etmopterus polli",412,"Etmopterus_polli",34.8970952142771,377,"Etmopterus_polli",30.6749906287906,96.5344886206379,-35
"Etmopterus princeps",1109,"Etmopterus_princeps",12.7464444612041,1128,"Etmopterus_princeps",10.5134038932846,103.191066344059,19
"Etmopterus pseudosqualiolus",897,"Etmopterus_pseudosqualiolus",19.3094616136916,910,"Etmopterus_pseudosqualiolus",16.6610467157825,94.981946854389,13
"Etmopterus pusillus",279,"Etmopterus_pusillus",42.0819334596581,264,"Etmopterus_pusillus",35.699334414569,101.293552031301,-15
"Etmopterus pycnolepis",889,"Etmopterus_pycnolepis",19.4712155906916,911,"Etmopterus_pycnolepis",16.6214163610896,97.3729040298807,22
"Etmopterus robinsi",213,"Etmopterus_robinsi",47.1385970878581,193,"Etmopterus_robinsi",39.0710330683817,98.9283930758963,-20
"Etmopterus schmidti",149,"Etmopterus_schmidti",51.8754834779438,146,"Etmopterus_schmidti",41.7670488607598,101.523442351838,-3
"Etmopterus schultzi",290,"Etmopterus_schultzi",41.0260680992771,267,"Etmopterus_schultzi",35.4716306590703,96.976893507849,-23
"Etmopterus sculptus",721,"Etmopterus_sculptus",24.5772365768581,718,"Etmopterus_sculptus",21.1991271648868,100.586750215876,-3
"Etmopterus sentosus",722,"Etmopterus_sentosus",24.5772365768581,735,"Etmopterus_sentosus",20.7558430394558,99.6972295052162,13
"Etmopterus sheikoi",473,"Etmopterus_sheikoi",32.7086503868962,388,"Etmopterus_sheikoi",30.1904764434151,103.363988340024,-85
"Etmopterus spinax",1127,"Etmopterus_spinax",11.6225819222375,1151,"Etmopterus_spinax",9.27038504819537,103.635459463529,24
"Etmopterus splendidus",519,"Etmopterus_splendidus",30.9412269103583,504,"Etmopterus_splendidus",27.251037700079,98.8145330216559,-15
"Etmopterus unicolor",895,"Etmopterus_unicolor",19.3604008139041,892,"Etmopterus_unicolor",17.2110928193113,104.828446325524,-3
"Etmopterus viator",570,"Etmopterus_viator",29.7364445438962,526,"Etmopterus_viator",26.5770102966198,103.445246150924,-44
"Etmopterus villosus",1131,"Etmopterus_villosus",11.5796240310025,1155,"Etmopterus_villosus",9.19126622212176,103.249598583784,24
"Etmopterus virens",413,"Etmopterus_virens",34.8970952142771,361,"Etmopterus_virens",31.3312962571145,99.7069519292815,-52
"Eucrossorhinus dasypogon",25,"Eucrossorhinus_dasypogon",96.0110490042622,21,"Eucrossorhinus_dasypogon",69.6359773393884,100.41047558134,-4
"Euprotomicroides zantedeschia",352,"Euprotomicroides_zantedeschia",38.1709546609094,434,"Euprotomicroides_zantedeschia",28.8014670606843,95.9692193033521,82
"Euprotomicrus bispinatus",353,"Euprotomicrus_bispinatus",38.1709546609094,412,"Euprotomicrus_bispinatus",29.4476193242969,96.7600431425912,59
"Eusphyra blochii",113,"Eusphyra_blochii",57.6366012181726,104,"Eusphyra_blochii",46.5784641142014,96.4287006234198,-9
"Fenestraja atripinna",902,"Fenestraja_atripinna",19.2002099951173,909,"Fenestraja_atripinna",16.6811170401814,104.624143054841,7
"Fenestraja cubensis",810,"Fenestraja_cubensis",21.7192450405756,806,"Fenestraja_cubensis",19.2455902449312,103.897448627586,-4
"Fenestraja ishiyamai",427,"Fenestraja_ishiyamai",34.4327699204506,373,"Fenestraja_ishiyamai",30.7985835448915,104.897891637424,-54
"Fenestraja maceachrani",748,"Fenestraja_maceachrani",23.9232239315756,706,"Fenestraja_maceachrani",21.5898280598177,102.335766859753,-42
"Fenestraja mamillidens",564,"Fenestraja_mamillidens",29.8173734055756,514,"Fenestraja_mamillidens",26.9628373163852,104.449298498223,-50
"Fenestraja plutonia",901,"Fenestraja_plutonia",19.2002099951173,907,"Fenestraja_plutonia",16.7045215323192,106.690087090354,6
"Fenestraja sibogae",869,"Fenestraja_sibogae",19.9565492481173,869,"Fenestraja_sibogae",17.8965467296417,104.196041162321,0
"Fenestraja sinusmexicanus",811,"Fenestraja_sinusmexicanus",21.7192450405756,789,"Fenestraja_sinusmexicanus",19.6616230863184,104.847409905062,-22
"Figaro boardmani",242,"Figaro_boardmani",44.8464750919918,175,"Figaro_boardmani",40.0573214032844,106.699217205925,-67
"Figaro striatus",243,"Figaro_striatus",44.8464750919918,171,"Figaro_striatus",40.2228677991761,104.694753684633,-72
"Furgaleus macki",89,"Furgaleus_macki",62.1880711557795,78,"Furgaleus_macki",51.0143406215747,97.2058612630475,-11
"Galeocerdo cuvier",30,"Galeocerdo_cuvier",88.006459695559,43,"Galeocerdo_cuvier",59.7073156108837,106.41818006673,13
"Galeorhinus galeus",62,"Galeorhinus_galeus",72.9331472585795,67,"Galeorhinus_galeus",54.0146329481753,95.0675830183265,5
"Galeus antillensis",306,"Galeus_antillensis",40.6545195239674,278,"Galeus_antillensis",35.1796829896038,108.306827891977,-28
"Galeus arae",1003,"Galeus_arae",16.2241210937905,1012,"Galeus_arae",14.1075059992415,105.312359350209,9
"Galeus atlanticus",821,"Galeus_atlanticus",21.5187022629654,796,"Galeus_atlanticus",19.5627808852465,103.707259328704,-25
"Galeus cadenati",886,"Galeus_cadenati",19.5075535034654,882,"Galeus_cadenati",17.5247541125065,102.698544597881,-4
"Galeus eastmani",101,"Galeus_eastmani",59.7446250819335,80,"Galeus_eastmani",50.3124752172336,101.75000375909,-21
"Galeus gracilis",915,"Galeus_gracilis",18.7483400621004,931,"Galeus_gracilis",16.2568614473562,105.477365719371,16
"Galeus longirostris",414,"Galeus_longirostris",34.8900658152904,391,"Galeus_longirostris",30.0414852419825,100.135706328126,-23
"Galeus melastomus",802,"Galeus_melastomus",22.0948823605654,791,"Galeus_melastomus",19.6288482470118,102.080931917197,-11
"Galeus mincaronei",567,"Galeus_mincaronei",29.7764192971821,525,"Galeus_mincaronei",26.6177413823098,102.480554681447,-42
"Galeus murinus",307,"Galeus_murinus",40.6545195239674,353,"Galeus_murinus",31.6462175844082,104.241798705346,46
"Galeus nipponensis",818,"Galeus_nipponensis",21.6167317611821,804,"Galeus_nipponensis",19.3156699513139,107.800605091897,-14
"Galeus piperatus",1002,"Galeus_piperatus",16.2241210937905,1026,"Galeus_piperatus",13.8149072987454,105.186444633165,24
"Galeus polli",644,"Galeus_polli",27.1411387643154,614,"Galeus_polli",24.2117632982212,101.362074328959,-30
"Galeus priapus",887,"Galeus_priapus",19.5075535034654,883,"Galeus_priapus",17.4266007527355,102.879428916217,-4
"Galeus sauteri",102,"Galeus_sauteri",59.7446250819335,82,"Galeus_sauteri",50.1304545166092,101.320302122582,-20
"Galeus schultzi",817,"Galeus_schultzi",21.6167317611821,801,"Galeus_schultzi",19.4366955884679,107.08689268156,-16
"Galeus springeri",916,"Galeus_springeri",18.7483400621004,926,"Galeus_springeri",16.3410644174056,103.623366019332,10
"Ginglymostoma cirratum",218,"Ginglymostoma_cirratum",46.9020815694908,314,"Ginglymostoma_cirratum",33.2731119989225,94.6706472171024,96
"Glaucostegus cemiculus",399,"Glaucostegus_cemiculus",35.7781485555498,408,"Glaucostegus_cemiculus",29.5556548007317,102.161403649674,9
"Glaucostegus granulatus",400,"Glaucostegus_granulatus",35.7781485555498,499,"Glaucostegus_granulatus",27.3246456845241,97.8731326465354,99
"Glaucostegus halavi",248,"Glaucostegus_halavi",44.5289271215498,228,"Glaucostegus_halavi",37.5545078795544,98.654459226632,-20
"Glaucostegus microphthalmus",655,"Glaucostegus_microphthalmus",26.7774802855498,766,"Glaucostegus_microphthalmus",20.176481875947,105.098909040544,111
"Glaucostegus obtusus",668,"Glaucostegus_obtusus",26.4913225750498,752,"Glaucostegus_obtusus",20.4904308042259,106.069801034843,84
"Glaucostegus spinosus",669,"Glaucostegus_spinosus",26.4913225750498,749,"Glaucostegus_spinosus",20.5647297191057,106.459007964648,80
"Glaucostegus thouin",656,"Glaucostegus_thouin",26.7774802855498,773,"Glaucostegus_thouin",20.0260476795596,104.262431438181,117
"Glaucostegus typus",505,"Glaucostegus_typus",31.3054761455498,562,"Glaucostegus_typus",25.6559655129328,104.21737443449,57
"Glyphis fowlerae",855,"Glyphis_fowlerae",20.4555422138651,847,"Glyphis_fowlerae",18.2877235587048,98.5479404552232,-8
"Glyphis gangeticus",856,"Glyphis_gangeticus",20.4555422138651,870,"Glyphis_gangeticus",17.8882605217928,98.662345267388,14
"Glyphis garricki",787,"Glyphis_garricki",22.6294688785318,728,"Glyphis_garricki",20.9541092812026,96.7638735201485,-59
"Glyphis glyphis",647,"Glyphis_glyphis",27.0520136975318,588,"Glyphis_glyphis",24.9464909993093,98.1284324080116,-59
"Glyphis siamensis",788,"Glyphis_siamensis",22.6294688785318,765,"Glyphis_siamensis",20.2309498510793,98.1990324079214,-23
"Glyphis sp.1",490,"Glyphis_sp.1",32.0289336808651,449,"Glyphis_sp.1",28.5315498872349,96.4645006790581,-41
"Gogolia filewoodi",92,"Gogolia_filewoodi",61.1327175015795,85,"Gogolia_filewoodi",49.7809031921789,100.463474547752,-7
"Gollum attenuatus",119,"Gollum_attenuatus",55.764932339759,128,"Gollum_attenuatus",43.4838922509611,99.9916761527332,9
"Gollum suluensis",120,"Gollum_suluensis",55.764932339759,119,"Gollum_suluensis",44.6112747487115,98.591135323066,-1
"Gurgesiella atlantica",482,"Gurgesiella_atlantica",32.5519381106812,437,"Gurgesiella_atlantica",28.7481398071169,102.672274956192,-45
"Gurgesiella dorsalifera",481,"Gurgesiella_dorsalifera",32.5519381106812,427,"Gurgesiella_dorsalifera",29.0513114260685,102.516756268456,-54
"Gurgesiella furvescens",314,"Gurgesiella_furvescens",40.2115873096812,269,"Gurgesiella_furvescens",35.3817058493816,104.473501240202,-45
"Gymnura afuerae",104,"Gymnura_afuerae",58.5411278745219,110,"Gymnura_afuerae",45.1857966297708,103.035388396528,6
"Gymnura altavela",622,"Gymnura_altavela",27.8201188831886,689,"Gymnura_altavela",21.9293804648499,101.405439826451,67
"Gymnura australis",170,"Gymnura_australis",49.5906716316648,217,"Gymnura_australis",38.0214054830704,98.3525568786432,47
"Gymnura bimaculata",286,"Gymnura_bimaculata",41.4907777916648,256,"Gymnura_bimaculata",36.1603082288963,105.228596375545,-30
"Gymnura crebripunctata",420,"Gymnura_crebripunctata",34.8013798045219,401,"Gymnura_crebripunctata",29.7554386598552,100.974118525256,-19
"Gymnura crooki",193,"Gymnura_crooki",48.1116153616648,173,"Gymnura_crooki",40.1677754855631,101.707084355846,-20
"Gymnura hirundo",139,"Gymnura_hirundo",53.3697147566648,107,"Gymnura_hirundo",46.042179045958,100.859377362565,-32
"Gymnura japonica",169,"Gymnura_japonica",49.5906716316648,210,"Gymnura_japonica",38.2696573847639,99.3635899806174,41
"Gymnura marmorata",419,"Gymnura_marmorata",34.8013798045219,380,"Gymnura_marmorata",30.5016708397739,101.133498958061,-39
"Gymnura micrura",105,"Gymnura_micrura",58.5411278745219,95,"Gymnura_micrura",48.3284671111193,110.111268138289,-10
"Gymnura natalensis",432,"Gymnura_natalensis",34.1402067171886,428,"Gymnura_natalensis",29.0294105693704,100.641032211831,-4
"Gymnura poecilura",138,"Gymnura_poecilura",53.3697147566648,125,"Gymnura_poecilura",43.6617609359001,100.620314512726,-13
"Gymnura tentaculata",623,"Gymnura_tentaculata",27.8201188831886,710,"Gymnura_tentaculata",21.4606278800194,101.03146632984,87
"Gymnura zonura",285,"Gymnura_zonura",41.4907777916648,245,"Gymnura_zonura",36.6908829970944,105.7238023903,-40
"Halaelurus boesemani",273,"Halaelurus_boesemani",42.5375821430852,262,"Halaelurus_boesemani",35.7382196791717,97.8952063457212,-11
"Halaelurus buergeri",686,"Halaelurus_buergeri",25.7999011579519,741,"Halaelurus_buergeri",20.6476042394796,98.1191033724911,55
"Halaelurus lineatus",350,"Halaelurus_lineatus",38.2135986175852,295,"Halaelurus_lineatus",34.2177218680619,102.424613091996,-55
"Halaelurus maculosus",445,"Halaelurus_maculosus",33.5389535647519,418,"Halaelurus_maculosus",29.3690681105488,101.983008576637,-27
"Halaelurus natalensis",349,"Halaelurus_natalensis",38.2135986175852,308,"Halaelurus_natalensis",33.6099579114352,103.174598542153,-41
"Halaelurus quagga",444,"Halaelurus_quagga",33.5389535647519,396,"Halaelurus_quagga",29.8995964973671,99.7112387818916,-48
"Halaelurus sellus",685,"Halaelurus_sellus",25.7999011579519,742,"Halaelurus_sellus",20.6472253794491,98.105843271423,57
"Haploblepharus edwardsii",544,"Haploblepharus_edwardsii",30.2472138825376,502,"Haploblepharus_edwardsii",27.281037401051,104.478641289304,-42
"Haploblepharus fuscus",199,"Haploblepharus_fuscus",47.9322175725376,162,"Haploblepharus_fuscus",40.787480515725,102.780963444713,-37
"Haploblepharus kistnasamyi",653,"Haploblepharus_kistnasamyi",26.8228665620376,661,"Haploblepharus_kistnasamyi",22.9434380081541,101.895912631944,8
"Haploblepharus pictus",652,"Haploblepharus_pictus",26.8228665620376,652,"Haploblepharus_pictus",23.1552314725957,102.588565399583,0
"Harriotta haeckeli",198,"Harriotta_haeckeli",47.988532905646,303,"Harriotta_haeckeli",33.8672672573422,99.9805240171828,105
"Harriotta raleighana",197,"Harriotta_raleighana",47.988532905646,315,"Harriotta_raleighana",33.270204815156,97.3344962425645,118
"Heliotrygon gomesi",617,"Heliotrygon_gomesi",28.095358235331,565,"Heliotrygon_gomesi",25.5693156073518,97.7648633269343,-52
"Heliotrygon rosai",618,"Heliotrygon_rosai",28.095358235331,605,"Heliotrygon_rosai",24.4555826592182,97.910543134302,-13
"Hemigaleus australiensis",190,"Hemigaleus_australiensis",48.496187900231,147,"Hemigaleus_australiensis",41.7651990430555,99.3873870167091,-43
"Hemigaleus microstoma",189,"Hemigaleus_microstoma",48.496187900231,139,"Hemigaleus_microstoma",42.4553043201588,100.324479809439,-50
"Hemipristis elongata",26,"Hemipristis_elongata",95.4789400873739,32,"Hemipristis_elongata",62.7737614037803,100.864801760284,6
"Hemiscyllium freycineti",777,"Hemiscyllium_freycineti",23.0081421263563,862,"Hemiscyllium_freycineti",17.9804154269698,106.499061324031,85
"Hemiscyllium galei",452,"Hemiscyllium_galei",33.3524826799063,463,"Hemiscyllium_galei",28.0047496108661,106.306946950063,11
"Hemiscyllium hallstromi",778,"Hemiscyllium_hallstromi",23.0081421263563,864,"Hemiscyllium_hallstromi",17.9544873822856,106.617000336488,86
"Hemiscyllium henryi",531,"Hemiscyllium_henryi",30.5506189655063,545,"Hemiscyllium_henryi",26.0402243741475,107.232003380803,14
"Hemiscyllium michaeli",801,"Hemiscyllium_michaeli",22.1368998919063,929,"Hemiscyllium_michaeli",16.3105403976294,103.753437644982,128
"Hemiscyllium ocellatum",68,"Hemiscyllium_ocellatum",71.8956920846492,64,"Hemiscyllium_ocellatum",54.8557689777449,101.78746391366,-4
"Hemiscyllium strahani",800,"Hemiscyllium_strahani",22.1368998919063,925,"Hemiscyllium_strahani",16.3694417314043,102.57107415011,125
"Hemiscyllium trispeculare",530,"Hemiscyllium_trispeculare",30.5506189655063,559,"Hemiscyllium_trispeculare",25.7750601535393,109.140028600487,29
"Hemitriakis abdita",764,"Hemitriakis_abdita",23.3029609458128,818,"Hemitriakis_abdita",18.9646636332453,101.896400440869,54
"Hemitriakis complicofasciata",620,"Hemitriakis_complicofasciata",27.9677424507795,613,"Hemitriakis_complicofasciata",24.2142486895562,101.338354282112,-7
"Hemitriakis falcata",619,"Hemitriakis_falcata",27.9677424507795,612,"Hemitriakis_falcata",24.2782321273074,100.438122882191,-7
"Hemitriakis indroyonoi",152,"Hemitriakis_indroyonoi",51.1778804557795,116,"Hemitriakis_indroyonoi",44.7347620745115,101.61042767761,-36
"Hemitriakis japanica",763,"Hemitriakis_japanica",23.4502247091128,803,"Hemitriakis_japanica",19.3756083172358,103.847707024482,40
"Hemitriakis leucoperiptera",765,"Hemitriakis_leucoperiptera",23.3029609458128,823,"Hemitriakis_leucoperiptera",18.7408743838188,102.612404250491,58
"Heptranchias perlo",45,"Heptranchias_perlo",80.786072691644,51,"Heptranchias_perlo",57.0638380405485,100.874978366795,6
"Heterodontus francisci",7,"Heterodontus_francisci",120.577239087092,8,"Heterodontus_francisci",75.1212819474409,96.4409615595442,1
"Heterodontus galeatus",133,"Heterodontus_galeatus",54.1255254929493,176,"Heterodontus_galeatus",40.0244402790877,98.6043652994267,43
"Heterodontus japonicus",146,"Heterodontus_japonicus",52.1978295679493,246,"Heterodontus_japonicus",36.6411195636165,103.102211303999,100
"Heterodontus mexicanus",17,"Heterodontus_mexicanus",103.119928327092,10,"Heterodontus_mexicanus",74.1447794210465,99.3559265452308,-7
"Heterodontus omanensis",147,"Heterodontus_omanensis",52.1978295679493,232,"Heterodontus_omanensis",37.3921262203517,105.291705840005,85
"Heterodontus portusjacksoni",132,"Heterodontus_portusjacksoni",54.1255254929493,174,"Heterodontus_portusjacksoni",40.1428683217001,99.6831339600464,42
"Heterodontus quoyi",212,"Heterodontus_quoyi",47.2241595439493,378,"Heterodontus_quoyi",30.6250924302778,93.8673418028227,166
"Heterodontus ramalheira",49,"Heterodontus_ramalheira",78.0040103979493,57,"Heterodontus_ramalheira",55.6003340680754,91.9089407217312,8
"Heterodontus zebra",211,"Heterodontus_zebra",47.2241605439493,367,"Heterodontus_zebra",31.0743381979216,94.3561497382343,156
"Heteronarce bentuviai",610,"Heteronarce_bentuviai",28.3356054771679,745,"Heteronarce_bentuviai",20.6301557163312,92.0547662495062,135
"Heteronarce garmani",402,"Heteronarce_garmani",35.6739929048346,362,"Heteronarce_garmani",31.2980471785249,93.4709480610475,-40
"Heteronarce mollis",611,"Heteronarce_mollis",28.3356054771679,737,"Heteronarce_mollis",20.7023735448907,93.4731026045851,126
"Heteronarce prabhui",521,"Heteronarce_prabhui",30.8426550601679,620,"Heteronarce_prabhui",24.0443250456928,93.8750764427887,99
"Heteroscymnoides marleyi",271,"Heteroscymnoides_marleyi",42.5764439329094,289,"Heteroscymnoides_marleyi",34.4457739470508,95.2245388597166,18
"Hexanchus griseus",116,"Hexanchus_griseus",57.2145800853107,255,"Hexanchus_griseus",36.1901829819552,106.337284534893,139
"Hexanchus nakamurai",117,"Hexanchus_nakamurai",57.2145800853107,283,"Hexanchus_nakamurai",34.7373998562278,103.556765487843,166
"Hexanchus vitulus",66,"Hexanchus_vitulus",72.0240333183107,76,"Hexanchus_vitulus",51.0508232258051,102.372957559028,10
"Hexatrygon bickelli",4,"Hexatrygon_bickelli",138.947657969357,5,"Hexatrygon_bickelli",77.5156469015006,100.855059090763,1
"Himantura astra",974,"Himantura_astra",17.137511476932,1001,"Himantura_astra",14.3535207155903,97.4496787388676,27
"Himantura dalyensis",969,"Himantura_dalyensis",17.277201767294,957,"Himantura_dalyensis",15.6408762580525,99.4837417852035,-12
"Himantura fai",877,"Himantura_fai",19.7884911937463,891,"Himantura_fai",17.2514666711591,100.547656772927,14
"Himantura gerrardi",513,"Himantura_gerrardi",31.175088268794,469,"Himantura_gerrardi",27.8442192311434,99.1325131958248,-44
"Himantura granulata",625,"Himantura_granulata",27.670804782383,654,"Himantura_granulata",23.1346506148269,99.1089972002984,29
"Himantura hortlei",542,"Himantura_hortlei",30.2791628677463,493,"Himantura_hortlei",27.3983953425447,97.9557978886957,-49
"Himantura imbricata",1030,"Himantura_imbricata",15.582108305694,1024,"Himantura_imbricata",13.8465874917499,98.8910957939693,-6
"Himantura jenkinsii",600,"Himantura_jenkinsii",28.6544718501497,544,"Himantura_jenkinsii",26.0604575439177,101.84596465422,-56
"Himantura kittipongi",876,"Himantura_kittipongi",19.7884911937463,889,"Himantura_kittipongi",17.2574409051071,100.57952656844,13
"Himantura leoparda",528,"Himantura_leoparda",30.5616711370797,506,"Himantura_leoparda",27.2012212871026,97.1634750572241,-22
"Himantura lobistoma",145,"Himantura_lobistoma",52.516030040883,133,"Himantura_lobistoma",43.0305665210774,100.876046400189,-12
"Himantura marginata",795,"Himantura_marginata",22.3677005332463,762,"Himantura_marginata",20.309669013859,97.7718570077488,-33
"Himantura oxyrhyncha",440,"Himantura_oxyrhyncha",33.802901370994,389,"Himantura_oxyrhyncha",30.09762176162,93.5100190167057,-51
"Himantura pacifica",206,"Himantura_pacifica",47.3547877304792,158,"Himantura_pacifica",40.8908345980508,99.308658605679,-48
"Himantura pastinacoides",920,"Himantura_pastinacoides",18.512640214232,937,"Himantura_pastinacoides",16.1330322786988,97.5194483402758,17
"Himantura polylepis",624,"Himantura_polylepis",27.670804782383,630,"Himantura_polylepis",23.7721550811309,99.9791911123451,6
"Himantura randalli",601,"Himantura_randalli",28.6544708501497,536,"Himantura_randalli",26.2937783856304,102.717558271445,-65
"Himantura schmardae",205,"Himantura_schmardae",47.3547877304792,140,"Himantura_schmardae",42.3746006157928,103.787808808392,-65
"Himantura signifer",439,"Himantura_signifer",33.802901370994,417,"Himantura_signifer",29.3734323981002,95.0273962385799,-22
"Himantura toshi",973,"Himantura_toshi",17.137511476932,1000,"Himantura_toshi",14.3938924657176,97.4598084201076,27
"Himantura uarnacoides",430,"Himantura_uarnacoides",34.3192832701497,366,"Himantura_uarnacoides",31.0852715510943,103.689283812736,-64
"Himantura uarnak",751,"Himantura_uarnak",23.7487341037463,693,"Himantura_uarnak",21.8060758794252,98.1774765787299,-58
"Himantura undulata",794,"Himantura_undulata",22.3677015332463,753,"Himantura_undulata",20.45971965867,97.501992994065,-41
"Himantura walga",968,"Himantura_walga",17.277201767294,962,"Himantura_walga",15.5077629582062,99.0869351731571,-6
"Holohalaelurus favus",730,"Holohalaelurus_favus",24.2959227521558,871,"Holohalaelurus_favus",17.8494294682184,102.651616347468,141
"Holohalaelurus grennian",424,"Holohalaelurus_grennian",34.5335109715224,466,"Holohalaelurus_grennian",27.9047161653309,100.418959452551,42
"Holohalaelurus melanostigma",520,"Holohalaelurus_melanostigma",30.9037375320224,622,"Holohalaelurus_melanostigma",23.9774821555653,98.2377123682453,102
"Holohalaelurus punctatus",727,"Holohalaelurus_punctatus",24.3629338773558,859,"Holohalaelurus_punctatus",18.0069846758177,102.27121793965,132
"Holohalaelurus regani",731,"Holohalaelurus_regani",24.2959227521558,844,"Holohalaelurus_regani",18.3488502092308,105.157617609883,113
"Hongeo koreana",153,"Hongeo_koreana",51.1105613489492,159,"Hongeo_koreana",40.8239923915169,104.871771257834,6
"Hydrolagus affinis",713,"Hydrolagus_affinis",24.8510173699016,874,"Hydrolagus_affinis",17.7770906107985,95.9852538655139,161
"Hydrolagus africanus",195,"Hydrolagus_africanus",48.1113732933472,263,"Hydrolagus_africanus",35.7009840674935,102.742992241669,68
"Hydrolagus alberti",143,"Hydrolagus_alberti",52.5287613132852,153,"Hydrolagus_alberti",41.4734227362098,97.5363004599612,10
"Hydrolagus alphus",144,"Hydrolagus_alphus",52.5287613132852,156,"Hydrolagus_alphus",41.0246859607995,93.9713412994009,12
"Hydrolagus barbouri",389,"Hydrolagus_barbouri",36.498276323255,451,"Hydrolagus_barbouri",28.3593182906139,98.8537112861607,62
"Hydrolagus bemisi",326,"Hydrolagus_bemisi",39.53059411336,332,"Hydrolagus_bemisi",32.4839397369272,102.642189032983,6
"Hydrolagus colliei",333,"Hydrolagus_colliei",39.2914552019217,371,"Hydrolagus_colliei",30.8114606244307,98.1291645806878,38
"Hydrolagus deani",150,"Hydrolagus_deani",51.457969215255,157,"Hydrolagus_deani",40.9502876135786,96.7890106790324,7
"Hydrolagus eidolon",378,"Hydrolagus_eidolon",37.0188491329217,441,"Hydrolagus_eidolon",28.6999750464372,100.92101783939,63
"Hydrolagus homonycteris",377,"Hydrolagus_homonycteris",37.0188491329217,470,"Hydrolagus_homonycteris",27.8173859282039,97.7320567992039,93
"Hydrolagus lemures",405,"Hydrolagus_lemures",35.2182100321365,600,"Hydrolagus_lemures",24.6287103801054,100.628103415515,195
"Hydrolagus lusitanicus",416,"Hydrolagus_lusitanicus",34.87173959136,446,"Hydrolagus_lusitanicus",28.5616966530313,104.520053263014,30
"Hydrolagus macrophthalmus",631,"Hydrolagus_macrophthalmus",27.4407444932588,792,"Hydrolagus_macrophthalmus",19.6082932982415,93.429373693546,161
"Hydrolagus marmoratus",429,"Hydrolagus_marmoratus",34.3270305477588,447,"Hydrolagus_marmoratus",28.5616294397561,100.620938628489,18
"Hydrolagus matallanasi",299,"Hydrolagus_matallanasi",40.7729841589186,351,"Hydrolagus_matallanasi",31.6790530703211,97.0086627206498,52
"Hydrolagus mccoskeri",284,"Hydrolagus_mccoskeri",41.64387599686,301,"Hydrolagus_mccoskeri",33.9773860786845,102.958137149997,17
"Hydrolagus melanophasma",298,"Hydrolagus_melanophasma",40.7751083940921,286,"Hydrolagus_melanophasma",34.6383591116427,97.8143055543745,-12
"Hydrolagus mirabilis",714,"Hydrolagus_mirabilis",24.8510173699016,865,"Hydrolagus_mirabilis",17.9392764435444,95.2166718610998,151
"Hydrolagus mitsukurii",194,"Hydrolagus_mitsukurii",48.1113732933472,220,"Hydrolagus_mitsukurii",37.8206878362217,102.523606850542,26
"Hydrolagus novaezealandiae",268,"Hydrolagus_novaezealandiae",42.6670084904016,277,"Hydrolagus_novaezealandiae",35.1869250655641,98.8163614161039,9
"Hydrolagus ogilbyi",406,"Hydrolagus_ogilbyi",35.2182100321365,592,"Hydrolagus_ogilbyi",24.8390134738507,101.009070872625,186
