"species","Rank","species_tree.x","ED_github","Rank_rho001","species_tree.y","EvoHeritage_rho001","Ancestral_EvoHeritage","rank_change"
"Carcharhinus obscurus",1086,"Carcharhinus_obscurus",13.8013314683723,1089,"Carcharhinus_obscurus",12.4478519225978,98.833360915327,3
"Carcharhinus perezii",467,"Carcharhinus_perezii",32.8596062158485,440,"Carcharhinus_perezii",28.7036440357732,94.8610647823037,-27
"Carcharhinus plumbeus",963,"Carcharhinus_plumbeus",17.4614245776985,945,"Carcharhinus_plumbeus",15.9281755571599,98.7895429342397,-18
"Carcharhinus porosus",401,"Carcharhinus_porosus",35.679094877836,376,"Carcharhinus_porosus",30.6782693663597,97.8578852629364,-25
"Carcharhinus sealei",673,"Carcharhinus_sealei",26.273566735586,633,"Carcharhinus_sealei",23.699583121268,98.9347872831825,-40
"Carcharhinus signatus",255,"Carcharhinus_signatus",43.8342195066151,240,"Carcharhinus_signatus",37.0837180588123,102.182434987777,-15
"Carcharhinus sorrah",870,"Carcharhinus_sorrah",19.934702197436,851,"Carcharhinus_sorrah",18.1254483346884,97.9311185777251,-19
"Carcharhinus tilstoni",926,"Carcharhinus_tilstoni",18.3840011806151,914,"Carcharhinus_tilstoni",16.5996798848199,103.022339284746,-12
"Carcharhinus tjutjot",879,"Carcharhinus_tjutjot",19.6849037387056,841,"Carcharhinus_tjutjot",18.3776843897355,98.6696165521309,-38
"Carcharhinus wheeleri",784,"Carcharhinus_wheeleri",22.8502064124985,782,"Carcharhinus_wheeleri",19.7938840172632,102.656228971899,-2
"Carcharias taurus",9,"Carcharias_taurus",110.368168349206,11,"Carcharias_taurus",74.0853100527746,108.063402547287,2
"Carcharodon carcharias",67,"Carcharodon_carcharias",71.9708625508729,63,"Carcharodon_carcharias",54.9057576690708,98.430663002606,-4
"Centrophorus atromarginatus",59,"Centrophorus_atromarginatus",73.3709887666619,49,"Centrophorus_atromarginatus",57.8583731693587,97.0717761574525,-10
"Centrophorus granulosus",331,"Centrophorus_granulosus",39.3454533843285,309,"Centrophorus_granulosus",33.4434619001292,104.563532942479,-22
"Centrophorus harrissoni",503,"Centrophorus_harrissoni",31.3969131706285,553,"Centrophorus_harrissoni",25.845093978108,104.41068213287,50
"Centrophorus isodon",474,"Centrophorus_isodon",32.7005587261285,505,"Centrophorus_isodon",27.2063731321502,105.124992510977,31
"Centrophorus lusitanicus",559,"Centrophorus_lusitanicus",29.8581247604619,635,"Centrophorus_lusitanicus",23.6115983392696,102.867892677098,76
"Centrophorus moluccensis",560,"Centrophorus_moluccensis",29.8581247604619,582,"Centrophorus_moluccensis",25.0699733387499,104.333338106564,22
"Centrophorus seychellorum",504,"Centrophorus_seychellorum",31.3969121706285,558,"Centrophorus_seychellorum",25.775472597903,102.253268479258,54
"Centrophorus squamosus",110,"Centrophorus_squamosus",58.1172650973285,97,"Centrophorus_squamosus",47.9658546455369,103.445970013685,-13
"Centrophorus tessellatus",332,"Centrophorus_tessellatus",39.3454523843285,317,"Centrophorus_tessellatus",33.1892695809383,103.928706066382,-15
"Centrophorus westraliensis",220,"Centrophorus_westraliensis",46.7187036666619,192,"Centrophorus_westraliensis",39.1290045623843,103.504753509888,-28
"Centrophorus zeehaani",60,"Centrophorus_zeehaani",73.3709887666619,46,"Centrophorus_zeehaani",58.9870118638061,101.398844788317,-14
"Centroscyllium excelsum",868,"Centroscyllium_excelsum",20.0655955392556,920,"Centroscyllium_excelsum",16.4130037413754,103.468267177013,52
"Centroscyllium fabricii",743,"Centroscyllium_fabricii",24.0964263940056,763,"Centroscyllium_fabricii",20.2654945393788,102.191168987113,20
"Centroscyllium granulatum",867,"Centroscyllium_granulatum",20.0655955392556,915,"Centroscyllium_granulatum",16.5133295621809,104.005412121509,48
"Centroscyllium kamoharai",937,"Centroscyllium_kamoharai",18.2806362727556,1031,"Centroscyllium_kamoharai",13.7414536346923,100.081478208535,94
"Centroscyllium nigrum",938,"Centroscyllium_nigrum",18.2806362727556,1028,"Centroscyllium_nigrum",13.7699181199216,99.250323442778,90
"Centroscyllium ornatum",700,"Centroscyllium_ornatum",25.3769386530056,707,"Centroscyllium_ornatum",21.5593363492303,101.028716989236,7
"Centroscyllium ritteri",744,"Centroscyllium_ritteri",24.0964263940056,758,"Centroscyllium_ritteri",20.4214721384053,102.113331011954,14
"Centroscymnus coelolepis",124,"Centroscymnus_coelolepis",55.2126461840744,114,"Centroscymnus_coelolepis",44.8382016118656,102.132417220443,-10
"Centroscymnus owstonii",396,"Centroscymnus_owstonii",35.9884413252744,345,"Centroscymnus_owstonii",31.841583713399,96.2127723849415,-51
"Centroselachus crepidater",80,"Centroselachus_crepidater",66.6332293838935,65,"Centroselachus_crepidater",54.3951320430679,98.5841882009901,-15
"Cephaloscyllium albipinnum",917,"Cephaloscyllium_albipinnum",18.7238949805724,946,"Cephaloscyllium_albipinnum",15.8981285673063,98.1206935421174,29
"Cephaloscyllium cooki",545,"Cephaloscyllium_cooki",30.2195407249464,542,"Cephaloscyllium_cooki",26.1091948840491,97.3449198131323,-3
"Cephaloscyllium fasciatum",677,"Cephaloscyllium_fasciatum",26.2410225499778,663,"Cephaloscyllium_fasciatum",22.9063882014384,94.6590440455366,-14
"Cephaloscyllium hiscosellum",949,"Cephaloscyllium_hiscosellum",17.809046242939,976,"Cephaloscyllium_hiscosellum",15.0246592175856,97.1857706400126,27
"Cephaloscyllium isabellum",899,"Cephaloscyllium_isabellum",19.2345053775724,924,"Cephaloscyllium_isabellum",16.3742851483457,97.6262161222751,25
"Cephaloscyllium laticeps",823,"Cephaloscyllium_laticeps",21.4284069752857,824,"Cephaloscyllium_laticeps",18.7366402713629,99.9138913731564,1
"Cephaloscyllium maculatum",226,"Cephaloscyllium_maculatum",46.3195276811921,222,"Cephaloscyllium_maculatum",37.757184317288,100.474585913609,-4
"Cephaloscyllium pardelotum",508,"Cephaloscyllium_pardelotum",31.1912746207242,496,"Cephaloscyllium_pardelotum",27.3397203728265,98.3401857974178,-12
"Cephaloscyllium pictum",678,"Cephaloscyllium_pictum",26.2410225499778,638,"Cephaloscyllium_pictum",23.557961132618,96.3383968966997,-40
"Cephaloscyllium sarawakensis",888,"Cephaloscyllium_sarawakensis",19.4839230174524,908,"Cephaloscyllium_sarawakensis",16.698859662127,98.5495490764903,20
"Cephaloscyllium signourum",909,"Cephaloscyllium_signourum",18.9062481049112,948,"Cephaloscyllium_signourum",15.8168953001429,96.6951109625375,39
"Cephaloscyllium silasi",407,"Cephaloscyllium_silasi",35.0791096147242,386,"Cephaloscyllium_silasi",30.2115531697456,101.89122892157,-21
"Cephaloscyllium speccum",509,"Cephaloscyllium_speccum",31.1912746207242,500,"Cephaloscyllium_speccum",27.3199451942643,100.109257707757,-9
"Cephaloscyllium stevensi",910,"Cephaloscyllium_stevensi",18.9062481049112,939,"Cephaloscyllium_stevensi",16.0494203870051,96.4545178436418,29
"Cephaloscyllium sufflans",283,"Cephaloscyllium_sufflans",41.7322697278075,281,"Cephaloscyllium_sufflans",34.7878126065569,97.0641933948585,-2
"Cephaloscyllium umbratile",928,"Cephaloscyllium_umbratile",18.368103468439,960,"Cephaloscyllium_umbratile",15.5539418511436,96.1910766235341,32
"Cephaloscyllium variegatum",793,"Cephaloscyllium_variegatum",22.3909471955714,810,"Cephaloscyllium_variegatum",19.1560649003471,97.2960597273942,17
"Cephaloscyllium ventriosum",842,"Cephaloscyllium_ventriosum",20.7234317873112,852,"Cephaloscyllium_ventriosum",18.1100877784192,95.4195796685722,10
"Cephaloscyllium zebrum",948,"Cephaloscyllium_zebrum",17.809047242939,975,"Cephaloscyllium_zebrum",15.1245228517291,99.5119155596536,27
"Cephalurus cephalus",355,"Cephalurus_cephalus",38.0502144732634,384,"Cephalurus_cephalus",30.295869495177,97.7973003461946,29
"Cetorhinus maximus",20,"Cetorhinus_maximus",100.944419104206,22,"Cetorhinus_maximus",69.1027820339697,103.046248247657,2
"Chaenogaleus macrostoma",131,"Chaenogaleus_macrostoma",54.283895606231,112,"Chaenogaleus_macrostoma",45.0079619240603,104.348227279958,-19
"Chiloscyllium arabicum",543,"Chiloscyllium_arabicum",30.2561266634765,617,"Chiloscyllium_arabicum",24.1475966144394,101.509532277708,74
"Chiloscyllium burmensis",446,"Chiloscyllium_burmensis",33.5063404618099,456,"Chiloscyllium_burmensis",28.2069308155732,102.811347639084,10
"Chiloscyllium griseum",663,"Chiloscyllium_griseum",26.5521599699765,774,"Chiloscyllium_griseum",20.0064507689101,103.842438099247,111
"Chiloscyllium hasseltii",662,"Chiloscyllium_hasseltii",26.5521599699765,768,"Chiloscyllium_hasseltii",20.0781190490866,104.166534738798,106
"Chiloscyllium indicum",134,"Chiloscyllium_indicum",53.9315144459765,115,"Chiloscyllium_indicum",44.748628856284,110.202196305192,-19
"Chiloscyllium plagiosum",135,"Chiloscyllium_plagiosum",53.9315144459765,111,"Chiloscyllium_plagiosum",45.1756099866026,102.91570882542,-24
"Chiloscyllium punctatum",93,"Chiloscyllium_punctatum",60.7879954059765,84,"Chiloscyllium_punctatum",49.9873070911061,106.987148562,-9
"Chimaera argiloba",390,"Chimaera_argiloba",36.498276323255,478,"Chimaera_argiloba",27.6522145184066,97.3708017505594,88
"Chimaera bahamaensis",141,"Chimaera_bahamaensis",53.0294816647853,142,"Chimaera_bahamaensis",41.9941064811683,98.3853170727134,1
"Chimaera cubana",160,"Chimaera_cubana",50.3112925911186,166,"Chimaera_cubana",40.5267990274152,97.8659992601457,6
"Chimaera fulva",415,"Chimaera_fulva",34.87173959136,508,"Chimaera_fulva",27.1212358196934,99.9578467217438,93
"Chimaera jordani",159,"Chimaera_jordani",50.3112925911186,161,"Chimaera_jordani",40.7986520769398,95.4157766734164,2
"Chimaera lignaria",670,"Chimaera_lignaria",26.3699163185933,769,"Chimaera_lignaria",20.0606972919337,102.304465218708,99
"Chimaera macrospina",523,"Chimaera_macrospina",30.6869444586016,673,"Chimaera_macrospina",22.5867876023126,97.883657055518,150
"Chimaera monstrosa",524,"Chimaera_monstrosa",30.6869434586016,672,"Chimaera_monstrosa",22.6065922201291,97.9826801446007,148
"Chimaera notafricana",671,"Chimaera_notafricana",26.3699163185933,780,"Chimaera_notafricana",19.8272910351338,101.736588604464,109
"Chimaera obscura",140,"Chimaera_obscura",53.294145460255,126,"Chimaera_obscura",43.5505611055587,99.3031018992697,-14
"Chimaera opalescens",384,"Chimaera_opalescens",36.8586377681933,385,"Chimaera_opalescens",30.275742914706,101.185929528244,1
"Chimaera owstoni",379,"Chimaera_owstoni",36.9839995465365,488,"Chimaera_owstoni",27.4976921887039,100.855658777518,109
"Chimaera panthera",325,"Chimaera_panthera",39.53059411336,335,"Chimaera_panthera",32.2079242811068,97.8006091383098,10
"Chimaera phantasma",69,"Chimaera_phantasma",71.5656219418699,52,"Chimaera_phantasma",56.6496197107146,105.435926279959,-17
"Chlamydoselachus africana",34,"Chlamydoselachus_africana",86.620362642149,130,"Chlamydoselachus_africana",43.3668203188201,98.3568436160455,96
"Chlamydoselachus anguineus",33,"Chlamydoselachus_anguineus",86.620362642149,129,"Chlamydoselachus_anguineus",43.3668203188201,98.3568436160455,96
"Cirrhigaleus asper",73,"Cirrhigaleus_asper",69.1521100577141,58,"Cirrhigaleus_asper",55.51048429944,108.917253743807,-15
"Cirrhigaleus australis",182,"Cirrhigaleus_australis",48.9708794627141,155,"Cirrhigaleus_australis",41.063619661162,105.040999083155,-27
"Cirrhigaleus barbifer",181,"Cirrhigaleus_barbifer",48.9708794627141,160,"Cirrhigaleus_barbifer",40.8026085454589,107.483629390608,-21
"Cirrhoscyllium expolitum",302,"Cirrhoscyllium_expolitum",40.7056207494163,442,"Cirrhoscyllium_expolitum",28.6899516197592,106.533918696803,140
"Cirrhoscyllium formosanum",303,"Cirrhoscyllium_formosanum",40.7056207494163,423,"Cirrhoscyllium_formosanum",29.2853834582756,107.279600478541,120
"Cirrhoscyllium japonicum",232,"Cirrhoscyllium_japonicum",45.0680188794163,330,"Cirrhoscyllium_japonicum",32.4987147407338,100.101214263059,98
"Crassinarke dormitor",679,"Crassinarke_dormitor",26.2291546666679,676,"Crassinarke_dormitor",22.4395644778136,92.6907167373621,-3
"Cruriraja andamanica",541,"Cruriraja_andamanica",30.3943764228447,509,"Cruriraja_andamanica",27.0505401016751,96.0492241137106,-32
"Cruriraja atlantis",582,"Cruriraja_atlantis",29.2861429271636,642,"Cruriraja_atlantis",23.3942848360727,104.439334646053,60
"Cruriraja cadenati",540,"Cruriraja_cadenati",30.3943764228447,535,"Cruriraja_cadenati",26.3282484790959,95.4272397834211,-5
"Cruriraja durbanensis",583,"Cruriraja_durbanensis",29.2861429271636,653,"Cruriraja_durbanensis",23.1380691789246,104.779463564861,70
"Cruriraja hulleyi",48,"Cruriraja_hulleyi",80.3928673578447,34,"Cruriraja_hulleyi",61.4767794069205,101.40549417726,-14
"Cruriraja parcomaculata",224,"Cruriraja_parcomaculata",46.4191699898302,154,"Cruriraja_parcomaculata",41.4019021578203,108.02871830996,-70
"Cruriraja poeyi",433,"Cruriraja_poeyi",34.1121886348302,393,"Cruriraja_poeyi",30.0314140247524,104.841108945584,-40
"Cruriraja rugosa",483,"Cruriraja_rugosa",32.4581473741636,468,"Cruriraja_rugosa",27.8488867659181,106.346282021047,-15
"Ctenacis fehlmanni",288,"Ctenacis_fehlmanni",41.4013240587352,320,"Ctenacis_fehlmanni",33.0033124958392,96.275696337669,32
"Dactylobatus armatus",227,"Dactylobatus_armatus",45.7050270516515,205,"Dactylobatus_armatus",38.6173178850685,100.991570791017,-22
"Dactylobatus clarkii",228,"Dactylobatus_clarkii",45.7050270516515,186,"Dactylobatus_clarkii",39.3151622872152,106.647581032223,-42
"Dalatias licha",24,"Dalatias_licha",98.6090018008094,19,"Dalatias_licha",69.8873621400358,97.3129102687169,-5
"Dasyatis acutirostra",436,"Dasyatis_acutirostra",34.0814534759479,383,"Dasyatis_acutirostra",30.3783073278885,98.6861888509435,-53
"Dasyatis akajei",977,"Dasyatis_akajei",17.0917876940001,978,"Dasyatis_akajei",14.9441086433712,97.6847436542588,1
"Dasyatis americana",613,"Dasyatis_americana",28.1205925285574,609,"Dasyatis_americana",24.3621415371257,101.733133048103,-4
"Dasyatis bennetti",932,"Dasyatis_bennetti",18.3138073604334,932,"Dasyatis_bennetti",16.1934263431941,100.872323747821,0
"Dasyatis brevicaudata",724,"Dasyatis_brevicaudata",24.4341253031528,712,"Dasyatis_brevicaudata",21.4463380246705,98.0333843106388,-12
"Dasyatis centroura",755,"Dasyatis_centroura",23.6572054764862,788,"Dasyatis_centroura",19.6994231371786,99.4651133923052,33
"Dasyatis chrysonota",343,"Dasyatis_chrysonota",38.56967245426,293,"Dasyatis_chrysonota",34.2643143376613,98.5077899277736,-50
"Dasyatis colarensis",371,"Dasyatis_colarensis",37.4855177942812,285,"Dasyatis_colarensis",34.6689826065872,100.191987332973,-86
"Dasyatis dipterura",308,"Dasyatis_dipterura",40.6186802859479,260,"Dasyatis_dipterura",35.9689101717818,98.7424847685417,-48
"Dasyatis fluviorum",1037,"Dasyatis_fluviorum",15.3168808196667,1027,"Dasyatis_fluviorum",13.790208914404,100.595137789504,-10
"Dasyatis garouaensis",1016,"Dasyatis_garouaensis",16.0824759676667,1013,"Dasyatis_garouaensis",14.080008705602,99.8154092174038,-3
"Dasyatis geijskesi",604,"Dasyatis_geijskesi",28.5465782742812,568,"Dasyatis_geijskesi",25.536566700718,101.182218154222,-36
"Dasyatis gigantea",597,"Dasyatis_gigantea",28.7181614947574,567,"Dasyatis_gigantea",25.5538431515569,100.793199280807,-30
"Dasyatis guttata",774,"Dasyatis_guttata",23.0198273605812,812,"Dasyatis_guttata",19.1373059997593,100.697474367063,38
"Dasyatis hastata",976,"Dasyatis_hastata",17.0917886940001,988,"Dasyatis_hastata",14.6209981866285,96.4508635492162,12
"Dasyatis hypostigma",775,"Dasyatis_hypostigma",23.0198273605812,813,"Dasyatis_hypostigma",19.1372250460739,100.311686921668,38
"Dasyatis izuensis",450,"Dasyatis_izuensis",33.3845794833334,433,"Dasyatis_izuensis",28.8215722467935,102.705614377859,-17
"Dasyatis laevigata",451,"Dasyatis_laevigata",33.3845794833334,394,"Dasyatis_laevigata",30.02364711846,101.949587704679,-57
"Dasyatis laosensis",900,"Dasyatis_laosensis",19.2175947480001,879,"Dasyatis_laosensis",17.5725663436085,98.4784613720822,-21
"Dasyatis lata",1031,"Dasyatis_lata",15.582108305694,1025,"Dasyatis_lata",13.8308996722062,99.1661541865612,-6
"Dasyatis longa",691,"Dasyatis_longa",25.7549857920574,729,"Dasyatis_longa",20.927376634046,95.8449497878283,38
"Dasyatis margarita",263,"Dasyatis_margarita",43.346958746203,287,"Dasyatis_margarita",34.561295364779,97.1457826232495,24
"Dasyatis margaritella",262,"Dasyatis_margaritella",43.346958746203,189,"Dasyatis_margaritella",39.2059482900343,101.633548914764,-73
"Dasyatis marianae",690,"Dasyatis_marianae",25.7549867920574,727,"Dasyatis_marianae",20.9758126789822,95.5760088109736,37
"Dasyatis marmorata",130,"Dasyatis_marmorata",54.2985781748433,127,"Dasyatis_marmorata",43.5011842603986,101.037105119973,-3
"Dasyatis matsubarai",723,"Dasyatis_matsubarai",24.4341253031528,711,"Dasyatis_matsubarai",21.4519478620041,97.7054098164849,-12
"Dasyatis microps",31,"Dasyatis_microps",87.3029707076845,39,"Dasyatis_microps",60.6746750536961,97.2618759597009,8
"Dasyatis multispinosa",642,"Dasyatis_multispinosa",27.2412367116528,610,"Dasyatis_multispinosa",24.3481320874117,97.6938640017991,-32
"Dasyatis navarrae",933,"Dasyatis_navarrae",18.3138073604334,928,"Dasyatis_navarrae",16.3267674949557,101.170464528069,-5
"Dasyatis parvonigra",699,"Dasyatis_parvonigra",25.4524963783334,643,"Dasyatis_parvonigra",23.3808176737615,102.089133712988,-56
"Dasyatis pastinaca",374,"Dasyatis_pastinaca",37.24857235776,322,"Dasyatis_pastinaca",32.9748614704939,99.6922189574239,-52
"Dasyatis rudis",373,"Dasyatis_rudis",37.24857335776,327,"Dasyatis_rudis",32.7233623067387,95.8602522362678,-46
"Dasyatis sabina",214,"Dasyatis_sabina",47.0942333097574,167,"Dasyatis_sabina",40.4377827925792,98.1978585683231,-47
"Dasyatis say",435,"Dasyatis_say",34.0814534759479,374,"Dasyatis_say",30.7764578146344,101.169958087096,-61
"Dasyatis sinensis",215,"Dasyatis_sinensis",47.0942333097574,179,"Dasyatis_sinensis",39.5583983319421,94.5617880511224,-36
"Dasyatis thetidis",754,"Dasyatis_thetidis",23.6572054764862,805,"Dasyatis_thetidis",19.2909238365078,98.9650332550335,51
"Dasyatis tortonesei",1036,"Dasyatis_tortonesei",15.3168818196667,1036,"Dasyatis_tortonesei",13.67000783157,100.53001648879,0
"Dasyatis ushiei",643,"Dasyatis_ushiei",27.1988686149862,589,"Dasyatis_ushiei",24.8920783039158,98.6851875562855,-54
"Dasyatis zugei",85,"Dasyatis_zugei",64.1393483056061,91,"Dasyatis_zugei",49.2191336384648,98.1255131745644,6
"Deania calcea",239,"Deania_calcea",45.00699638698,329,"Deania_calcea",32.5154314410756,101.02543239541,90
"Deania hystricosa",238,"Deania_hystricosa",45.00699638698,271,"Deania_hystricosa",35.3657209595982,101.356506791238,33
"Deania profundorum",176,"Deania_profundorum",49.16639462598,185,"Deania_profundorum",39.3170491865549,102.460016365623,9
"Deania quadrispinosa",175,"Deania_quadrispinosa",49.16639462598,152,"Deania_quadrispinosa",41.5456493800563,106.77537385274,-23
"Dentiraja flindersi",1164,"Dentiraja_flindersi",9.69541947549607,1160,"Dentiraja_flindersi",9.0145173816665,102.036897298027,-4
"Dentiraja lemprieri",1163,"Dentiraja_lemprieri",9.69541947549607,1162,"Dentiraja_lemprieri",8.97063674565211,101.463677957,-1
"Diplobatis colombiensis",351,"Diplobatis_colombiensis",38.1751227685512,341,"Diplobatis_colombiensis",31.9713659155178,93.8267745697507,-10
"Diplobatis guamachensis",115,"Diplobatis_guamachensis",57.3421858618846,93,"Diplobatis_guamachensis",48.5020544654116,91.9074994730033,-22
"Diplobatis ommata",403,"Diplobatis_ommata",35.3874911210512,420,"Diplobatis_ommata",29.3000989582788,92.9703256333796,17
"Diplobatis pictus",404,"Diplobatis_pictus",35.3874911210512,409,"Diplobatis_pictus",29.5215956637344,93.1123667305143,5
"Dipturus acrobelus",965,"Dipturus_acrobelus",17.3653861371309,944,"Dipturus_acrobelus",15.9431387164439,92.0886588296103,-21
"Dipturus apricus",1117,"Dipturus_apricus",12.1815024092976,1113,"Dipturus_apricus",11.2343751977041,96.0955686875637,-4
"Dipturus australis",1161,"Dipturus_australis",9.76663208166273,1158,"Dipturus_australis",9.06695010444193,101.977642743813,-3
"Dipturus batis",1118,"Dipturus_batis",12.1815014092976,1114,"Dipturus_batis",11.2285142420655,95.7060353161329,-4
"Dipturus bullisi",766,"Dipturus_bullisi",23.2938686510408,692,"Dipturus_bullisi",21.8409787687492,103.037628393273,-74
"Dipturus campbelli",1056,"Dipturus_campbelli",14.8677209657976,1037,"Dipturus_campbelli",13.6660243711612,94.8567246883622,-19
"Dipturus canutus",1151,"Dipturus_canutus",10.5272440104961,1146,"Dipturus_canutus",9.7028907406786,102.031310299096,-5
"Dipturus cerva",1162,"Dipturus_cerva",9.76663208166273,1161,"Dipturus_cerva",8.98553583232541,101.567203810222,-1
"Dipturus confusus",1139,"Dipturus_confusus",11.0960802976627,1134,"Dipturus_confusus",10.3190135193748,100.945293743605,-5
"Dipturus crosnieri",1074,"Dipturus_crosnieri",14.2651829780287,1046,"Dipturus_crosnieri",13.4081282468679,100.464658702607,-28
"Dipturus doutrei",836,"Dipturus_doutrei",20.7971857307976,778,"Dipturus_doutrei",19.9118687711532,95.1398876065361,-58
"Dipturus ecuadoriensis",996,"Dipturus_ecuadoriensis",16.3241687456309,974,"Dipturus_ecuadoriensis",15.1298547825914,94.3193427450059,-22
"Dipturus endeavouri",1081,"Dipturus_endeavouri",13.9687286392314,1051,"Dipturus_endeavouri",13.2447692448475,99.5933743744946,-30
"Dipturus falloargus",1179,"Dipturus_falloargus",8.81282832237871,1182,"Dipturus_falloargus",7.89882126834085,96.9763209540592,3
"Dipturus flavirostris",1112,"Dipturus_flavirostris",12.6874608238797,1117,"Dipturus_flavirostris",11.0568551050509,101.752560190718,5
"Dipturus garricki",767,"Dipturus_garricki",23.2938686510408,795,"Dipturus_garricki",19.5700780163555,100.524536922367,28
"Dipturus gigas",998,"Dipturus_gigas",16.3231308452314,964,"Dipturus_gigas",15.4843568711858,100.736105084824,-34
"Dipturus grahami",1098,"Dipturus_grahami",13.3451052392314,1095,"Dipturus_grahami",12.2491209583943,101.189291126939,-3
"Dipturus gudgeri",893,"Dipturus_gudgeri",19.3676802719961,849,"Dipturus_gudgeri",18.1519173421623,99.0854881842004,-44
"Dipturus healdi",1110,"Dipturus_healdi",12.7285857416287,1099,"Dipturus_healdi",11.9850147487986,100.770461608011,-11
"Dipturus innominatus",894,"Dipturus_innominatus",19.3676802719961,853,"Dipturus_innominatus",18.10914262259,102.780055268377,-41
"Dipturus intermedia",997,"Dipturus_intermedia",16.3241687456309,973,"Dipturus_intermedia",15.2060806560992,90.8708807855066,-24
"Dipturus johannisdavesi",1107,"Dipturus_johannisdavesi",12.7844456014961,1104,"Dipturus_johannisdavesi",11.744579778473,98.2762151476074,-3
"Dipturus kwangtungensis",191,"Dipturus_kwangtungensis",48.3327699332954,196,"Dipturus_kwangtungensis",38.8981171335789,105.517814878305,5
"Dipturus laevis",1055,"Dipturus_laevis",14.8677209657976,1038,"Dipturus_laevis",13.6646292731505,94.5788704314786,-17
"Dipturus lanceorostratus",943,"Dipturus_lanceorostratus",18.0172894331954,904,"Dipturus_lanceorostratus",16.8599402957126,98.95635301322,-39
"Dipturus leptocaudus",1039,"Dipturus_leptocaudus",15.2312443042742,1030,"Dipturus_leptocaudus",13.7579503834138,101.07894014683,-9
"Dipturus macrocauda",1121,"Dipturus_macrocauda",12.0645673173516,1119,"Dipturus_macrocauda",10.8773474515496,96.9436765157999,-2
"Dipturus melanospilus",489,"Dipturus_melanospilus",32.0592314585463,443,"Dipturus_melanospilus",28.6693535395122,97.0172787087849,-46
"Dipturus mennii",944,"Dipturus_mennii",18.0172894331954,916,"Dipturus_mennii",16.5054195606485,96.6838407478802,-28
"Dipturus nidarosiensis",850,"Dipturus_nidarosiensis",20.5080972402314,809,"Dipturus_nidarosiensis",19.1604512290289,100.300092468397,-41
"Dipturus oculus",305,"Dipturus_oculus",40.6770707077856,304,"Dipturus_oculus",33.7903773949463,99.5643129850398,-1
"Dipturus olseni",1111,"Dipturus_olseni",12.6874608238797,1115,"Dipturus_olseni",11.1252579791082,102.055374394368,4
"Dipturus oregoni",941,"Dipturus_oregoni",18.0673681010463,900,"Dipturus_oregoni",16.9420658441346,100.866124544281,-41
"Dipturus oxyrinchus",1075,"Dipturus_oxyrinchus",14.0567703267976,1064,"Dipturus_oxyrinchus",12.9313377820075,94.6586252723575,-11
"Dipturus polyommata",1136,"Dipturus_polyommata",11.3178162500314,1136,"Dipturus_polyommata",10.2196768440029,97.8041716202595,0
"Dipturus pullopunctata",1047,"Dipturus_pullopunctata",15.0747443043797,1022,"Dipturus_pullopunctata",13.887984966487,101.385401829857,-25
"Dipturus queenslandicus",832,"Dipturus_queenslandicus",21.0913725582204,826,"Dipturus_queenslandicus",18.6822921929984,102.310967607277,-6
"Dipturus springeri",831,"Dipturus_springeri",21.0913725582204,819,"Dipturus_springeri",18.9372862662217,103.161693556025,-12
"Dipturus stenorhynchus",1099,"Dipturus_stenorhynchus",13.3451052392314,1094,"Dipturus_stenorhynchus",12.3180662257331,101.509156499395,-5
"Dipturus teevani",1138,"Dipturus_teevani",11.1271407813787,1129,"Dipturus_teevani",10.4804214949621,100.546632302551,-9
"Dipturus tengu",1122,"Dipturus_tengu",12.0645673173516,1122,"Dipturus_tengu",10.7142842697122,96.8621285459249,0
"Dipturus trachydermus",1038,"Dipturus_trachydermus",15.2312443042742,1049,"Dipturus_trachydermus",13.3124164096808,101.024413868055,11
"Dipturus wengi",1166,"Dipturus_wengi",9.65179946137871,1165,"Dipturus_wengi",8.72874446932525,97.5229472711694,-1
"Dipturus wuhanlingi",1180,"Dipturus_wuhanlingi",8.81282832237871,1181,"Dipturus_wuhanlingi",7.91344486534128,97.7111709919018,1
"Discopyge castelloi",249,"Discopyge_castelloi",44.5092263888846,340,"Discopyge_castelloi",32.0030202704207,92.9079127114434,91
"Discopyge tschudii",250,"Discopyge_tschudii",44.5092263888846,358,"Discopyge_tschudii",31.4404245417136,91.916677288935,108
"Echinorhinus brucus",70,"Echinorhinus_brucus",71.2944090344977,66,"Echinorhinus_brucus",54.3860398558218,102.786759021689,-4
"Echinorhinus cookei",71,"Echinorhinus_cookei",71.2944090344977,61,"Echinorhinus_cookei",55.0767549146732,101.451093086986,-10
"Electrolux addisoni",847,"Electrolux_addisoni",20.6205202736179,921,"Electrolux_addisoni",16.4080594027288,92.3006457549109,74
"Eridacnis barbouri",393,"Eridacnis_barbouri",36.1252413630686,473,"Eridacnis_barbouri",27.7480456336926,97.6392494332952,80
"Eridacnis radcliffei",461,"Eridacnis_radcliffei",33.1927972115686,641,"Eridacnis_radcliffei",23.4101156766155,96.5533756651046,180
"Eridacnis sinuans",460,"Eridacnis_sinuans",33.1927972115686,637,"Eridacnis_sinuans",23.5854540961897,97.9545841943454,177
"Etmopterus bigelowi",280,"Etmopterus_bigelowi",42.0819334596581,251,"Etmopterus_bigelowi",36.3766463901998,104.489077528902,-29
"Etmopterus brachyurus",569,"Etmopterus_brachyurus",29.7364455438962,481,"Etmopterus_brachyurus",27.5605342673386,106.408957390265,-88
