"Rank_EH","species_tree","species","EvoHeritage","Ancestral_EvoHeritage","rho","min_age","max_age","lambda","repeats"
34,"Heptranchias_perlo","Heptranchias perlo",17.5766643016023,56.708081819647,0.01,66,4025,1,100
35,"Schroederichthys_tenuis","Schroederichthys tenuis",17.4545257689736,57.4112063626306,0.01,66,4025,1,100
36,"Callorhinchus_callorynchus","Callorhinchus callorynchus",17.3565608696914,53.3781907258276,0.01,66,4025,1,100
37,"Centrophorus_atromarginatus","Centrophorus atromarginatus",17.2791688556663,53.7695368725203,0.01,66,4025,1,100
38,"Schroederichthys_bivius","Schroederichthys bivius",16.8391933811707,56.5299787228222,0.01,66,4025,1,100
39,"Aetobatus_narinari","Aetobatus narinari",16.7559632479106,53.7798722776005,0.01,66,4025,1,100
40,"Platyrhina_sinensis","Platyrhina sinensis",16.6464719788353,44.7029278457998,0.01,66,4025,1,100
41,"Callorhinchus_milii","Callorhinchus milii",16.511793601592,52.5334234577281,0.01,66,4025,1,100
42,"Aptychotrema_vincentiana","Aptychotrema vincentiana",16.4275785124611,46.2301052737773,0.01,66,4025,1,100
43,"Callorhinchus_capensis","Callorhinchus capensis",16.2814424648106,51.2842717339392,0.01,66,4025,1,100
44,"Centrophorus_zeehaani","Centrophorus zeehaani",16.1055737930807,48.4136214085201,0.01,66,4025,1,100
45,"Pristis_zijsron","Pristis zijsron",15.8314463929186,52.2320026192393,0.01,66,4025,1,100
46,"Pristis_clavata","Pristis clavata",15.7574846774028,52.8220341036632,0.01,66,4025,1,100
47,"Hexanchus_vitulus","Hexanchus vitulus",15.7202170647464,58.7542194226848,0.01,66,4025,1,100
48,"Zapteryx_xyster","Zapteryx xyster",15.6511037164173,45.4971202940045,0.01,66,4025,1,100
49,"Echinorhinus_cookei","Echinorhinus cookei",15.2517619884505,55.5037924002965,0.01,66,4025,1,100
50,"Zapteryx_exasperata","Zapteryx exasperata",15.147019655971,44.7182542179938,0.01,66,4025,1,100
51,"Platyrhina_tangi","Platyrhina tangi",15.0093253485732,41.1624676988633,0.01,66,4025,1,100
52,"Echinorhinus_brucus","Echinorhinus brucus",14.7259212890115,55.9066300265333,0.01,66,4025,1,100
53,"Neoharriotta_carri","Neoharriotta carri",14.5166153916602,49.1043478932377,0.01,66,4025,1,100
54,"Hexanchus_griseus","Hexanchus griseus",14.2998384583788,61.8311803206452,0.01,66,4025,1,100
55,"Hexanchus_nakamurai","Hexanchus nakamurai",14.194845749879,60.9419117189631,0.01,66,4025,1,100
56,"Rhinobatos_jimbaranensis","Rhinobatos jimbaranensis",14.102222025908,52.5836484280128,0.01,66,4025,1,100
57,"Aptychotrema_timorensis","Aptychotrema timorensis",14.0943386112918,47.4566845280622,0.01,66,4025,1,100
58,"Aptychotrema_rostrata","Aptychotrema rostrata",14.0045157384614,47.9655191089405,0.01,66,4025,1,100
59,"Rhinobatos_holcorhynchus","Rhinobatos holcorhynchus",13.9658085940696,52.7227500494023,0.01,66,4025,1,100
60,"Hemipristis_elongata","Hemipristis elongata",13.8875459077871,46.2305228991628,0.01,66,4025,1,100
61,"Neoharriotta_pinnata","Neoharriotta pinnata",13.8269933045139,44.015173369824,0.01,66,4025,1,100
62,"Neoharriotta_pumila","Neoharriotta pumila",13.8087284963837,46.8259645168994,0.01,66,4025,1,100
63,"Pristis_pectinata","Pristis pectinata",13.7078757187059,49.6423894745142,0.01,66,4025,1,100
64,"Aetobatus_flagellum","Aetobatus flagellum",13.4640041184978,49.6226103326887,0.01,66,4025,1,100
65,"Harriotta_raleighana","Harriotta raleighana",13.4373956397742,55.5309940288537,0.01,66,4025,1,100
66,"Harriotta_haeckeli","Harriotta haeckeli",13.2026981852561,55.6623384624845,0.01,66,4025,1,100
67,"Cruriraja_hulleyi","Cruriraja hulleyi",13.183174579224,58.2091262510865,0.01,66,4025,1,100
68,"Aetomylaeus_vespertilio","Aetomylaeus vespertilio",12.9923787442454,54.8131962157345,0.01,66,4025,1,100
69,"Schroederichthys_maculatus","Schroederichthys maculatus",12.4748285907475,50.823562073588,0.01,66,4025,1,100
70,"Gollum_suluensis","Gollum suluensis",12.2404109221679,46.8953240687872,0.01,66,4025,1,100
71,"Pseudotriakis_microdon","Pseudotriakis microdon",12.1853406606202,44.7443754054429,0.01,66,4025,1,100
72,"Deania_quadrispinosa","Deania quadrispinosa",12.0269380112942,55.456579102764,0.01,66,4025,1,100
73,"Ginglymostoma_cirratum","Ginglymostoma cirratum",12.0253422325119,53.7659351771567,0.01,66,4025,1,100
74,"Gollum_attenuatus","Gollum attenuatus",11.9642009103611,48.4159848659872,0.01,66,4025,1,100
75,"Stegostoma_fasciatum","Stegostoma fasciatum",11.9356792666293,54.9129308395015,0.01,66,4025,1,100
76,"Nebrius_ferrugineus","Nebrius ferrugineus",11.8263230641593,51.7280560051652,0.01,66,4025,1,100
77,"Schroederichthys_saurisqualus","Schroederichthys saurisqualus",11.756782503516,49.5010446905399,0.01,66,4025,1,100
78,"Dasyatis_microps","Dasyatis microps",11.7023295822981,49.5707799062778,0.01,66,4025,1,100
79,"Rhincodon_typus","Rhincodon typus",11.6699046588725,51.1879913303489,0.01,66,4025,1,100
80,"Schroederichthys_chilensis","Schroederichthys chilensis",11.6493184602989,50.465669001821,0.01,66,4025,1,100
81,"Acroteriobatus_leucospilus","Acroteriobatus leucospilus",11.6379572807318,48.5249482193204,0.01,66,4025,1,100
82,"Rhinochimaera_pacifica","Rhinochimaera pacifica",11.5996742951225,49.0103772395071,0.01,66,4025,1,100
83,"Heterodontus_ramalheira","Heterodontus ramalheira",11.5704177814597,52.2327992972499,0.01,66,4025,1,100
84,"Deania_profundorum","Deania profundorum",11.5525483819473,54.5639219157178,0.01,66,4025,1,100
85,"Mollisquama_parini","Mollisquama parini",11.4830551658097,48.5896742190306,0.01,66,4025,1,100
86,"Chimaera_phantasma","Chimaera phantasma",11.4505044203566,48.0038489257573,0.01,66,4025,1,100
87,"Heterodontus_omanensis","Heterodontus omanensis",11.4178689008654,58.5073615504081,0.01,66,4025,1,100
88,"Pristiophorus_japonicus","Pristiophorus japonicus",11.3796022710154,54.3200311969261,0.01,66,4025,1,100
89,"Galeocerdo_cuvier","Galeocerdo cuvier",11.3073726591424,52.5758107430084,0.01,66,4025,1,100
90,"Planonasus_parini","Planonasus parini",11.2320937779731,42.8039967855459,0.01,66,4025,1,100
91,"Squaliolus_laticaudus","Squaliolus laticaudus",11.2317144278317,44.0143445926794,0.01,66,4025,1,100
92,"Pseudocarcharias_kamoharai","Pseudocarcharias kamoharai",11.195601056215,51.1200423797012,0.01,66,4025,1,100
93,"Heterodontus_japonicus","Heterodontus japonicus",11.1064709873602,57.252261230489,0.01,66,4025,1,100
94,"Sinobatis_caerulea","Sinobatis caerulea",11.0084586637786,46.5117434044566,0.01,66,4025,1,100
95,"Sinobatis_melanosoma","Sinobatis melanosoma",10.9131563091538,54.2423043077501,0.01,66,4025,1,100
96,"Lamna_nasus","Lamna nasus",10.807984498237,49.0729108201215,0.01,66,4025,1,100
97,"Rhinochimaera_africana","Rhinochimaera africana",10.6519308558609,50.8953480903186,0.01,66,4025,1,100
98,"Atelomycterus_marmoratus","Atelomycterus marmoratus",10.6316797215985,48.2059202563257,0.01,66,4025,1,100
99,"Carcharodon_carcharias","Carcharodon carcharias",10.465189867711,49.4067540899511,0.01,66,4025,1,100
100,"Odontaspis_ferox","Odontaspis ferox",10.4108712477429,55.6673259399286,0.01,66,4025,1,100
101,"Rhinochimaera_atlantica","Rhinochimaera atlantica",10.3981235093778,51.4648427352504,0.01,66,4025,1,100
102,"Aulohalaelurus_labiosus","Aulohalaelurus labiosus",10.3446184050968,45.8577395905659,0.01,66,4025,1,100
103,"Odontaspis_noronhai","Odontaspis noronhai",10.3298193887927,54.4123740503927,0.01,66,4025,1,100
104,"Atelomycterus_baliensis","Atelomycterus baliensis",10.1307392383867,47.7230610308381,0.01,66,4025,1,100
105,"Lamna_ditropis","Lamna ditropis",10.1307003188054,45.3504500758196,0.01,66,4025,1,100
106,"Aulohalaelurus_kanakorum","Aulohalaelurus kanakorum",10.0767441029232,44.6449535587076,0.01,66,4025,1,100
107,"Megachasma_pelagios","Megachasma pelagios",10.0390870761204,49.7093354350581,0.01,66,4025,1,100
108,"Cirrhigaleus_asper","Cirrhigaleus asper",9.88950123707757,58.0703950510221,0.01,66,4025,1,100
109,"Sinobatis_borneensis","Sinobatis borneensis",9.73004280903783,51.5679673043935,0.01,66,4025,1,100
110,"Heterodontus_galeatus","Heterodontus galeatus",9.702296856976,52.6937306130917,0.01,66,4025,1,100
111,"Gymnura_afuerae","Gymnura afuerae",9.69336932957048,54.4371481251937,0.01,66,4025,1,100
112,"Isurus_paucus","Isurus paucus",9.50356342478523,48.547093840683,0.01,66,4025,1,100
113,"Parascyllium_sparsimaculatum","Parascyllium sparsimaculatum",9.37527646500907,59.0757234780754,0.01,66,4025,1,100
114,"Narcine_leoparda","Narcine leoparda",9.37068382598792,51.2244788967412,0.01,66,4025,1,100
115,"Proscyllium_habereri","Proscyllium habereri",9.35787316066964,48.8565083417947,0.01,66,4025,1,100
116,"Heterodontus_quoyi","Heterodontus quoyi",9.35273072418297,55.3686709013423,0.01,66,4025,1,100
117,"Heterodontus_portusjacksoni","Heterodontus portusjacksoni",9.274158191077,52.2414895441119,0.01,66,4025,1,100
118,"Apristurus_saldanha","Apristurus saldanha",9.22862847256679,48.5173916390138,0.01,66,4025,1,100
119,"Deania_calcea","Deania calcea",9.20345596839681,48.3367147714706,0.01,66,4025,1,100
120,"Proscyllium_magnificum","Proscyllium magnificum",9.0973519871092,50.0777332138981,0.01,66,4025,1,100
121,"Proscyllium_venustum","Proscyllium venustum",9.07737353777723,49.022138452653,0.01,66,4025,1,100
122,"Heterodontus_zebra","Heterodontus zebra",9.0537664393973,53.7227180544845,0.01,66,4025,1,100
123,"Somniosus_rostratus","Somniosus rostratus",9.03226630548588,53.2693590041732,0.01,66,4025,1,100
124,"Isistius_brasiliensis","Isistius brasiliensis",9.02862513335695,46.342490251916,0.01,66,4025,1,100
125,"Deania_hystricosa","Deania hystricosa",9.02750830166564,48.1653272050924,0.01,66,4025,1,100
126,"Isistius_labialis","Isistius labialis",9.0073105115448,46.674897762095,0.01,66,4025,1,100
127,"Centroselachus_crepidater","Centroselachus crepidater",8.96760778046434,44.7620689346516,0.01,66,4025,1,100
128,"Isistius_plutodus","Isistius plutodus",8.8388039896715,46.383362199822,0.01,66,4025,1,100
129,"Rhinobatos_lentiginosus","Rhinobatos lentiginosus",8.81373974183373,45.8883356460134,0.01,66,4025,1,100
130,"Somniosus_microcephalus","Somniosus microcephalus",8.78292145640408,52.570516404595,0.01,66,4025,1,100
131,"Isurus_oxyrinchus","Isurus oxyrinchus",8.74596519999387,45.549744478549,0.01,66,4025,1,100
132,"Somniosus_antarcticus","Somniosus antarcticus",8.66914692375748,54.5993982219308,0.01,66,4025,1,100
133,"Sinobatis_bulbicauda","Sinobatis bulbicauda",8.592842565798,49.562451269845,0.01,66,4025,1,100
134,"Sinobatis_filicauda","Sinobatis filicauda",8.55359305338047,50.4485984937931,0.01,66,4025,1,100
135,"Heteroscymnoides_marleyi","Heteroscymnoides marleyi",8.51311506131892,47.4302930397204,0.01,66,4025,1,100
136,"Somniosus_pacificus","Somniosus pacificus",8.46447764644067,54.1874242241958,0.01,66,4025,1,100
137,"Urolophus_mitosis","Urolophus mitosis",8.41149925995752,52.9363016735876,0.01,66,4025,1,100
138,"Somniosus_longus","Somniosus longus",8.37336185953637,52.5895776415483,0.01,66,4025,1,100
139,"Galeorhinus_galeus","Galeorhinus galeus",8.36569958067703,46.0343399917922,0.01,66,4025,1,100
140,"Pristiophorus_nudipinnis","Pristiophorus nudipinnis",8.31284706001427,56.981936632855,0.01,66,4025,1,100
141,"Triakis_semifasciata","Triakis semifasciata",8.30131107061784,55.3796669478212,0.01,66,4025,1,100
142,"Glaucostegus_halavi","Glaucostegus halavi",8.23643786347932,53.0557000140762,0.01,66,4025,1,100
143,"Centrophorus_squamosus","Centrophorus squamosus",8.22825875229324,55.7806166902963,0.01,66,4025,1,100
144,"Benthobatis_marcida","Benthobatis marcida",8.21583948934943,54.3037893374075,0.01,66,4025,1,100
145,"Cirrhoscyllium_japonicum","Cirrhoscyllium japonicum",8.21444807753658,56.4439064463281,0.01,66,4025,1,100
146,"Parascyllium_collare","Parascyllium collare",8.16893004947751,60.9801664107621,0.01,66,4025,1,100
147,"Gymnura_micrura","Gymnura micrura",8.16061154157989,49.8845760108414,0.01,66,4025,1,100
148,"Squaliolus_aliae","Squaliolus aliae",8.1597943893177,45.8230327168107,0.01,66,4025,1,100
149,"Cirrhigaleus_australis","Cirrhigaleus australis",8.12067132386513,55.2787948200931,0.01,66,4025,1,100
150,"Cirrhigaleus_barbifer","Cirrhigaleus barbifer",7.93027324440439,57.6866462906871,0.01,66,4025,1,100
151,"Hydrolagus_deani","Hydrolagus deani",7.92468724783556,56.895151395817,0.01,66,4025,1,100
152,"Gymnura_japonica","Gymnura japonica",7.92421410176941,48.2749479319494,0.01,66,4025,1,100
153,"Pristiophorus_schroederi","Pristiophorus schroederi",7.90496831316945,55.5225427645888,0.01,66,4025,1,100
154,"Chimaera_obscura","Chimaera obscura",7.89815503392736,53.333741273468,0.01,66,4025,1,100
155,"Pristiophorus_nancyae","Pristiophorus nancyae",7.86532435123381,57.9092101303974,0.01,66,4025,1,100
156,"Pristiophorus_delicatus","Pristiophorus delicatus",7.82301511816064,57.4962759471815,0.01,66,4025,1,100
157,"Hydrolagus_africanus","Hydrolagus africanus",7.76801600699602,56.8676978185177,0.01,66,4025,1,100
158,"Aetomylaeus_maculatus","Aetomylaeus maculatus",7.66236967130992,58.3482381233799,0.01,66,4025,1,100
159,"Cirrhoscyllium_formosanum","Cirrhoscyllium formosanum",7.65466764130787,54.890048095113,0.01,66,4025,1,100
160,"Rhinobatos_irvinei","Rhinobatos irvinei",7.60807317094687,42.9703600213724,0.01,66,4025,1,100
161,"Rhynchobatus_djiddensis","Rhynchobatus djiddensis",7.60638480039747,52.7803355185431,0.01,66,4025,1,100
162,"Euprotomicrus_bispinatus","Euprotomicrus bispinatus",7.60407692341245,49.0128975701171,0.01,66,4025,1,100
163,"Pristiophorus_cirratus","Pristiophorus cirratus",7.56889156533019,53.549460129301,0.01,66,4025,1,100
164,"Narcine_westraliensis","Narcine westraliensis",7.56826437789678,50.8910825652237,0.01,66,4025,1,100
165,"Rhynchobatus_australiae","Rhynchobatus australiae",7.56032190509327,52.5143611799154,0.01,66,4025,1,100
166,"Narcine_tasmaniensis","Narcine tasmaniensis",7.53006715903101,51.7793892129946,0.01,66,4025,1,100
167,"Rhynchobatus_luebberti","Rhynchobatus luebberti",7.50400551602585,49.3172173787438,0.01,66,4025,1,100
168,"Gymnura_australis","Gymnura australis",7.44651014465469,49.137813411193,0.01,66,4025,1,100
169,"Hydrolagus_mitsukurii","Hydrolagus mitsukurii",7.42806833208655,56.3047011809382,0.01,66,4025,1,100
170,"Cirrhoscyllium_expolitum","Cirrhoscyllium expolitum",7.38594411038308,52.6451258590242,0.01,66,4025,1,100
171,"Gogolia_filewoodi","Gogolia filewoodi",7.38419760332465,51.9430006664368,0.01,66,4025,1,100
172,"Atelomycterus_fasciatus","Atelomycterus fasciatus",7.37866264653263,49.5710518377089,0.01,66,4025,1,100
173,"Trygonoptera_personata","Trygonoptera personata",7.3282434208761,54.6167448549727,0.01,66,4025,1,100
174,"Parascyllium_variolatum","Parascyllium variolatum",7.28443423347391,58.8726744148326,0.01,66,4025,1,100
175,"Hydrolagus_colliei","Hydrolagus colliei",7.26424738069708,52.8250302659434,0.01,66,4025,1,100
176,"Hydrolagus_eidolon","Hydrolagus eidolon",7.25274774831678,50.946511122721,0.01,66,4025,1,100
177,"Chimaera_owstoni","Chimaera owstoni",7.19693824030226,55.6921579518907,0.01,66,4025,1,100
178,"Diplobatis_guamachensis","Diplobatis guamachensis",7.1793297673259,50.6784928310859,0.01,66,4025,1,100
179,"Atelomycterus_macleayi","Atelomycterus macleayi",7.17038538489748,48.6472289176404,0.01,66,4025,1,100
180,"Hydrolagus_homonycteris","Hydrolagus homonycteris",7.16959992609586,51.4428084485158,0.01,66,4025,1,100
181,"Euprotomicroides_zantedeschia","Euprotomicroides zantedeschia",7.10138231077034,47.082367369771,0.01,66,4025,1,100
182,"Eridacnis_barbouri","Eridacnis barbouri",7.09799555164328,48.4049467265511,0.01,66,4025,1,100
183,"Orectolobus_ornatus","Orectolobus ornatus",7.04125584164591,51.8293839051157,0.01,66,4025,1,100
184,"Narcine_lasti","Narcine lasti",7.02378294886816,50.569678264865,0.01,66,4025,1,100
185,"Glaucostegus_cemiculus","Glaucostegus cemiculus",7.01815382925081,48.7191284145035,0.01,66,4025,1,100
186,"Glaucostegus_granulatus","Glaucostegus granulatus",6.99541988665529,48.0622985607292,0.01,66,4025,1,100
187,"Hydrolagus_lemures","Hydrolagus lemures",6.98673997103511,54.6410512883135,0.01,66,4025,1,100
188,"Rhynchobatus_palpebratus","Rhynchobatus palpebratus",6.97830763957992,49.4961738679262,0.01,66,4025,1,100
189,"Orectolobus_maculatus","Orectolobus maculatus",6.97579862816385,54.4303194599843,0.01,66,4025,1,100
190,"Parascyllium_ferrugineum","Parascyllium ferrugineum",6.96496756209686,56.1469913533851,0.01,66,4025,1,100
191,"Urolophus_circularis","Urolophus circularis",6.95682464582087,53.4022708524601,0.01,66,4025,1,100
192,"Pentanchus_profundicolus","Pentanchus profundicolus",6.94451207619646,50.5805894787366,0.01,66,4025,1,100
193,"Atelomycterus_marnkalha","Atelomycterus marnkalha",6.93070563687092,47.3228176840866,0.01,66,4025,1,100
194,"Hydrolagus_ogilbyi","Hydrolagus ogilbyi",6.91633035758012,53.496235308017,0.01,66,4025,1,100
195,"Trygonoptera_galba","Trygonoptera galba",6.90556065140785,50.1161065585308,0.01,66,4025,1,100
196,"Hydrolagus_barbouri","Hydrolagus barbouri",6.89862981054626,52.5677585780965,0.01,66,4025,1,100
197,"Rhinobatos_planiceps","Rhinobatos planiceps",6.88672878636744,49.7658185198258,0.01,66,4025,1,100
198,"Orectolobus_parvimaculatus","Orectolobus parvimaculatus",6.88440906259066,51.8640509025656,0.01,66,4025,1,100
199,"Rhinobatos_sainsburyi","Rhinobatos sainsburyi",6.84349169742993,52.261338524415,0.01,66,4025,1,100
200,"Orectolobus_japonicus","Orectolobus japonicus",6.81438213012563,54.5787160366761,0.01,66,4025,1,100
201,"Rhynchobatus_laevis","Rhynchobatus laevis",6.79747858828306,49.053189202203,0.01,66,4025,1,100
202,"Aetomylaeus_nichofii","Aetomylaeus nichofii",6.78588173791654,53.3307663351986,0.01,66,4025,1,100
203,"Rhynchobatus_springeri","Rhynchobatus springeri",6.75868202764643,48.9534022994244,0.01,66,4025,1,100
204,"Acroteriobatus_zanzibarensis","Acroteriobatus zanzibarensis",6.74074030032632,54.2289395279374,0.01,66,4025,1,100
205,"Acroteriobatus_ocellatus","Acroteriobatus ocellatus",6.73380220006206,55.440873625736,0.01,66,4025,1,100
206,"Rhinobatos_percellens","Rhinobatos percellens",6.73369566853522,53.0202020210087,0.01,66,4025,1,100
207,"Discopyge_tschudii","Discopyge tschudii",6.71674328014788,57.8574501488268,0.01,66,4025,1,100
208,"Chimaera_argiloba","Chimaera argiloba",6.71540953435199,53.452982798755,0.01,66,4025,1,100
209,"Discopyge_castelloi","Discopyge castelloi",6.70934498896965,57.7462363551669,0.01,66,4025,1,100
210,"Poroderma_africanum","Poroderma africanum",6.69641805357201,53.090408580155,0.01,66,4025,1,100
211,"Ctenacis_fehlmanni","Ctenacis fehlmanni",6.6954877072101,46.0646525092455,0.01,66,4025,1,100
212,"Parascyllium_elongatum","Parascyllium elongatum",6.67940551757006,54.9612969571471,0.01,66,4025,1,100
213,"Eridacnis_sinuans","Eridacnis sinuans",6.67706238783496,47.5154361552951,0.01,66,4025,1,100
214,"Trygonoptera_testacea","Trygonoptera testacea",6.66383123322783,49.9485699505478,0.01,66,4025,1,100
215,"Trygonoptera_ovalis","Trygonoptera ovalis",6.65378840448393,50.8720375606056,0.01,66,4025,1,100
216,"Cephalurus_cephalus","Cephalurus cephalus",6.64275995501298,49.8515972719501,0.01,66,4025,1,100
217,"Eridacnis_radcliffei","Eridacnis radcliffei",6.59871072468352,47.3771627634638,0.01,66,4025,1,100
218,"Acroteriobatus_annulatus","Acroteriobatus annulatus",6.56879326346232,49.9019945891527,0.01,66,4025,1,100
219,"Orectolobus_halei","Orectolobus halei",6.54796578155639,53.907711740141,0.01,66,4025,1,100
220,"Poroderma_pantherinum","Poroderma pantherinum",6.50789264068159,51.4999109032101,0.01,66,4025,1,100
221,"Iago_garricki","Iago garricki",6.50587954489435,50.3143049248676,0.01,66,4025,1,100
222,"Pteromylaeus_asperrimus","Pteromylaeus asperrimus",6.49722491491624,56.495930005193,0.01,66,4025,1,100
223,"Centrophorus_westraliensis","Centrophorus westraliensis",6.423706665022,56.5235482098675,0.01,66,4025,1,100
224,"Rhinobatos_glaucostigma","Rhinobatos glaucostigma",6.41337723945911,55.9243390749006,0.01,66,4025,1,100
225,"Cruriraja_parcomaculata","Cruriraja parcomaculata",6.38920996884696,51.2168846213575,0.01,66,4025,1,100
226,"Orectolobus_hutchinsi","Orectolobus hutchinsi",6.37999361164514,48.3425008827675,0.01,66,4025,1,100
227,"Chiloscyllium_punctatum","Chiloscyllium punctatum",6.34554632329545,55.1451904952616,0.01,66,4025,1,100
228,"Hemiscyllium_ocellatum","Hemiscyllium ocellatum",6.34117677293154,50.7508669408906,0.01,66,4025,1,100
229,"Centrophorus_tessellatus","Centrophorus tessellatus",6.31966877749732,51.4140900997009,0.01,66,4025,1,100
230,"Orectolobus_floridus","Orectolobus floridus",6.30382178227719,50.8557791733296,0.01,66,4025,1,100
231,"Gymnura_hirundo","Gymnura hirundo",6.27815295596663,43.4819475251866,0.01,66,4025,1,100
232,"Aculeola_nigra","Aculeola nigra",6.19332395122958,56.2091447450059,0.01,66,4025,1,100
233,"Taeniura_lymma","Taeniura lymma",6.1829205169833,47.7680182772475,0.01,66,4025,1,100
234,"Glaucostegus_typus","Glaucostegus typus",6.17928599293928,50.5858296475184,0.01,66,4025,1,100
235,"Iago_omanensis","Iago omanensis",6.1700797268968,43.15534738708,0.01,66,4025,1,100
236,"Rhinobatos_horkelii","Rhinobatos horkelii",6.15496394088109,49.9510536804286,0.01,66,4025,1,100
237,"Orectolobus_wardi","Orectolobus wardi",6.1547215629295,53.9206031253499,0.01,66,4025,1,100
238,"Orectolobus_reticulatus","Orectolobus reticulatus",6.12394823049673,49.3349377690698,0.01,66,4025,1,100
239,"Orectolobus_leptolineatus","Orectolobus leptolineatus",6.10586534853272,53.1999385786353,0.01,66,4025,1,100
240,"Gymnura_poecilura","Gymnura poecilura",6.0985596915253,44.3206611626193,0.01,66,4025,1,100
241,"Chimaera_bahamaensis","Chimaera bahamaensis",6.02507648950267,59.4086914332087,0.01,66,4025,1,100
242,"Centrophorus_granulosus","Centrophorus granulosus",6.01880316060609,49.7681592803962,0.01,66,4025,1,100
243,"Chiloscyllium_indicum","Chiloscyllium indicum",6.01857930070736,55.8074630567742,0.01,66,4025,1,100
244,"Narcine_prodorsalis","Narcine prodorsalis",6.0028336150557,49.280289302018,0.01,66,4025,1,100
245,"Rhinobatos_albomaculatus","Rhinobatos albomaculatus",5.96478702333176,50.7432745015727,0.01,66,4025,1,100
246,"Heteronarce_garmani","Heteronarce garmani",5.93328490421719,54.7349406693498,0.01,66,4025,1,100
247,"Hypogaleus_hyugaensis","Hypogaleus hyugaensis",5.91378964413637,47.39103897455,0.01,66,4025,1,100
248,"Glaucostegus_thouin","Glaucostegus thouin",5.90953047845467,49.886957113659,0.01,66,4025,1,100
249,"Gymnura_crooki","Gymnura crooki",5.87942726183837,47.8648893906313,0.01,66,4025,1,100
